line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
291252,922776,ST. CLOUD PUBLIC SCHOOL DISTRICT,133903,5144,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,1,500.0,9778,Fiber,67486.0,2819388-1
291392,922820,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,133737,262,Wasioja Educational Technology Cooperative,Fiber,MN,Insufficient data,4,100.0,1092,Fiber,46200.0,2836032-1
291392,922820,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,133737,262,Wasioja Educational Technology Cooperative,Fiber,MN,Insufficient data,4,100.0,1092,Fiber,46200.0,2836032-1
292937,926634,LAFAYETTE CO SCHOOL DIST,128546,1508,AT&T Corp.,Fiber,MS,Fiber,3,20.0,2575,Fiber,8760.0,2834634-1
293089,926698,SMITH CO SCHOOL DIST,128632,1963,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,2873,Fiber,37428.0,2836269-1
295859,942909,HAGERMAN MUNICIPAL SCHOOLS,143351,429,"Leaco Rural Telephone Cooperative, Inc.",Other / Uncategorized,NM,Fiber,5,100.0,441,Fiber,20647.08,2835333-1
296765,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,1000.0,1896,Fiber,13800.0,2727391-1
296767,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,100.0,1896,Fiber,8420.76,2727385-1
296768,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,1000.0,1896,Fiber,13800.0,2727423-1
296769,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,1000.0,1896,Fiber,13800.0,2727439-1
296770,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,1000.0,1896,Fiber,13800.0,2727412-1
296771,952266,MILTON-FREEWATER UNIFIED SD 7,145138,1252,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,12,1000.0,1896,Fiber,19477.56,2727434-1
296775,952251,KLAMATH FALLS CITY SCHOOLS,145061,2241,Charter Communications,Fiber,OR,Fiber,9,80.0,3310,Fiber,1560.0,2815408-1
296776,952251,KLAMATH FALLS CITY SCHOOLS,145061,2241,"Hunter Communications, Inc.",Fiber,OR,Fiber,9,1000.0,3310,Fiber,4686.0,2815482-1
296779,952251,KLAMATH FALLS CITY SCHOOLS,145061,2241,"Hunter Communications, Inc.",Fiber,OR,Fiber,9,1000.0,3310,Fiber,5940.0,2815520-1
296780,952251,KLAMATH FALLS CITY SCHOOLS,145061,2241,"Hunter Communications, Inc.",Fiber,OR,Fiber,9,100.0,3310,Fiber,5400.0,2815544-1
297081,952223,GLADSTONE SD 115,144835,1111,County of Clackamas,Fiber,OR,Fiber,8,1000.0,2145,Fiber,3060.0,2837406-1
297100,953606,ALLENTOWN CITY SD,125939,14388,PenTeleData Limited Partnership I,Fiber,PA,Fiber,6,1000.0,16966,Fiber,15600.0,2724789-1
297104,953606,ALLENTOWN CITY SD,125939,14388,XO Communication Services LLC,Other / Uncategorized,PA,Fiber,6,1000.0,16966,Fiber,28800.0,2755694-1
298507,967201,SULLIVAN COUNTY,128320,5991,"ENA Services, LLC",Fiber,TN,Fiber,24,1000.0,10975,Fiber,144000.0,2800811-1
298544,967140,KNOX COUNTY,128407,27667,"ENA Services, LLC",Fiber,TN,Fiber,92,5000.0,58929,Fiber,444000.0,2832128-1
299447,969536,JOHNSON CITY ISD,141713,306,"Education Service Center, Region XIII",Fiber,TX,Fiber,26,100.0,725,Fiber,43200.0,2832179-1
300169,975635,ROANOKE CO PBLC SCHS,126572,3801,Verizon Business Global LLC,Copper,VA,Fiber,24,1000.0,14369,Fiber,228870.0,2835212-1
300177,975635,ROANOKE CO PBLC SCHS,126572,3801,Verizon Virginia LLC,Fiber,VA,Fiber,24,100.0,14369,Fiber,15600.0,2835036-1
300179,975594,MATHEWS CO PBLC SCHS,126499,467,"Gans Communications, LP",Cable / DSL,VA,Fiber,4,100.0,1183,Fiber,40116.0,2835702-1
300184,975499,AUGUSTA CO PBLC SCHS,126479,4302,Verizon Virginia LLC,Fiber,VA,Fiber,21,100.0,10755,Fiber,7274.571428571428,2834521-1
300231,983082,ISSAQUAH SCHOOL DISTRICT,145179,1882,"CenturyLink CenturyTel of Washington, Inc.",Fiber,WA,Fiber,43,1.5,18455,Copper,8143.44,2822484-1
300232,983082,ISSAQUAH SCHOOL DISTRICT,145179,1882,CenturyLink Qwest Corporation,Fiber,WA,Fiber,43,45.0,18455,Copper,25583.88,2797664-1
300796,881451,CLARKDALE-JEROME ELEMENTARY DISTRICT,143190,252,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,7,50.0,455,Fiber,25740.0,2735159-1
300796,881451,CLARKDALE-JEROME ELEMENTARY DISTRICT,143190,252,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,7,50.0,455,Fiber,25740.0,2735159-1
300798,883131,FLORENCE UNIFIED SCHOOL DISTRICT,142936,4170,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,13,1000.0,8269,Fiber,59892.0,2739755-1
300799,883131,FLORENCE UNIFIED SCHOOL DISTRICT,142936,4170,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,13,100.0,8269,Fiber,10454.4,2739750-1
300804,883220,MESA UNIFIED DISTRICT,142917,36699,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,76,1000.0,64161,Fiber,17614.00656716418,2760871-1
300805,883220,MESA UNIFIED DISTRICT,142917,36699,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,76,10000.0,64161,Fiber,69300.3,2760871-3
300807,883220,MESA UNIFIED DISTRICT,142917,36699,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,76,2000.0,64161,Fiber,23792.64,2760871-2
300808,883220,MESA UNIFIED DISTRICT,142917,36699,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,76,5000.0,64161,Fiber,191366.04,2760893-1
301036,883394,VAIL UNIFIED DISTRICT,143108,2840,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,12,1000.0,11440,Fiber,49812.0,2803152-1
301053,883394,VAIL UNIFIED DISTRICT,143108,2840,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,12,1000.0,11440,Fiber,25213.44,2803157-1
301054,883394,VAIL UNIFIED DISTRICT,143108,2840,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,12,50.0,11440,Fiber,7539.84,2803157-2
302294,911000,ABINGTON,120616,481,Verizon Online LLC,Fiber,MA,Fiber,6,50.0,2031,Fiber,1499.88,2769888-1
302295,911000,ABINGTON,120616,481,Verizon Online LLC,Fiber,MA,Fiber,6,300.0,2031,Fiber,4259.88,2769890-1
302301,911000,ABINGTON,120616,481,Verizon Online LLC,Fiber,MA,Fiber,6,75.0,2031,Fiber,2099.88,2769870-1
302302,911000,ABINGTON,120616,481,Verizon Online LLC,Fiber,MA,Fiber,6,50.0,2031,Fiber,1259.88,2769876-1
302598,929602,RUTHERFORD COUNTY SCHOOLS,126967,5810,"e-Polk, Inc.",Fiber,NC,Fiber,39,1000.0,8963,Fiber,8893.8,2833224-1
304011,975633,ROANOKE CITY PBLC SCHS,126573,9306,"Cox Virginia Telcom, LLC",Fiber,VA,Fiber,27,200.0,13322,Fiber,136392.0,2768687-1
304505,883074,CANON ELEMENTARY DISTRICT,142975,87,"Airespring, Inc.",Other / Uncategorized,AZ,Fiber,7,10.0,219,Fiber,10245.6,2735006-1
304506,883068,SIERRA VISTA UNIFIED DISTRICT,143104,2202,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,10,200.0,5497,Fiber,13239.6,2735354-1
304509,883068,SIERRA VISTA UNIFIED DISTRICT,143104,2202,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,10,900.0,5497,Fiber,39362.4,2735354-2
304510,883226,MOBILE ELEMENTARY DISTRICT,142945,26,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,2,50.0,33,Fiber,32940.0,2732060-1
304514,883068,SIERRA VISTA UNIFIED DISTRICT,143104,2202,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,10,500.0,5497,Fiber,55740.0,2735332-1
304515,883120,DYSART UNIFIED DISTRICT,142990,12795,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,50,6000.0,25971,Fiber,57600.0,2736748-1
304516,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,4000.0,9579,Fiber,47473.68,2739050-1
304517,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,300.0,9579,Fiber,13940.0,2739050-2
304517,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,300.0,9579,Fiber,13940.0,2739050-2
304518,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,200.0,9579,Fiber,10874.04,2739050-3
304519,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,42,10.0,34028,Cable / DSL,1056.0,2736557-1
304520,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,5000.0,34028,Fiber,60069.24,2736564-1
304521,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,100.0,34028,Fiber,9306.28,2736564-2
304525,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,"Wecom, Inc.",Fixed Wireless,AZ,Fiber,21,25.0,9579,Fixed Wireless,28329.0,2738751-1
304526,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,21,1000.0,9579,Fiber,81289.32,2738759-1
304529,883120,DYSART UNIFIED DISTRICT,142990,12795,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,50,30.0,25971,Fiber,6327.0,2736759-2
304530,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,42,4000.0,34028,Fiber,224892.0,2736561-1
304536,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,200.0,34028,Fiber,11020.898181818182,2736564-3
304537,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,300.0,34028,Fiber,17660.34,2736564-4
304537,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,300.0,34028,Fiber,17660.34,2736564-4
304538,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,42,500.0,34028,Fiber,20343.03,2736564-5
304539,883120,DYSART UNIFIED DISTRICT,142990,12795,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,50,5.0,25971,Fiber,3431.3618181818183,2736759-1
304541,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,30,1000.0,4911,Fiber,87379.2,2745909-1
304548,883378,TOLLESON ELEMENTARY DISTRICT,143011,2312,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,13,500.0,2718,Fiber,65520.0,2746441-1
304550,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,100.0,4911,Fiber,10926.72,2745881-2
304552,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,500.0,4911,Fiber,27887.64,2745881-1
304561,883392,UNION ELEMENTARY DISTRICT,143012,1728,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,4,1000.0,1771,Fiber,44299.02,2762360-2
304564,883392,UNION ELEMENTARY DISTRICT,143012,1728,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,4,2000.0,1771,Fiber,57436.68,2762360-1
304566,883392,UNION ELEMENTARY DISTRICT,143012,1728,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,4,2000.0,1771,Fiber,142260.0,2762319-1
304569,883129,FLAGSTAFF UNIFIED DISTRICT,143151,4210,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,400.0,9579,Fiber,17005.98,2739050-4
304579,883116,DOUGLAS UNIFIED DISTRICT,143073,3151,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,3,1000.0,3856,Fiber,57327.84,2778040-1
304582,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,1000.0,3615,Fiber,42494.52,2786684-1
304583,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,100.0,3615,Fiber,9331.1,2786684-3
304584,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,500.0,3615,Fiber,23367.6,2786695-1
304585,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,100.0,3615,Fiber,9577.488,2786695-2
304587,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,200.0,3615,Fiber,12701.16,2786684-2
304592,883139,FOWLER ELEMENTARY DISTRICT,142914,-63,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,7,200.0,4575,Fiber,31380.0,2740316-1
304593,883139,FOWLER ELEMENTARY DISTRICT,142914,-63,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,7,2000.0,4575,Fiber,42988.8,2786758-1
304594,883139,FOWLER ELEMENTARY DISTRICT,142914,-63,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,7,400.0,4575,Fiber,17437.944,2786758-3
304598,883103,COOLIDGE UNIFIED DISTRICT,142928,2532,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,15,500.0,3615,Fiber,64977.24,2786718-1
304599,883139,FOWLER ELEMENTARY DISTRICT,142914,-63,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,7,800.0,4575,Fiber,30013.32,2786758-2
304607,883200,LITTLETON ELEMENTARY DISTRICT,142985,4337,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,2,200.0,5309,Fiber,21336.0,2803127-1
304624,883345,DEER VALLEY UNIFIED DISTRICT,142908,6850,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,42,1000.0,34028,Fiber,52440.0,2808624-1
304642,883183,KAYENTA UNIFIED DISTRICT,143164,1731,"NTUA Wireless, LLC",Fixed Wireless,AZ,Insufficient data,1,300.0,1941,Fiber,306000.0,2812063-1
304650,883068,SIERRA VISTA UNIFIED DISTRICT,143104,2202,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,10,5.0,5497,Fiber,6182.4,2813641-1
304799,883120,DYSART UNIFIED DISTRICT,142990,12795,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,50,4000.0,25971,Fiber,35065.92,2821536-1
304800,883120,DYSART UNIFIED DISTRICT,142990,12795,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,50,600.0,25971,Fiber,12391.68,2821536-2
304801,883120,DYSART UNIFIED DISTRICT,142990,12795,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,50,500.0,25971,Fiber,10872.96,2821536-3
304802,883226,MOBILE ELEMENTARY DISTRICT,142945,26,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,2,1.5,33,Copper,3976.68,2821953-1
304805,883267,PAYSON UNIFIED DISTRICT,143053,1537,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,4,1000.0,2304,Fiber,81780.0,2821819-1
304855,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,50.0,4911,Fiber,8507.86,2745881-3
304856,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,30.0,4911,Fiber,7531.62,2745881-4
304857,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,20.0,4911,Fiber,5348.4,2745881-5
304868,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,1000.0,4911,Fiber,22555.92,2822711-1
304869,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,500.0,4911,Fiber,14295.78,2822711-2
304870,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,100.0,4911,Fiber,9178.44,2822711-3
304871,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,50.0,4911,Fiber,7151.56,2822711-4
304872,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,30.0,4911,Fiber,6322.92,2822711-5
304873,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,20.0,4911,Fiber,4117.08,2822711-6
304874,883294,PRESCOTT UNIFIED DISTRICT,143179,-45,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,30,1.0,4911,Cable / DSL,779.16,2822716-1
304987,882979,ARLINGTON ELEMENTARY DISTRICT,142970,183,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,1,40.0,258,Fiber,88804.0,2827217-1
308365,953763,EASTERN YORK SD,125781,919,"Conterra Ultra Broadband, LLC",Fiber,PA,Fiber,6,100.0,2570,Fixed Wireless,9361.8,2770849-1
308630,969593,LA VERNIA ISD,141515,784,"USFon, Inc.",Fiber,TX,Fiber,8,1000.0,3069,Fiber,80905.0,2830628-1
308885,983219,ROYAL SCHOOL DISTRICT,145539,1572,"Ednetics, Inc.",Fiber,WA,Fiber,3,100.0,1581,Fiber,18000.0,2840163-1
308978,975585,LUNENBURG CO PBLC SCHS,126569,1069,"Kinex Telecom, Inc",Fiber,VA,Fiber,6,100.0,1580,Fiber,14000.0,
308979,975499,AUGUSTA CO PBLC SCHS,126479,4302,Lumos Telephone Inc.,Fiber,VA,Fiber,21,600.0,10755,Other / Uncategorized,187200.0,
308980,975499,AUGUSTA CO PBLC SCHS,126479,4302,Lumos Telephone Inc.,Fiber,VA,Fiber,21,1000.0,10755,Fiber,31200.0,
308980,975499,AUGUSTA CO PBLC SCHS,126479,4302,Lumos Telephone Inc.,Fiber,VA,Fiber,21,1000.0,10755,Fiber,31200.0,
308987,882790,CHATHAM SCHOOL DISTRICT,145668,57,GCI Communication Corp,Other / Uncategorized,AK,Fiber,9,50.0,144,Fixed Wireless,42000.0,2810775-1
308988,882790,CHATHAM SCHOOL DISTRICT,145668,57,GCI Communication Corp,Other / Uncategorized,AK,Fiber,9,20.0,144,Fixed Wireless,432000.0,2810775-2
308989,882790,CHATHAM SCHOOL DISTRICT,145668,57,GCI Communication Corp,Other / Uncategorized,AK,Fiber,9,20.0,144,Fixed Wireless,102048.0,2810775-3
308990,882790,CHATHAM SCHOOL DISTRICT,145668,57,GCI Communication Corp,Other / Uncategorized,AK,Fiber,9,20.0,144,Fixed Wireless,404796.0,2810775-4
309005,882790,CHATHAM SCHOOL DISTRICT,145668,57,GCI Communication Corp,Other / Uncategorized,AK,Fiber,9,1000.0,144,Fiber,16200.0,2830367-1
310073,881522,PINE BLUFF SCHOOL DISTRICT,139360,4020,"Unite Private Networks, LLC",Fiber,AR,Fiber,252,1000.0,4692,Fiber,20340.0,2807329-1
310074,881522,PINE BLUFF SCHOOL DISTRICT,139360,4020,"SkyRider Communications, Inc.",Cable / DSL,AR,Fiber,252,1000.0,4692,Fiber,76092.0,2807373-1
310076,881522,PINE BLUFF SCHOOL DISTRICT,139360,4020,"SkyRider Communications, Inc.",Cable / DSL,AR,Fiber,252,200.0,4692,Fiber,57336.0,2807364-1
310076,881522,PINE BLUFF SCHOOL DISTRICT,139360,4020,"SkyRider Communications, Inc.",Cable / DSL,AR,Fiber,252,200.0,4692,Fiber,57336.0,2807364-1
310120,882145,DOLLARWAY SCHOOL DISTRICT,139357,1350,"SkyRider Communications, Inc.",Cable / DSL,AR,Fiber,244,250.0,1442,Fiber,12712.8,2824351-1
310220,883212,ALTAR VALLEY ELEMENTARY DISTRICT,143128,569,"Simply Bits, L.L.C.",Fixed Wireless,AZ,Fiber,2,100.0,946,Fiber,8976.0,2732431-1
310224,883194,LIBERTY ELEMENTARY DISTRICT,142982,1679,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,10,200.0,3249,Fiber,10969.76,2744328-2
310230,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,21,100.0,4918,Fiber,54060.0,2745931-1
310233,883194,LIBERTY ELEMENTARY DISTRICT,142982,1679,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,10,800.0,3249,Fiber,29365.8,2744328-1
310234,883194,LIBERTY ELEMENTARY DISTRICT,142982,1679,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,10,70.0,3249,Fiber,27204.0,2744305-1
310237,883371,TEMPE UNION HIGH SCHOOL DISTRICT,142960,2692,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,11,700.0,13855,Fiber,38160.0,2746424-1
310238,883371,TEMPE UNION HIGH SCHOOL DISTRICT,142960,2692,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,11,1000.0,13855,Fiber,35739.64,2746431-1
310239,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,100.0,4918,Fiber,10078.08,2745938-1
310240,883371,TEMPE UNION HIGH SCHOOL DISTRICT,142960,2692,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,11,10000.0,13855,Fiber,76212.0,2746431-2
310242,883155,GLENDALE UNION HIGH SCHOOL DISTRICT,142965,9566,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,14,500.0,15022,Fiber,27119.52,2758942-1
310243,883155,GLENDALE UNION HIGH SCHOOL DISTRICT,142965,9566,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,14,100.0,15022,Fiber,10400.44,2758942-2
310244,883155,GLENDALE UNION HIGH SCHOOL DISTRICT,142965,9566,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,14,1000.0,15022,Fiber,47818.8,2758942-3
310245,883155,GLENDALE UNION HIGH SCHOOL DISTRICT,142965,9566,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,14,500.0,15022,Fiber,44160.0,2758965-1
310248,883369,TEMPE SCHOOL DISTRICT,142962,8274,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,20,4000.0,11834,Fiber,147972.0,2764560-1
310249,883369,TEMPE SCHOOL DISTRICT,142962,8274,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,20,4000.0,11834,Fiber,45163.56,2764560-2
310250,883369,TEMPE SCHOOL DISTRICT,142962,8274,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,20,400.0,11834,Fiber,12383.217391304348,2764560-3
310313,883155,GLENDALE UNION HIGH SCHOOL DISTRICT,142965,9566,"Cox Arizona Telcom, LLC",Fiber,AZ,Fiber,14,1000.0,15022,Fiber,46608.0,2804063-1
310319,883078,CASA GRANDE ELEMENTARY DISTRICT,142922,2235,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,13,100.0,7379,Fiber,9229.246153846154,2744247-1
310320,883078,CASA GRANDE ELEMENTARY DISTRICT,142922,2235,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,13,1000.0,7379,Fiber,23138.52,2744247-2
310322,883078,CASA GRANDE ELEMENTARY DISTRICT,142922,2235,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,13,100.0,7379,Fiber,20797.2,2742381-1
310325,883151,GILBERT UNIFIED DISTRICT,142964,59,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,33,200.0,38007,Fiber,10965.049090909091,2815888-1
310326,883151,GILBERT UNIFIED DISTRICT,142964,59,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,33,500.0,38007,Fiber,20468.13333333333,2815888-2
310327,883151,GILBERT UNIFIED DISTRICT,142964,59,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,33,2000.0,38007,Fiber,39437.64,2815888-3
310328,883151,GILBERT UNIFIED DISTRICT,142964,59,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,33,2000.0,38007,Fiber,118910.4,2815866-1
310368,881455,SALOME CONSOLIDATED ELEMENTARY DISTRICT,143006,96,TDS Metrocom,Copper,AZ,Fiber,2,5.0,99,Fiber,10200.0,2822725-1
310463,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,400.0,4918,Fiber,13140.0,2828153-2
310467,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,21,500.0,4918,Fiber,54480.0,2828125-1
310468,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,500.0,4918,Fiber,13452.0,2828153-1
310469,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,200.0,4918,Fiber,10027.2,2828153-3
310470,883300,QUEEN CREEK UNIFIED DISTRICT,142948,1485,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,21,100.0,4918,Fiber,8467.2,2828153-4
310471,883335,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT,142930,294,"RealLinx, Inc.",Fiber,AZ,Fiber,2,100.0,364,Fiber,29664.0,2828801-1
310515,883178,ISAAC ELEMENTARY DISTRICT,142899,7051,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,24,3000.0,7101,Fiber,211953.72,2832795-1
310516,883178,ISAAC ELEMENTARY DISTRICT,142899,7051,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,24,300.0,7101,Fiber,3138.4615384615386,2832795-2
310517,883178,ISAAC ELEMENTARY DISTRICT,142899,7051,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,24,800.0,7101,Fiber,72537.36,2832816-1
310518,883178,ISAAC ELEMENTARY DISTRICT,142899,7051,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,24,400.0,7101,Fiber,47887.56,2832909-1
310520,883178,ISAAC ELEMENTARY DISTRICT,142899,7051,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,24,6000.0,7101,Fiber,74880.0,2832885-1
