"esh_id","name","city","postal_cd","district_size","locale","num_students","discount_rate_c2","outreach_status__c","c2_consultants","c1_consultants"
929020,"Lincoln School District 38","LINCOLN","MT","Small","Rural",114,0.8,"Fiber Prospect",NA,"John Hubley"
929024,"Lodge Grass Sch District 27-2","LODGE GRASS","MT","Small","Rural",315,0.85,"Not a Prospect","E-Rate Program Management, LLC","E-Rate Program Management, LLC"
929034,"Manhattan School District 3","MANHATTAN","MT","Small","Rural",592,0.6,"Potential Fiber Prospect",NA,NA
929043,"Missoula County High Schools","MISSOULA","MT","Large","Urban",8729,0.6,"Not a Prospect",NA,NA
929050,"Moore School District 44","MOORE","MT","Small","Rural",105,0.6,"Not a Prospect","E-Rate Program Management, LLC","E-Rate Program Management, LLC"
929081,"Polson School District 23","POLSON","MT","Small","Town",1400,0.8,"Not a Prospect",NA,NA
929086,"Powell County High School Dist","DEER LODGE","MT","Tiny","Town",224,0.5,"Support Project","John Hubley","John Hubley"
929099,"Reedpoint School District 9-9","REED POINT","MT","Small","Rural",86,0.7,"Not a Prospect",NA,"E-Rate Program Management, LLC"
929106,"Ronan School District 30","RONAN","MT","Small","Rural",1394,0.85,"Not a Prospect","E-Rate Program Management, LLC","E-Rate Program Management, LLC"
929110,"Roy School District 74","ROY","MT","Small","Rural",42,0.7,"Not a Prospect","E-Rate Program Management, LLC","E-Rate Program Management, LLC"
929134,"Saint Regis Sch District 1","ST REGIS","MT","Small","Rural",144,0.85,"Not a Prospect","John Hubley","John Hubley"
929137,"Stevensville School District 2","STEVENSVILLE","MT","Small","Rural",1008,0.7,"Closed Lost Upgrade Project","John Hubley","John Hubley"
929163,"Troy School District 1","TROY","MT","Small","Rural",397,0.8,"Support Project",NA,"John Hubley"
929187,"Winifred School District 115","WINIFRED","MT","Small","Rural",95,0.8,"Not a Prospect","E-Rate Program Management, LLC","E-Rate Program Management, LLC"
929423,"Alleghany County School District","SPARTA","NC","Small","Rural",1409,0.8,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
929518,"Bertie County School District","WINDSOR","NC","Medium","Rural",2434,0.85,"Support Project",NA,NA
929519,"Bladen County School District","ELIZABETHTOWN","NC","Medium","Rural",4701,0.85,"Not a Prospect",NA,NA
929520,"Brunswick County Schools","BOLIVIA","NC","Large","Rural",12505,0.85,"Not a Prospect",NA,NA
929522,"Burke County Public Schools","MORGANTON","NC","Large","Rural",12612,0.8,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
929526,"Carteret County School Dist","BEAUFORT","NC","Large","Rural",8438,0.6,"Not a Prospect",NA,NA
929535,"Clinton City School District","CLINTON","NC","Small","Rural",3060,0.85,"Not a Prospect",NA,NA
929536,"Columbus County School Dist","WHITEVILLE","NC","Large","Rural",6054,0.85,"Not a Prospect",NA,"New Hope Technology Foundation"
929543,"Durham Public School District","DURHAM","NC","Mega","Urban",33647,0.8,"Not a Prospect",NA,"Epic Communications"
929547,"Franklin County School Dist","LOUISBURG","NC","Large","Rural",8632,0.8,"Not a Prospect",NA,NA
929548,"Gaston County School District","GASTONIA","NC","Mega","Suburban",31427,0.8,"Not a Prospect",NA,NA
929549,"Gates County School District","GATESVILLE","NC","Small","Rural",1657,0.8,"Not a Prospect",NA,NA
929550,"Graham County School District","ROBBINSVILLE","NC","Small","Rural",1183,0.8,"Not a Prospect",NA,NA
929552,"Greene County School District","SNOW HILL","NC","Medium","Rural",3181,0.85,"Not a Prospect",NA,NA
929557,"Henderson County Pub Sch Dist","HENDERSONVILLE","NC","Large","Suburban",13743,0.8,"Not a Prospect",NA,NA
929561,"Hoke County School District","RAEFORD","NC","Medium","Suburban",8397,0.8,"Not a Prospect",NA,NA
929562,"Hyde County School District","SWAN QUARTER","NC","Small","Rural",577,0.85,"Not a Prospect",NA,NA
929563,"Iredell-Statesville Sch Dist","STATESVILLE","NC","Large","Suburban",20935,0.6,"Not a Prospect","Clarity Solutions, Inc.","Clarity Solutions, Inc."
929570,"Lexington City School District","LEXINGTON","NC","Medium","Suburban",3044,0.85,"Not a Prospect","E-Rate Services LLC","E-Rate Services LLC"
929571,"Lincoln County School District","LINCOLNTON","NC","Large","Rural",11625,0.7,"Not a Prospect",NA,"New Hope Technology Foundation"
929572,"Macon County School District","FRANKLIN","NC","Medium","Rural",4276,0.8,"Potential Wi-Fi Prospect",NA,NA
929573,"Madison County School District","MARSHALL","NC","Medium","Rural",2489,0.8,"Support Project",NA,NA
929577,"Mitchell County School Dist","BAKERSVILLE","NC","Medium","Rural",1954,0.8,"Not a Prospect","E-Rate Services LLC","E-Rate Services LLC"
929579,"Moore County School District","CARTHAGE","NC","Large","Rural",12906,0.7,"Not a Prospect",NA,"E-Rate Services LLC"
929585,"Newton-Conover City Sch Dist","NEWTON","NC","Medium","Suburban",3166,0.8,"Not a Prospect",NA,"Clarity Solutions, Inc."
929588,"Orange County School District","HILLSBOROUGH","NC","Medium","Suburban",7525,0.6,"Not a Prospect","E-Rate Services LLC","E-Rate Services LLC"
929589,"Pamlico County School District","BAYBORO","NC","Small","Rural",1265,0.8,"Not a Prospect",NA,NA
929591,"Elizabeth City-Pasquotank Public Schools","ELIZABETH CITY","NC","Medium","Rural",5799,0.8,"Not a Prospect",NA,NA
929593,"Perquimans County School Dist","HERTFORD","NC","Small","Rural",1726,0.8,"Not a Prospect",NA,NA
929595,"Polk County School District","COLUMBUS","NC","Medium","Rural",2268,0.8,"Not a Prospect",NA,NA
929596,"Randolph County School Dist","ASHEBORO","NC","Large","Rural",17929,0.8,"Not a Prospect",NA,NA
929602,"Rutherford Co School District","FOREST CITY","NC","Large","Rural",8368,0.85,"Potential Wi-Fi Prospect",NA,"New Hope Technology Foundation"
929603,"Sampson County School District","CLINTON","NC","Large","Rural",8588,0.85,"Not a Prospect","E-Rate Services LLC","E-Rate Services LLC"
929608,"Swain County Schools","BRYSON CITY","NC","Small","Rural",1994,0.8,"Not a Prospect",NA,NA
929609,"Thomasville City School Dist","THOMASVILLE","NC","Small","Suburban",2392,0.85,"Not a Prospect",NA,NA
929611,"Tyrrell County School District","COLUMBIA","NC","Small","Rural",576,0.8,"Potential Fiber Prospect",NA,NA
929614,"Vance County School District","HENDERSON","NC","Large","Town",6501,0.85,"Not a Prospect",NA,NA
929617,"Washington County School Dist","PLYMOUTH","NC","Small","Rural",1609,0.85,"Not a Prospect",NA,NA
929618,"Watauga County School District","BOONE","NC","Medium","Rural",4329,0.7,"Not a Prospect",NA,NA
929619,"Wayne County Public Schools","GOLDSBORO","NC","Large","Rural",19021,0.8,"Not a Prospect",NA,NA
929620,"Weldon City School District","WELDON","NC","Small","Town",940,0.85,"Not a Prospect",NA,"Clarity Solutions, Inc."
929623,"Wilson County School District","WILSON","NC","Large","Rural",12341,0.8,"Not a Prospect",NA,"New Hope Technology Foundation"
929624,"Yadkin County School District","YADKINVILLE","NC","Medium","Rural",5423,0.8,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
933576,"Jamestown Public School District #1","JAMESTOWN","ND","Medium","Town",2156,0.6,"Not a Prospect",NA,NA
933579,"Kindred School District 2","KINDRED","ND","Small","Rural",690,0.5,"Potential Fiber Prospect",NA,NA
933581,"Drake School District 57","DRAKE","ND","Tiny","Rural",84,0.7,"Not a Prospect",NA,NA
933582,"Hazen School District 3","HAZEN","ND","Small","Rural",589,0.5,"Potential Fiber Prospect",NA,NA
933636,"Ashley 9","ASHLEY","ND","Small","Rural",117,0.7,"Not a Prospect",NA,NA
933643,"Bottineau School District 1","BOTTINEAU","ND","Small","Rural",654,0.7,"Not a Prospect",NA,NA
933652,"Divide County School Dist 1","CROSBY","ND","Small","Rural",356,0.6,"Not a Prospect",NA,NA
933667,"Fort Yates School District 4","FORT YATES","ND","Tiny","Rural",193,0.85,"Not a Prospect",NA,NA
933679,"Harvey School District 38","HARVEY","ND","Small","Rural",408,0.6,"Not a Prospect",NA,NA
933690,"Killdeer 16","KILLDEER","ND","Small","Rural",443,0.6,"Not a Prospect",NA,NA
933709,"Mapleton 7","MAPLETON","ND","Tiny","Rural",79,0.7,"Not a Prospect",NA,NA
933713,"Mckenzie County School Dist 1","WATFORD CITY","ND","Small","Rural",1325,0.6,"Not a Prospect",NA,NA
933734,"Oakes School District 41","OAKES","ND","Small","Rural",488,0.5,"Not a Prospect",NA,NA
935911,"Waverly Public School District","WAVERLY","NE","Small","Rural",1934,0.5,"Potential Fiber Prospect",NA,"ESU 5 Erate Services"
935916,"Superior Public School Dist","SUPERIOR","NE","Small","Rural",434,0.7,"Not a Prospect",NA,NA
935925,"Silver Lake Public Schools","ROSELAND","NE","Small","Rural",198,0.7,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
935939,"Stuart Public School District","STUART","NE","Small","Rural",160,0.8,"Not a Prospect",NA,NA
935941,"Norris School District 160","FIRTH","NE","Small","Rural",2116,0.5,"Not a Prospect",NA,"ESU 5 Erate Services"
935947,"Crete Public School District","CRETE","NE","Small","Town",1665,0.8,"Potential Fiber Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
935948,"Friend Public School District","FRIEND","NE","Small","Rural",237,0.6,"Not a Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
935952,"Centennial Public Schools","UTICA","NE","Small","Rural",402,0.7,"Not a Prospect",NA,"ESU 5 Erate Services"
935961,"Daniel Freeman Public School","ADAMS","NE","Small","Rural",400,0.5,"Not a Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
935962,"Heartland Community Schools","HENDERSON","NE","Small","Rural",309,0.6,"Not a Prospect",NA,"ESU 5 Erate Services"
935964,"Nebraska Unifiied District 1","ORCHARD","NE","Medium","Rural",441,0.7,"Not a Prospect",NA,"Mary Gurney"
935969,"Bruning - Davenport Unified School District","DAVENPORT","NE","Small","Rural",148,0.7,"Not a Prospect",NA,"ESU 5 Erate Services"
935987,"Perkins County Schools","GRANT","NE","Small","Rural",386,0.7,"Potential Fiber Prospect",NA,"SNDEN Consultant"
936001,"Johnson Co Central Public Schools","TECUMSEH","NE","Small","Rural",510,0.8,"Not a Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
936017,"Alliance Public School Dist","ALLIANCE","NE","Small","Town",1500,0.8,"Not a Prospect","EDUCATIONAL SERVICE UNIT NO. 13","EDUCATIONAL SERVICE UNIT NO. 13"
936029,"Bancroft-Rosalie Comm Schools","BANCROFT","NE","Small","Rural",240,0.7,"Not a Prospect",NA,NA
936036,"Bloomfield Public Sch District","BLOOMFIELD","NE","Small","Rural",246,0.7,"Not a Prospect",NA,NA
936044,"Chambers Public School Dist","CHAMBERS","NE","Small","Rural",117,0.5,"Not a Prospect",NA,NA
936051,"Creighton Comm Public Schools","CREIGHTON","NE","Small","Rural",315,0.7,"Not a Prospect",NA,"Mary Gurney"
936053,"Deshler Public School District","DESHLER","NE","Small","Rural",228,0.7,"Not a Prospect",NA,"ESU 5 Erate Services"
936060,"Dorchester Public School Dist","DORCHESTER","NE","Small","Rural",179,0.7,"Not a Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
936063,"Elgin Public School District","ELGIN","NE","Small","Rural",171,0.8,"Not a Prospect",NA,"Mary Gurney"
936068,"Falls City Public School Dist","FALLS CITY","NE","Small","Town",776,0.8,"Not a Prospect",NA,"ESU 5 Erate Services"
936074,"Giltner Public Schools","GILTNER","NE","Small","Rural",196,0.6,"Not a Prospect",NA,NA
936081,"Harvard Public School District","HARVARD","NE","Small","Rural",297,0.8,"Not a Prospect",NA,"ESU 9 Erate Consulting"
936097,"Lewiston Consolidated Schools","LEWISTON","NE","Small","Rural",149,0.8,"Not a Prospect",NA,"ESU 5 Erate Services"
936106,"Lyons-Decatur N E School Dist","LYONS","NE","Small","Rural",220,0.8,"Not a Prospect",NA,NA
936122,"Minatare Public School Dist","MINATARE","NE","Small","Rural",213,0.85,"Fiber Prospect",NA,"EDUCATIONAL SERVICE UNIT NO. 13"
936147,"Osmond Community School District42R","OSMOND","NE","Small","Rural",214,0.7,"Not a Prospect",NA,NA
936151,"Pawnee City Public Schools","PAWNEE CITY","NE","Small","Rural",278,0.8,"Not a Prospect",NA,"ESU 5 Erate Services"
936155,"Plainview Public School Dist","PLAINVIEW","NE","Small","Rural",310,0.7,"Not a Prospect",NA,NA
936162,"Randolph Public School Dist","RANDOLPH","NE","Small","Rural",233,0.7,"Potential Fiber Prospect",NA,NA
936163,"Ravenna Public School","RAVENNA","NE","Small","Rural",421,0.7,"Not a Prospect","EDUCATIONAL SERVICE UNIT 10","EDUCATIONAL SERVICE UNIT 10"
936167,"Santee Public School District","NIOBRARA","NE","Small","Rural",160,0.85,"Not a Prospect",NA,NA
936186,"Sumner-Eddyville-Miller Schs","SUMNER","NE","Small","Rural",189,0.8,"Not a Prospect",NA,"EDUCATIONAL SERVICE UNIT 10"
936192,"Wakefield Public Schools","WAKEFIELD","NE","Small","Rural",396,0.8,"Not a Prospect",NA,NA
936195,"Walthill Public School Dist","WALTHILL","NE","Small","Rural",384,0.85,"Not a Prospect",NA,NA
936196,"Wausa Public School District","WAUSA","NE","Small","Rural",222,0.7,"Not a Prospect",NA,NA
936203,"Wilber-Clatonia Public Schools","WILBER","NE","Small","Rural",548,0.5,"Not a Prospect","ESU 5 Erate Services","ESU 5 Erate Services"
936204,"Winnebago Public School Dist","WINNEBAGO","NE","Small","Rural",536,0.85,"Not a Prospect",NA,NA
936205,"Winside Public School District","WINSIDE","NE","Small","Rural",197,0.7,"Not a Prospect",NA,NA
937479,"Andover School District","PENACOOK","NH","Tiny","Rural",229,NA,"Fiber Prospect",NA,NA
937485,"Bath School District","N. HAVERHILL","NH","Tiny","Rural",67,NA,"Closed Won Upgrade Project",NA,NA
937491,"Brentwood School District","EXETER","NH","Tiny","Rural",329,NA,"Potential Wi-Fi Prospect",NA,NA
937509,"Concord School District","CONCORD","NH","Medium","Town",4646,0.6,"Not a Prospect",NA,"e2e Exchange, LLC"
937582,"Holderness School District","PLYMOUTH","NH","Tiny","Rural",157,NA,"Potential Wi-Fi Prospect",NA,NA
937589,"Inter Lakes Coop School Dist","MEREDITH","NH","Small","Rural",1036,0.6,"Not a Prospect","E-RATE ONLINE LLC","E-RATE ONLINE LLC"
937597,"Lafayette Regional School District","FRANCONIA","NH","Tiny","Rural",115,NA,"Potential Wi-Fi Prospect",NA,NA
937626,"Nashua School District","NASHUA","NH","Large","Urban",11182,0.6,"Bandwidth Prospect",NA,NA
937664,"Souhegan Cooperative School District","AMHERST","NH","Tiny","Suburban",842,NA,"Potential Wi-Fi Prospect",NA,NA
937666,"Stark School District","Groveton","NH","Tiny","Rural",26,NA,"Potential Wi-Fi Prospect",NA,NA
937670,"Stratford School District","GROVETON","NH","Tiny","Rural",64,NA,"Potential Wi-Fi Prospect",NA,NA
937679,"Unity School District","CLAREMONT","NH","Tiny","Rural",105,NA,"Upgrade Project",NA,NA
937685,"Waterville Valley School District","PLYMOUTH","NH","Tiny","Rural",31,NA,"Potential Wi-Fi Prospect",NA,NA
937688,"Wentworth School District","PLYMOUTH","NH","Tiny","Rural",57,NA,"Potential Wi-Fi Prospect",NA,NA
940939,"Chatham School District","CHATHAM","NJ","Medium","Suburban",4090,0.4,"Not a Prospect",NA,NA
941009,"Absecon Public School District","ABSECON","NJ","Small","Suburban",828,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941016,"Allamuchy Township School Dist","ALLAMUCHY","NJ","Small","Rural",432,0.4,"Potential Fiber Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941062,"Andover Regional School Dist","NEWTON","NJ","Small","Suburban",547,0.5,"Fiber Prospect","On-Tech Consulting Inc","On-Tech Consulting Inc"
941065,"Atlantic City Bve-Admin","ATLANTIC CITY","NJ","Medium","Urban",6891,0.85,"Bandwidth Prospect","Alemar Consulting","Alemar Consulting"
941070,"Avalon School District","AVALON","NJ","Tiny","Suburban",50,0.2,"Fiber Prospect","Educational Consortium for Telecom Savings",NA
941075,"Bayonne Public Schools","BAYONNE","NJ","Medium","Suburban",9241,0.8,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941078,"Belleville School District","BELLEVILLE","NJ","Medium","Suburban",4470,0.8,"Potential Wi-Fi Prospect",NA,"E-Rate Consulting Inc."
941086,"Berkeley Township School Dist","BAYVILLE","NJ","Small","Suburban",2059,0.5,"Not a Prospect","On-Tech Consulting Inc","On-Tech Consulting Inc"
941088,"Berlin Township Sch District","WEST BERLIN","NJ","Small","Suburban",603,0.6,"Not a Prospect",NA,"e2e Exchange, LLC"
941090,"Bethlehem Twp School District","ASBURY","NJ","Small","Rural",400,0.5,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941094,"Bloomfield School District","BLOOMFIELD","NJ","Medium","Suburban",6175,0.6,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941102,"Bordentown Regional Sch Dist","BORDENTOWN","NJ","Small","Suburban",2561,0.4,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941111,"Bridgeton School District","BRIDGETON","NJ","Medium","Town",5312,0.85,"Potential Fiber Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941114,"Brigantine Public Schools","BRIGANTINE","NJ","Small","Suburban",638,0.8,"Not a Prospect","Federal Funds Assistant","Federal Funds Assistant"
941117,"Buena Regional School District","RICHLAND","NJ","Small","Rural",1785,0.8,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941127,"Camden City Public Schools","CAMDEN","NJ","Large","Urban",10056,0.85,"Potential Fiber Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941130,"Cape May City School District","CAPE MAY","NJ","Tiny","Suburban",135,0.8,"Not a Prospect",NA,NA
941148,"Clayton School District","CLAYTON","NJ","Small","Suburban",1351,0.8,"Fiber Prospect",NA,"e2e Exchange, LLC"
941149,"Clearview Reg High School Dist","MULLICA HILL","NJ","Small","Suburban",2457,0.4,"Not a Prospect",NA,"e2e Exchange, LLC"
941150,"Clementon School District","CLEMENTON","NJ","Tiny","Suburban",408,0.85,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941152,"Clifton School District","CLIFTON","NJ","Large","Suburban",10840,0.8,"Potential Fiber Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941163,"Cumberland County Board Of Vocational Education","BRIDGETON","NJ","Tiny","Rural",55,NA,"Potential Wi-Fi Prospect",NA,NA
941167,"Deerfield Township School Dist","ROSENHAYN","NJ","Tiny","Rural",314,0.8,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941175,"Denville Township School Dist","DENVILLE","NJ","Small","Suburban",1648,0.4,"Not a Prospect",NA,"e2e Exchange, LLC"
941176,"Deptford School District","DEPTFORD","NJ","Medium","Suburban",4129,0.6,"Not a Prospect",NA,"E-Rate Consulting Inc."
941179,"Dumont School District","DUMONT","NJ","Small","Suburban",2536,0.4,"Not a Prospect",NA,NA
941189,"East Orange School District","EAST ORANGE","NJ","Large","Suburban",8954,0.85,"Not a Prospect",NA,"BTU Consultants"
941197,"Edgewater Park School District","EDGEWATER PARK","NJ","Small","Suburban",823,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941199,"Edison Twp School District","EDISON","NJ","Large","Suburban",14576,0.5,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941204,"Elk Township School District","GLASSBORO","NJ","Tiny","Rural",328,0.6,"Fiber Prospect",NA,"e2e Exchange, LLC"
941209,"Englewood School District","ENGLEWOOD","NJ","Small","Suburban",2895,0.8,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941222,"Flemington-Raritan Reg Dist","FLEMINGTON","NJ","Medium","Suburban",3305,0.4,"Potential Bandwidth Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941230,"Franklin Borough School District","FRANKLIN","NJ","Tiny","Town",458,0.6,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941237,"Freehold Borough School Dist","FREEHOLD","NJ","Small","Suburban",1571,0.85,"Not a Prospect",NA,"RTC/TRMG"
941239,"Freehold Reg High School Dist","ENGLISHTOWN","NJ","Medium","Suburban",11310,0.4,"Not a Prospect","RTC/TRMG","RTC/TRMG"
941241,"Frelinghuysen Twp School Dist","NEWTON","NJ","Tiny","Rural",142,0.5,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941245,"Garfield School District","GARFIELD","NJ","Medium","Suburban",4367,0.8,"Not a Prospect",NA,"E-Rate Consulting Inc."
941253,"Gloucester City School Dist","GLOUCESTER CITY","NJ","Small","Suburban",1794,0.8,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941257,"Greater Egg Harbor Reg Hs Dist","MAYS LANDING","NJ","Small","Suburban",3312,0.6,"Not a Prospect",NA,"On-Tech Consulting Inc"
941277,"Hamilton Township School Dist","MAYS LANDING","NJ","Small","Suburban",2963,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941278,"Hamilton Township School Dist","HAMILTON","NJ","Large","Suburban",11786,0.6,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941281,"Hampton Twp School District","NEWTON","NJ","Tiny","Rural",317,0.5,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941299,"High Point Reg High School","SUSSEX","NJ","Tiny","Rural",1002,NA,"Potential Wi-Fi Prospect",NA,NA
941304,"Hillside School District","HILLSIDE","NJ","Medium","Suburban",2916,0.8,"Not a Prospect",NA,NA
941318,"Hunterdon Ctl Reg Hgh Sch Dist","FLEMINGTON","NJ","Tiny","Suburban",3043,0.4,"Potential Bandwidth Prospect",NA,NA
941322,"Jackson Twp School District","JACKSON","NJ","Medium","Suburban",8800,0.5,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941325,"Jersey City School District","JERSEY CITY","NJ","Large","Urban",25423,0.8,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941326,"Keansburg School District","KEANSBURG","NJ","Small","Suburban",1294,0.8,"Potential Wi-Fi Prospect",NA,"e2e Exchange, LLC"
941327,"Kearny School District","KEARNY","NJ","Medium","Suburban",5663,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941330,"Keyport School District","KEYPORT","NJ","Small","Suburban",1027,0.8,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941336,"Knowlton Township Board Of Education","Delaware","NJ","Tiny","Rural",214,0.5,"Fiber Prospect",NA,"e2e Exchange, LLC"
941340,"Lakehurst School District","LAKEHURST","NJ","Tiny","Suburban",350,0.8,"Not a Prospect","E-Rate Partners LLC","E-Rate Partners LLC"
941342,"Lakewood Twp School District","LAKEWOOD","NJ","Medium","Urban",5652,0.85,"Potential Wi-Fi Prospect","RTC/TRMG","RTC/TRMG"
941360,"Little Egg Harbor Twp Sch Dist","LITTLE EGG HARBOR","NJ","Small","Town",1337,0.7,"Fiber Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941373,"Lower Cape May Reg School Dist","CAPE MAY","NJ","Small","Rural",1429,0.7,"Not a Prospect","MICHAEL FOSTER","MICHAEL FOSTER"
941375,"Lower Township Elem Sch Dist","CAPE MAY","NJ","Small","Suburban",1621,0.8,"Fiber Prospect","MICHAEL FOSTER","MICHAEL FOSTER"
941378,"Lyndhurst Board Of Education","LYNDHURST","NJ","Medium","Suburban",2336,0.5,"Fiber Prospect",NA,"E-Rate Consulting Inc."
941382,"Mahwah Twp School District","MAHWAH","NJ","Medium","Suburban",3020,0.4,"Not a Prospect",NA,"E-Rate Elite Services, Inc."
941384,"Manalapan-Englishtown Sch Dist","ENGLISHTOWN","NJ","Medium","Suburban",5066,0.4,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941410,"Metuchen School District","METUCHEN","NJ","Small","Suburban",2147,0.4,"Bandwidth Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941413,"Middlesex County Vocational And Technical Schools","EAST BRUNSWICK","NJ","Small","Suburban",1453,0.6,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941416,"Midland Park Public Schools","MIDLAND PARK","NJ","Small","Suburban",967,0.4,"Not a Prospect",NA,NA
941417,"Milford School District","MILFORD","NJ","Tiny","Town",79,0.5,"Not a Prospect","Educational Consortium for Telecom Savings",NA
941425,"Monmouth Reg High School Dist","TINTON FALLS","NJ","Tiny","Suburban",985,0.5,"Potential Wi-Fi Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941429,"Montclair School District","MONTCLAIR","NJ","Medium","Suburban",6613,0.4,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941440,"Morris Plains School District","MORRIS PLAINS","NJ","Small","Suburban",595,0.4,"Not a Prospect",NA,"E Rate Solutions Group Inc"
941445,"Mount Laurel School Dist","MOUNT LAUREL","NJ","Medium","Suburban",4170,0.4,"Not a Prospect","E-Rate Partners LLC","E-Rate Partners LLC"
941450,"National Park School District","NATIONAL PARK","NJ","Tiny","Suburban",237,0.6,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941452,"Neptune Twp School District","NEPTUNE TWP","NJ","Medium","Suburban",3914,0.8,"Not a Prospect",NA,"On-Tech Consulting Inc"
941476,"Northern Highlands Reg Hs Dist","ALLENDALE","NJ","Tiny","Suburban",1373,0.2,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
941486,"Ocean Gate School District","OCEAN GATE","NJ","Tiny","Suburban",139,0.8,"Not a Prospect","On-Tech Consulting Inc","On-Tech Consulting Inc"
941489,"Oceanport Board Of Education","OCEANPORT","NJ","Small","Suburban",592,0.4,"Fiber Prospect","RTC/TRMG","RTC/TRMG"
941491,"Ogdensburg School District","OGDENSBURG","NJ","Tiny","Town",264,0.5,"Fiber Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
941497,"River Dell Regional School District","RIVER EDGE","NJ","Small","Suburban",1673,0.2,"Not a Prospect",NA,"e2e Exchange, LLC"
941499,"Oxford Twp School District","OXFORD","NJ","Tiny","Town",295,0.4,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941510,"Passaic Co Reg High Sch Dist 1","LITTLE FALLS","NJ","Tiny","Suburban",1355,0.5,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941511,"Passaic County Manchester Dist","HALEDON","NJ","Tiny","Suburban",896,0.8,"Not a Prospect",NA,NA
941513,"Long Hill Township School Dist","GILLETTE","NJ","Small","Suburban",805,0.4,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
941516,"Paulsboro Public Schools","PAULSBORO","NJ","Small","Suburban",1104,0.8,"Not a Prospect",NA,"On-Tech Consulting Inc"
941519,"Penns Grove-Carneys Pt Reg Dis","PENNS GROVE","NJ","Small","Suburban",2138,0.8,"Potential Wi-Fi Prospect",NA,NA
941524,"Perth Amboy School District","PERTH AMBOY","NJ","Medium","Suburban",9337,0.85,"Not a Prospect",NA,"CRW Consulting"
941538,"Pleasantville School District","PLEASANTVILLE","NJ","Medium","Suburban",3285,0.85,"Not a Prospect","ERateProgram, LLC","ERateProgram, LLC"
941549,"Quinton Township School Dist","QUINTON","NJ","Tiny","Rural",328,0.7,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941551,"Rahway School District","RAHWAY","NJ","Medium","Suburban",3639,0.8,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
941557,"Randolph Twp School District","RANDOLPH","NJ","Medium","Suburban",4788,0.4,"Not a Prospect","E-Rate Consulting Inc.","E-Rate Consulting Inc."
