bigram,count
"('ies', 'receiving')",16
"('without', 'vendor')",16
"('evaluate', 'therefore')",16
"('frn', '1699100956')",16
"('denied', 'accordingly')",16
"('meet', '28')",16
"('rfp', 'uploaded')",16
"('dr1', '1')",15
"('10', '2017')",15
"('one', 'category')",15
"('item', 'wireless')",15
"('dr1', '7')",15
"('must', 'filed')",15
"('bid', 'services')",15
"('type', 'per')",15
"('caller', 'id')",15
"('applicant', 'consider')",15
"('support', 'requested')",15
"('inform', 'potential')",15
"('procedures', 'category')",15
"('cellular', 'service')",15
"('applications', 'since')",15
"('demonstrates', 'applicant')",15
"('filed', 'separate')",15
"('separate', 'applications')",15
"('1', '10')",15
"('1', 'service')",15
"('vendor', 'apparent')",15
"('maintenance', 'operations')",14
"('services', 'cited')",14
"('96', 'per')",14
"('provided', 'rfp')",14
"('items', 'cannot')",14
"('entities', 'district')",14
"('listed', 'category')",14
"('dr2', 'service')",14
"('mr1', 'monthly')",14
"('16056957', 'heartland')",14
"('heartland', 'community')",14
"('agency', 'inc')",14
"('dr1', 'winning')",14
"('distance', 'phone')",14
"('advance', '2000')",14
"('rfp', 'addendum')",14
"('administrator’s', 'fiber')",14
"('following', 'ineligible')",14
"('26', '2016')",14
"('category', '1')",14
"('action', 'agency')",14
"('changed', '6')",14
"('cannot', 'receive')",14
"('fiber', 'maintenance')",14
"('cable', 'modem')",14
"('authority', '16056957')",14
"('submitted', 'service')",13
"('recurring', 'unit')",13
"('request', 'cellular')",13
"('quantity', 'frn')",13
"('change', 'answer')",13
"('oc', '1')",13
"('participates', 'competitive')",13
"('determine', 'request')",13
"('equipment', 'listed')",13
"('charter', 'school')",13
"('denied', 'fcc')",13
"('denied', 'entity')",13
"('requested', 'fiber')",13
"('full', 'part')",13
"('funding', 'frn')",13
"('listed', 'frn')",13
"('service', 'pots')",13
"('30', '2017')",13
"('provider', 'changed')",13
"('7', '26')",13
"('answer', 'fiber')",13
"('submitted', 'therefore')",13
"('include', 'service')",13
"('compliance', 'information')",13
"('providers', 'choose')",13
"('bidders', 'rfp')",13
"('part', 'time')",13
"('factor', 'bid')",13
"('fiber', 'question')",13
"('following', 'product')",13
"('provisioned', 'network')",13
"('childhood', 'programs')",12
"('certifications', 'dr2')",12
"('470', 'associated')",12
"('portal', 'thus')",12
"('16076588', 'leech')",12
"('16078527', '16078528')",12
"('16078528', '16078529')",12
"('factor', 'included')",12
"('rules', 'thirty')",12
"('early', 'childhood')",12
"('selecting', 'winning')",12
"('leech', 'lake')",12
"('agreement', 'service')",12
"('effectiveness', 'requested')",12
"('uploaded', 'e')",12
"('effective', 'leased')",12
"('band', 'ojibwe')",12
"('inc', 'spin')",12
"('ojibwe', 'early')",12
"('llc', 'added')",12
"('authority', '16076588')",12
"('amp', '16078533')",12
"('requested', 'services')",12
"('frn', '16078527')",12
"('requesting', 'maintenance')",12
"('programs', 'dr2')",12
"('16078529', '16078530')",12
"('dr1', 'vendor')",12
"('provided', 'response')",12
"('16078531', '16078532')",12
"('16078533', 'meet')",12
"('16078530', '16078531')",12
"('dr1', '9')",12
"('bidding', 'requirements')",12
"('denied', 'product')",12
"('lake', 'band')",12
"('16078532', 'amp')",12
"('mobile', 'broadband')",12
"('frn', 'self')",12
"('process', 'required')",12
"('024', '98')",12
"('requested', 'dr2')",12
"('one', 'time')",11
"('voice', 'local')",11
"('line', 'count')",11
"('requests', 'duplicates')",11
"('child', 'validation')",11
"('rate', 'program')",11
"('voip', 'service')",11
"('provider', 'associated')",11
"('access', 'service')",11
"('place', 'time')",11
"('violation', 'occurs')",11
"('demonstrate', 'contract')",11
"('occurs', 'service')",11
"('validate', 'requests')",11
"('wait', 'least')",11
"('rfp', 'cited')",11
"('form', 'usac')",11
"('cost', 'allocation')",11
"('response', 'fcc')",11
"('470', 'participates')",11
"('ineligible', 'services')",11
"('eligible', 'data')",11
"('bidding', 'cost')",11
"('submission', 'fcc')",11
"('unit', 'cost')",11
"('fcc', 'registration')",11
"('least', '28')",11
"('district', 'documentation')",11
"('time', 'submission')",11
"('fiber', 'iru')",11
"('registration', 'number')",11
"('therefore', 'funding')",11
"('received', 'response')",11
"('time', 'warner')",11
"('monthly', 'quantity')",11
"('form', 'provided')",11
"('require', 'signed')",11
"('frn', 'dark')",11
"('associated', 'fcc')",11
"('cost', 'ineligible')",11
"('filed', 'therefore')",11
"('interconnected', 'voip')",11
"('equipment', 'substantially')",10
"('98', 'month')",10
"('entity', 'requesting')",10
"('services', 'inc')",10
"('item', 'cost')",10
"('number', '143004851')",10
"('changed', 'promedia')",10
"('distance', 'services')",10
"('provider', 'place')",10
"('promedia', 'technology')",10
"('weighted', 'factor')",10
"('471', 'network')",10
"('ineligible', 'data')",10
"('fcc', 'rn')",10
"('question', 'yes')",10
"('470', 'dark')",10
"('fiber', 'substantially')",10
"('however', 'documentation')",10
"('certification', 'documentation')",10
"('phone', 'number')",10
"('highest', 'weighting')",10
"('given', 'highest')",10
"('012', '98')",10
"('technical', 'contact')",10
"('although', 'price')",10
"('technology', 'services')",10
"('9', '1')",10
"('entity', 'removed')",10
"('services', 'functions')",10
"('time', 'frame')",10
"('review', 'adhere')",10
"('review', 'although')",10
"('mr1', 'data')",10
"('dark', 'lit')",10
"('item', 'fcc')",10
"('dr1', 'description')",10
"('duplicative', 'services')",10
"('department', 'education')",10
"('mr2', 'consultation')",10
"('process', 'bid')",9
"('dr2', 'program')",9
"('unmatched', 'entity')",9
"('internet', 'service')",9
"('centro', 'tecnológico')",9
"('time', 'student')",9
"('amount', '1')",9
"('clear', 'requested')",9
"('dr2', 'vendor')",9
"('mr1', 'applicant')",9
"('discount', 'requested')",9
"('days', 'e')",9
"('supports', 'funding')",9
"('validate', 'unmatched')",9
"('signing', 'contract')",9
"('provided', 'fiber')",9
"('days', 'selecting')",9
"('effective', 'bid')",9
"('conduct', 'independent')",9
"('score', 'vendor')",9
"('ral', 'corrections')",9
"('scoring', 'worksheet')",9
"('470', 'cited')",9
"('review', 'consider')",9
"('pri', 'local')",9
"('portal', 'selecting')",9
"('available', 'e')",9
"('associated', 'documents')",9
"('1', 'connection')",9
"('counts', 'ben')",9
"('portal', 'made')",9
"('2017', '7')",9
"('documentation', 'dr2')",9
"('portal', '28')",9
"('support', 'discount')",9
"('provider', 'signing')",9
"('applicants', 'wait')",9
"('applicant', 'submit')",9
"('pri', '1')",9
"('documentation', 'supports')",9
"('worksheet', 'contain')",9
"('agreement', 'submitting')",9
"('17004590', 'meet')",9
"('response', 'therefore')",9
"('vendor', 'therefore')",9
"('accordance', 'bid')",9
"('rfp', 'bid')",9
"('denied', 'failure')",9
"('services', 'accordance')",9
"('16078738', '17004590')",9
"('type', 'therefore')",9
"('request', 'wireless')",9
"('operation', 'dark')",9
"('contained', 'additional')",9
"('rfp', 'documentation')",9
"('denied', 'program')",9
"('phone', 'lines')",9
"('submitting', 'fcc')",9
"('denied', 'winning')",9
"('contain', 'score')",9
"('submit', 'ral')",9
"('frn', 'changed')",9
"('rfp', 'however')",9
"('documents', 'contains')",9
"('documentation', 'clear')",9
"('request', 'amount')",9
"('denied', 'dr3')",9
"('supply', 'documentation')",9
"('addenda', 'program')",9
"('failed', 'supply')",9
"('bid', 'scoring')",9
"('contract', 'entering')",9
"('entity', 'documentation')",9
"('requested', 'full')",9
"('voice', 'data')",9
"('rules', 'applicants')",9
"('rules', 'according')",9
"('entering', 'legally')",9
"('additional', 'significant')",9
"('addenda', 'well')",9
"('vendor', 'provided')",9
"('documentation', 'available')",9
"('rfp', 'associated')",9
"('16085064', 'wytheville')",8
"('type', 'connection')",8
"('considered', 'selecting')",8
"('construction', 'accordance')",8
"('471', 'dark')",8
"('respective', 'services')",8
"('provider’s', 'name')",8
"('starkey', 'station')",8
"('16082813', 'starkey')",8
"('uploaded', 'rfp')",8
"('effective', 'interferes')",8
"('providers', 'submitting')",8
"('10', '16082813')",8
"('5', 'lines')",8
"('failure', 'advise')",8
"('station', 'campus')",8
"('eligibility', 'product')",8
"('name', 'competitive')",8
"('fiber', 'lease')",8
"('documentation', 'request')",8
"('public', 'schools')",8
"('schools', 'provided')",8
"('period', 'clearly')",8
"('2016', 'uploaded')",8
"('services', 'service')",8
"('service', 'provider’s')",8
"('documentation', 'created')",8
"('advise', 'bidders')",8
"('800', '00')",8
"('requested', 'funding')",8
"('813', '04')",8
"('documentation', '3')",8
"('demonstrated', 'leased')",8
"('services', 'utilized')",8
"('frn', '179905760')",8
"('modified', '813')",8
"('accordingly', 'mr1')",8
"('operation', 'associated')",8
"('dr1', 'according')",8
"('documentation', 'services')",8
"('services', 'may')",8
"('services', 'listed')",8
"('services', 'equipment')",8
"('may', 'cost')",8
"('services', 'homework')",8
"('789', '04')",8
"('also', 'solicit')",8
"('removed', 'entity')",8
"('number', 'lines')",8
"('apply', 'e')",8
"('counts', 'entity')",8
"('service', '24')",8
"('1', '029')",8
"('applicants', 'pursue')",8
"('17006787', 'bristol')",8
"('applicants', 'consider')",8
"('20', 'month')",8
"('hotline', 'oc')",8
"('homework', 'hotline')",8
"('requested', 'vendor')",8
"('requested', 'student')",8
"('head', 'start')",8
"('violation', 'deters')",8
"('request', 'frn')",8
"('solicit', 'proposals')",8
"('dr2', 'thirty')",8
"('service', 'ineligible')",8
"('dr2', 'per')",8
"('012', '96')",8
"('deters', 'service')",8
"('entities', '16085064')",8
"('interferes', 'fair')",8
"('submitting', 'bid')",8
"('building', '10')",8
"('changed', '801')",8
"('result', 'requested')",8
"('must', 'also')",8
"('month', '801')",8
"('cited', 'contains')",8
"('3', 'schools')",8
"('rico', 'department')",8
"('items', 'cellular')",8
"('internal', 'connections')",8
"('issued', 'rfp')",8
"('evaluation', 'period')",8
"('certifications', 'mr1')",8
"('support', 'request')",8
"('bristol', 'campus')",8
"('470', 'number')",8
"('clearly', 'demonstrate')",8
"('rfp', 'well')",8
"('entity', 'profile')",8
"('campus', '17006787')",8
"('rfp', 'existed')",8
"('month', '789')",8
"('campus', 'building')",8
"('winning', 'service')",8
"('item', 'eligibility')",8
"('36', 'per')",8
"('wytheville', 'campus')",8
"('dr2', 'winning')",7
"('fiber', 'requested')",7
"('utilized', 'campus')",7
"('service', 'denied')",7
"('data', 'ineligible')",7
"('cost', 'allocations')",7
"('fiber', 'must')",7
"('1', '036')",7
"('different', 'services')",7
"('review', 'frn')",7
"('cost', 'frn')",7
"('oc', '3')",7
"('evaluation', 'score')",7
"('price', 'given')",7
"('weighting', 'evaluation')",7
"('releasing', 'rfp')",7
"('overall', 'score')",7
"('evaluation', 'vendor')",7
"('campus', 'usage')",7
"('mr1', 'service')",7
"('messaging', 'cost')",7
"('price', 'price')",7
"('470', 'program')",7
"('listed', 'leased')",7
"('process', 'addition')",7
"('project', 'adhere')",7
"('operational', 'spin')",7
"('voice', 'isdn')",7
"('request', 'mobile')",7
"('item', 'applicant')",7
"('equipment', 'price')",7
"('rfp', 'established')",7
"('services', 'dark')",7
"('three', 'times')",7
"('95', 'per')",7
"('frn', 'citing')",7
"('rfp', 'selecting')",7
"('profile', 'frn')",7
"('rfp', 'program')",7
"('entity', 'recipient')",7
"('phone', 'line')",7
"('addendum', 'contains')",7
"('provided', 'winning')",7
"('funding', 'amount')",7
"('review', 'provided')",7
"('iru', 'fee')",7
"('days', 'filing')",7
"('days', 'releasing')",7
"('rules', 'local')",7
"('fiber', 'frn')",7
"('citing', 'entity')",7
"('process', 'vendor')",7
"('item', 'long')",7
"('dr1', 'referenced')",7
"('dr1', 'provided')",7
"('vendor', 'highest')",7
"('proposals', 'leased')",7
"('addition', 'signed')",7
"('direct', 'connection')",7
"('highest', 'total')",7
"('awarded', 'project')",7
"('mr1', 'lines')",7
"('fee', 'bid')",7
"('submitted', 'select')",7
"('score', 'sheet')",7
"('score', 'awarded')",7
"('total', 'overall')",7
"('construction', 'based')",7
"('construction', 'substantially')",7
"('contract', 'services')",7
"('bid', 'provided')",7
"('00', 'month')",7
"('year', 'fcc')",7
"('referenced', 'rfp')",7
"('ineligible', 'dr2')",7
"('ineligible', 'entity')",7
"('pursue', 'leased')",7
"('16078738', 'meet')",7
"('billed', 'entity')",7
"('bell', 'telephone')",7
"('471', 'therefore')",7
"('services', 'highest')",6
"('email', 'address')",6
"('029', '64')",6
"('1699083504', 'application')",6
"('item', 'pri')",6
"('contact', 'fcc')",6
"('items', 'cable')",6
"('reflect', 'correct')",6
"('violation', 'program')",6
"('160010307', 'service')",6
"('frn', '1699083504')",6
"('eligibility', 'frn')",6
"('service', 'isdn')",6
"('post', 'fcc')",6
"('1', '15')",6
"('sister', 'application')",6
"('provider', '143002665')",6
"('plans', 'eligible')",6
"('item', 'number')",6
"('enterprises', 'llc')",6
"('bids', 'therefore')",6
"('webby', 'enterprises')",6
"('recipient', 'services')",6
"('documentation', 'required')",6
"('included', 'eligible')",6
"('appear', 'duplicative')",6
"('requested', 'within')",6
"('documentation', 'response')",6
"('solution', 'price')",6
"('cellular', 'data')",6
"('470', '160010307')",6
"('included', 'costs')",6
"('another', 'type')",6
"('frn', '16082706')",6
"('dr3', 'applicant')",6
"('frn', '161038879')",6
"('services', 'provided')",6
"('group', 'llc')",6
"('frn', '1699008914')",6
"('violation', 'competitive')",6
"('proposal', 'funding')",6
"('data', 'messaging')",6
"('entities', '16050366')",6
"('date', 'parent')",6
"('recurring', 'cost')",6
"('provided', 'special')",6
"('process', 'specifically')",6
"('evaluated', 'competitive')",6
"('connection', 'eligible')",6
"('listed', 'technical')",6
"('dr2', 'based')",6
"('part', 'direct')",6
"('company', 'added')",6
"('within', 'allowable')",6
"('dedicated', 'connection')",6
"('validation', 'spin')",6
"('process', 'included')",6
"('demonstrates', 'cost')",6
"('additional', 'listing')",6
"('per', 'line')",6
"('address', 'phone')",6
"('vendor', 'document')",6
"('005', '64')",6
"('within', 'application')",6
"('connection', 'another')",6
"('services', 'validation')",6
"('rules', 'e')",6
"('item', 'interconnected')",6
"('review', 'respective')",6
"('requested', 'pri')",6
"('nifs', 'therefore')",6
"('item', 'internet')",6
"('002', 'includes')",6
"('bid', 'solutions')",6
"('161038879', 'sister')",6
"('validate', 'relationship')",6
"('161006502', 'frn')",6
"('distance', 'voice')",6
"('rules', 'failed')",6
"('item', 'supporting')",6
"('warner', 'advance')",6
"('allowable', 'time')",6
"('upload', 'speed')",6
"('proposals', 'evaluated')",6
"('modem', 'connections')",6
"('validation', 'contract')",6
"('entity', 'based')",6
"('long', 'separate')",6
"('evaluation', 'price')",6
"('rate', 'funding')",6
"('471', '161006502')",6
"('eligible', 'portion')",6
"('1', '005')",6
"('separate', 'factor')",6
"('spin', '143014344')",6
"('2015', 'result')",6
"('speed', 'upload')",6
"('portion', 'products')",6
"('price', 'proposal')",6
"('id', 'number')",6
"('pacific', 'bell')",6
"('16054291', '16054293')",6
"('require', 'entities')",6
"('inside', 'wire')",6
"('download', 'speed')",6
"('bidding', 'waiting')",6
"('contractual', 'products')",6
"('created', 'bid')",6
"('documentation', 'voice')",6
"('extenuating', 'circumstances')",6
"('usac’s', 'website')",6
"('16054293', '16054295')",6
"('rate', 'discounts')",6
