,frn,fcdl_comment_cleaned,fcdl_comment_array,trigram_array,fixed_category
2162,1699129611,dr1 1 10 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '1', '10', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '1', '10'): 1, ('1', '10', '2017'): 1, ('10', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2165,1699132851,dr1 contract legally binding agreement new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'legally', 'binding', 'agreement', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'legally'): 1, ('contract', 'legally', 'binding'): 1, ('legally', 'binding', 'agreement'): 1, ('binding', 'agreement', 'new'): 1, ('agreement', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
2202,1699134350,dr1 9 1 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '9', '1', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '9', '1'): 1, ('9', '1', '2016'): 1, ('1', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2203,1699134361,dr1 9 1 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '9', '1', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '9', '1'): 1, ('9', '1', '2016'): 1, ('1', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2204,1699134378,dr1 9 1 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '9', '1', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '9', '1'): 1, ('9', '1', '2016'): 1, ('1', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2261,1699139882,dr1 service requests section fcc form 470 must clearly define specific services functions include quantity capacity funding sought fcc form 470 filed fcc form 470 cited specify services functions provided violation competitive bidding program rules mr1 amount funding request changed 968 008 32 3 408 48 reflect reflect correct monthly quantity 284 1,"['dr1', 'service', 'requests', 'section', 'fcc', 'form', '470', 'must', 'clearly', 'define', 'specific', 'services', 'functions', 'include', 'quantity', 'capacity', 'funding', 'sought', 'fcc', 'form', '470', 'filed', 'fcc', 'form', '470', 'cited', 'specify', 'services', 'functions', 'provided', 'violation', 'competitive', 'bidding', 'program', 'rules', 'mr1', 'amount', 'funding', 'request', 'changed', '968', '008', '32', '3', '408', '48', 'reflect', 'reflect', 'correct', 'monthly', 'quantity', '284', '1']","Counter({('fcc', 'form', '470'): 3, ('dr1', 'service', 'requests'): 1, ('service', 'requests', 'section'): 1, ('requests', 'section', 'fcc'): 1, ('section', 'fcc', 'form'): 1, ('form', '470', 'must'): 1, ('470', 'must', 'clearly'): 1, ('must', 'clearly', 'define'): 1, ('clearly', 'define', 'specific'): 1, ('define', 'specific', 'services'): 1, ('specific', 'services', 'functions'): 1, ('services', 'functions', 'include'): 1, ('functions', 'include', 'quantity'): 1, ('include', 'quantity', 'capacity'): 1, ('quantity', 'capacity', 'funding'): 1, ('capacity', 'funding', 'sought'): 1, ('funding', 'sought', 'fcc'): 1, ('sought', 'fcc', 'form'): 1, ('form', '470', 'filed'): 1, ('470', 'filed', 'fcc'): 1, ('filed', 'fcc', 'form'): 1, ('form', '470', 'cited'): 1, ('470', 'cited', 'specify'): 1, ('cited', 'specify', 'services'): 1, ('specify', 'services', 'functions'): 1, ('services', 'functions', 'provided'): 1, ('functions', 'provided', 'violation'): 1, ('provided', 'violation', 'competitive'): 1, ('violation', 'competitive', 'bidding'): 1, ('competitive', 'bidding', 'program'): 1, ('bidding', 'program', 'rules'): 1, ('program', 'rules', 'mr1'): 1, ('rules', 'mr1', 'amount'): 1, ('mr1', 'amount', 'funding'): 1, ('amount', 'funding', 'request'): 1, ('funding', 'request', 'changed'): 1, ('request', 'changed', '968'): 1, ('changed', '968', '008'): 1, ('968', '008', '32'): 1, ('008', '32', '3'): 1, ('32', '3', '408'): 1, ('3', '408', '48'): 1, ('408', '48', 'reflect'): 1, ('48', 'reflect', 'reflect'): 1, ('reflect', 'reflect', 'correct'): 1, ('reflect', 'correct', 'monthly'): 1, ('correct', 'monthly', 'quantity'): 1, ('monthly', 'quantity', '284'): 1, ('quantity', '284', '1'): 1})",
2267,1699142731,dr1 documentation provided sufficiently demonstrate eligibility discounts following item according program rules local long distance service,"['dr1', 'documentation', 'provided', 'sufficiently', 'demonstrate', 'eligibility', 'discounts', 'following', 'item', 'according', 'program', 'rules', 'local', 'long', 'distance', 'service']","Counter({('dr1', 'documentation', 'provided'): 1, ('documentation', 'provided', 'sufficiently'): 1, ('provided', 'sufficiently', 'demonstrate'): 1, ('sufficiently', 'demonstrate', 'eligibility'): 1, ('demonstrate', 'eligibility', 'discounts'): 1, ('eligibility', 'discounts', 'following'): 1, ('discounts', 'following', 'item'): 1, ('following', 'item', 'according'): 1, ('item', 'according', 'program'): 1, ('according', 'program', 'rules'): 1, ('program', 'rules', 'local'): 1, ('rules', 'local', 'long'): 1, ('local', 'long', 'distance'): 1, ('long', 'distance', 'service'): 1})",
2268,1699142731,dr1 documentation provided sufficiently demonstrate eligibility discounts following item according program rules local long distance service,"['dr1', 'documentation', 'provided', 'sufficiently', 'demonstrate', 'eligibility', 'discounts', 'following', 'item', 'according', 'program', 'rules', 'local', 'long', 'distance', 'service']","Counter({('dr1', 'documentation', 'provided'): 1, ('documentation', 'provided', 'sufficiently'): 1, ('provided', 'sufficiently', 'demonstrate'): 1, ('sufficiently', 'demonstrate', 'eligibility'): 1, ('demonstrate', 'eligibility', 'discounts'): 1, ('eligibility', 'discounts', 'following'): 1, ('discounts', 'following', 'item'): 1, ('following', 'item', 'according'): 1, ('item', 'according', 'program'): 1, ('according', 'program', 'rules'): 1, ('program', 'rules', 'local'): 1, ('rules', 'local', 'long'): 1, ('local', 'long', 'distance'): 1, ('long', 'distance', 'service'): 1})",
2269,1699142757,dr1 documentation provided sufficiently demonstrate eligibility discounts following item according program rules local long distance service,"['dr1', 'documentation', 'provided', 'sufficiently', 'demonstrate', 'eligibility', 'discounts', 'following', 'item', 'according', 'program', 'rules', 'local', 'long', 'distance', 'service']","Counter({('dr1', 'documentation', 'provided'): 1, ('documentation', 'provided', 'sufficiently'): 1, ('provided', 'sufficiently', 'demonstrate'): 1, ('sufficiently', 'demonstrate', 'eligibility'): 1, ('demonstrate', 'eligibility', 'discounts'): 1, ('eligibility', 'discounts', 'following'): 1, ('discounts', 'following', 'item'): 1, ('following', 'item', 'according'): 1, ('item', 'according', 'program'): 1, ('according', 'program', 'rules'): 1, ('program', 'rules', 'local'): 1, ('rules', 'local', 'long'): 1, ('local', 'long', 'distance'): 1, ('long', 'distance', 'service'): 1})",
2270,1699142757,dr1 documentation provided sufficiently demonstrate eligibility discounts following item according program rules local long distance service,"['dr1', 'documentation', 'provided', 'sufficiently', 'demonstrate', 'eligibility', 'discounts', 'following', 'item', 'according', 'program', 'rules', 'local', 'long', 'distance', 'service']","Counter({('dr1', 'documentation', 'provided'): 1, ('documentation', 'provided', 'sufficiently'): 1, ('provided', 'sufficiently', 'demonstrate'): 1, ('sufficiently', 'demonstrate', 'eligibility'): 1, ('demonstrate', 'eligibility', 'discounts'): 1, ('eligibility', 'discounts', 'following'): 1, ('discounts', 'following', 'item'): 1, ('following', 'item', 'according'): 1, ('item', 'according', 'program'): 1, ('according', 'program', 'rules'): 1, ('program', 'rules', 'local'): 1, ('rules', 'local', 'long'): 1, ('local', 'long', 'distance'): 1, ('long', 'distance', 'service'): 1})",
2304,1699143623,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
2313,1799053951,dr1 6 22 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '6', '22', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '6', '22'): 1, ('6', '22', '2017'): 1, ('22', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2316,1799059006,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
2344,1799061574,dr1 frn denied funding request overlapping current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'overlapping', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'overlapping'): 1, ('request', 'overlapping', 'current'): 1, ('overlapping', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
2345,1799061574,dr1 frn denied funding request overlapping current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'overlapping', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'overlapping'): 1, ('request', 'overlapping', 'current'): 1, ('overlapping', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
2352,1799043256,dr1 contract expiration date current fcc form 471 different contract expiration date reported previous year fcc form 471 identical contract without establishing written contract extension violation program rules therefore frn denied,"['dr1', 'contract', 'expiration', 'date', 'current', 'fcc', 'form', '471', 'different', 'contract', 'expiration', 'date', 'reported', 'previous', 'year', 'fcc', 'form', '471', 'identical', 'contract', 'without', 'establishing', 'written', 'contract', 'extension', 'violation', 'program', 'rules', 'therefore', 'frn', 'denied']","Counter({('contract', 'expiration', 'date'): 2, ('fcc', 'form', '471'): 2, ('dr1', 'contract', 'expiration'): 1, ('expiration', 'date', 'current'): 1, ('date', 'current', 'fcc'): 1, ('current', 'fcc', 'form'): 1, ('form', '471', 'different'): 1, ('471', 'different', 'contract'): 1, ('different', 'contract', 'expiration'): 1, ('expiration', 'date', 'reported'): 1, ('date', 'reported', 'previous'): 1, ('reported', 'previous', 'year'): 1, ('previous', 'year', 'fcc'): 1, ('year', 'fcc', 'form'): 1, ('form', '471', 'identical'): 1, ('471', 'identical', 'contract'): 1, ('identical', 'contract', 'without'): 1, ('contract', 'without', 'establishing'): 1, ('without', 'establishing', 'written'): 1, ('establishing', 'written', 'contract'): 1, ('written', 'contract', 'extension'): 1, ('contract', 'extension', 'violation'): 1, ('extension', 'violation', 'program'): 1, ('violation', 'program', 'rules'): 1, ('program', 'rules', 'therefore'): 1, ('rules', 'therefore', 'frn'): 1, ('therefore', 'frn', 'denied'): 1})",
2382,1799071097,dr1 funding request denied result cost effectiveness review determined request mobile data justified cost effective required fcc rules determined cellular devices cost effective means providing internet access,"['dr1', 'funding', 'request', 'denied', 'result', 'cost', 'effectiveness', 'review', 'determined', 'request', 'mobile', 'data', 'justified', 'cost', 'effective', 'required', 'fcc', 'rules', 'determined', 'cellular', 'devices', 'cost', 'effective', 'means', 'providing', 'internet', 'access']","Counter({('dr1', 'funding', 'request'): 1, ('funding', 'request', 'denied'): 1, ('request', 'denied', 'result'): 1, ('denied', 'result', 'cost'): 1, ('result', 'cost', 'effectiveness'): 1, ('cost', 'effectiveness', 'review'): 1, ('effectiveness', 'review', 'determined'): 1, ('review', 'determined', 'request'): 1, ('determined', 'request', 'mobile'): 1, ('request', 'mobile', 'data'): 1, ('mobile', 'data', 'justified'): 1, ('data', 'justified', 'cost'): 1, ('justified', 'cost', 'effective'): 1, ('cost', 'effective', 'required'): 1, ('effective', 'required', 'fcc'): 1, ('required', 'fcc', 'rules'): 1, ('fcc', 'rules', 'determined'): 1, ('rules', 'determined', 'cellular'): 1, ('determined', 'cellular', 'devices'): 1, ('cellular', 'devices', 'cost'): 1, ('devices', 'cost', 'effective'): 1, ('cost', 'effective', 'means'): 1, ('effective', 'means', 'providing'): 1, ('means', 'providing', 'internet'): 1, ('providing', 'internet', 'access'): 1})",
2392,1799098442,dr1 review process provided amendment rfp contains significant information bidders able respond fcc form 470 rfp program procedures require fcc form 470 rfp well documentation providing additional modifying original information fcc form 470 request proposal uploaded fcc form 470 e rate productivity portal potential service providers evaluate documentation contained information needed potential bidders respond rfp uploaded e rate productivity portal thus made available potential vendors evaluate therefore frn denied dr2 winning vendor selected accordance vendor evaluation process described vendor selection documentation provided selective review adhere criteria vendor selection process therefore frn denied mr1 establishing fcc form 470 application number changed request applicant,"['dr1', 'review', 'process', 'provided', 'amendment', 'rfp', 'contains', 'significant', 'information', 'bidders', 'able', 'respond', 'fcc', 'form', '470', 'rfp', 'program', 'procedures', 'require', 'fcc', 'form', '470', 'rfp', 'well', 'documentation', 'providing', 'additional', 'modifying', 'original', 'information', 'fcc', 'form', '470', 'request', 'proposal', 'uploaded', 'fcc', 'form', '470', 'e', 'rate', 'productivity', 'portal', 'potential', 'service', 'providers', 'evaluate', 'documentation', 'contained', 'information', 'needed', 'potential', 'bidders', 'respond', 'rfp', 'uploaded', 'e', 'rate', 'productivity', 'portal', 'thus', 'made', 'available', 'potential', 'vendors', 'evaluate', 'therefore', 'frn', 'denied', 'dr2', 'winning', 'vendor', 'selected', 'accordance', 'vendor', 'evaluation', 'process', 'described', 'vendor', 'selection', 'documentation', 'provided', 'selective', 'review', 'adhere', 'criteria', 'vendor', 'selection', 'process', 'therefore', 'frn', 'denied', 'mr1', 'establishing', 'fcc', 'form', '470', 'application', 'number', 'changed', 'request', 'applicant']","Counter({('fcc', 'form', '470'): 5, ('form', '470', 'rfp'): 2, ('e', 'rate', 'productivity'): 2, ('rate', 'productivity', 'portal'): 2, ('therefore', 'frn', 'denied'): 2, ('dr1', 'review', 'process'): 1, ('review', 'process', 'provided'): 1, ('process', 'provided', 'amendment'): 1, ('provided', 'amendment', 'rfp'): 1, ('amendment', 'rfp', 'contains'): 1, ('rfp', 'contains', 'significant'): 1, ('contains', 'significant', 'information'): 1, ('significant', 'information', 'bidders'): 1, ('information', 'bidders', 'able'): 1, ('bidders', 'able', 'respond'): 1, ('able', 'respond', 'fcc'): 1, ('respond', 'fcc', 'form'): 1, ('470', 'rfp', 'program'): 1, ('rfp', 'program', 'procedures'): 1, ('program', 'procedures', 'require'): 1, ('procedures', 'require', 'fcc'): 1, ('require', 'fcc', 'form'): 1, ('470', 'rfp', 'well'): 1, ('rfp', 'well', 'documentation'): 1, ('well', 'documentation', 'providing'): 1, ('documentation', 'providing', 'additional'): 1, ('providing', 'additional', 'modifying'): 1, ('additional', 'modifying', 'original'): 1, ('modifying', 'original', 'information'): 1, ('original', 'information', 'fcc'): 1, ('information', 'fcc', 'form'): 1, ('form', '470', 'request'): 1, ('470', 'request', 'proposal'): 1, ('request', 'proposal', 'uploaded'): 1, ('proposal', 'uploaded', 'fcc'): 1, ('uploaded', 'fcc', 'form'): 1, ('form', '470', 'e'): 1, ('470', 'e', 'rate'): 1, ('productivity', 'portal', 'potential'): 1, ('portal', 'potential', 'service'): 1, ('potential', 'service', 'providers'): 1, ('service', 'providers', 'evaluate'): 1, ('providers', 'evaluate', 'documentation'): 1, ('evaluate', 'documentation', 'contained'): 1, ('documentation', 'contained', 'information'): 1, ('contained', 'information', 'needed'): 1, ('information', 'needed', 'potential'): 1, ('needed', 'potential', 'bidders'): 1, ('potential', 'bidders', 'respond'): 1, ('bidders', 'respond', 'rfp'): 1, ('respond', 'rfp', 'uploaded'): 1, ('rfp', 'uploaded', 'e'): 1, ('uploaded', 'e', 'rate'): 1, ('productivity', 'portal', 'thus'): 1, ('portal', 'thus', 'made'): 1, ('thus', 'made', 'available'): 1, ('made', 'available', 'potential'): 1, ('available', 'potential', 'vendors'): 1, ('potential', 'vendors', 'evaluate'): 1, ('vendors', 'evaluate', 'therefore'): 1, ('evaluate', 'therefore', 'frn'): 1, ('frn', 'denied', 'dr2'): 1, ('denied', 'dr2', 'winning'): 1, ('dr2', 'winning', 'vendor'): 1, ('winning', 'vendor', 'selected'): 1, ('vendor', 'selected', 'accordance'): 1, ('selected', 'accordance', 'vendor'): 1, ('accordance', 'vendor', 'evaluation'): 1, ('vendor', 'evaluation', 'process'): 1, ('evaluation', 'process', 'described'): 1, ('process', 'described', 'vendor'): 1, ('described', 'vendor', 'selection'): 1, ('vendor', 'selection', 'documentation'): 1, ('selection', 'documentation', 'provided'): 1, ('documentation', 'provided', 'selective'): 1, ('provided', 'selective', 'review'): 1, ('selective', 'review', 'adhere'): 1, ('review', 'adhere', 'criteria'): 1, ('adhere', 'criteria', 'vendor'): 1, ('criteria', 'vendor', 'selection'): 1, ('vendor', 'selection', 'process'): 1, ('selection', 'process', 'therefore'): 1, ('process', 'therefore', 'frn'): 1, ('frn', 'denied', 'mr1'): 1, ('denied', 'mr1', 'establishing'): 1, ('mr1', 'establishing', 'fcc'): 1, ('establishing', 'fcc', 'form'): 1, ('form', '470', 'application'): 1, ('470', 'application', 'number'): 1, ('application', 'number', 'changed'): 1, ('number', 'changed', 'request'): 1, ('changed', 'request', 'applicant'): 1})",
2446,1799053963,dr1 6 22 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '6', '22', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '6', '22'): 1, ('6', '22', '2017'): 1, ('22', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
2454,1799106848,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
