,text,count,category_arrays
465,describe,25,"['Competitive Bidding Violation', '470 / 471 Mismatch']"
466,pots,25,[]
467,modifying,25,['Competitive Bidding Violation - 28 day failure']
468,assistance,24,['Applicant ineligible']
469,fee,24,"['Competitive Bidding Violation', 'Competitive Bidding Violation - 28 day failure']"
470,operation,24,[]
471,planned,24,['470 / 471 Mismatch']
472,considered,24,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']"
473,indicated,23,[]
474,vendors,23,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470']"
475,highest,23,[]
476,carefully,23,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
477,score,23,['Competitive Bidding Violation']
478,discounts,23,['Ineligible Service']
479,particular,23,['Competitive Bidding Violation - specified vendor in 470']
480,oc,23,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Missing form 470', 'Duplicate FRN', 'Red light rule violation', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
481,student,23,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
482,isdn,22,['Ineligible Service']
483,dr3,22,"['Applicant ineligible', 'Competitive Bidding Violation']"
484,96,22,"['Ineligible Service', 'Competitive Bidding Violation', 'Category 2 budget exceeded', 'Red light rule violation', 'Applicant ineligible', '470 / 471 Mismatch']"
485,lsta,22,['Applicant ineligible']
486,full,22,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
487,24,21,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Category 2 budget exceeded', 'Competitive Bidding Violation - 28 day failure', 'Missing required fields on 471']"
488,adhere,21,['Competitive Bidding Violation']
489,described,21,['Competitive Bidding Violation']
490,mo,21,"['Competitive Bidding Violation', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded', 'Ineligible Service', 'Voice - no discount remaining', 'Competitive Bidding Violation - specified vendor in 470', 'Red light rule violation', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Applicant ineligible', 'c']"
491,40,20,"['470 / 471 Mismatch', 'Ineligible Service', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded']"
492,education,20,[]
493,brand,20,['Competitive Bidding Violation - specified vendor in 470']
494,responses,20,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']"
495,or,20,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Missing form 470', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
496,15,20,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure', 'Applicant ineligible']"
497,manufacturer,20,['Competitive Bidding Violation - specified vendor in 470']
498,mail,20,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
499,purchase,19,['Competitive Bidding Violation - specified vendor in 470']
500,broadband,19,['Missing documentation needed to determine eligible service']
501,012,19,['Missing documentation needed to determine eligible service']
502,issued,19,['Competitive Bidding Violation']
503,well,19,[]
504,duplicates,19,[]
505,awarded,19,['Competitive Bidding Violation - price not primary factor']
506,ben,19,"['Category 2 budget exceeded', 'Competitive Bidding Violation', 'Missing required fields on 471', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'c']"
507,voip,19,[]
508,22,19,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Red light rule violation', '470 / 471 Mismatch']"
509,addenda,18,[]
510,puerto,18,[]
511,rico,18,[]
512,counts,18,"['Ineligible Service', 'Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
513,eliminating,18,['Competitive Bidding Violation - specified vendor in 470']
514,indication,18,['Competitive Bidding Violation - specified vendor in 470']
515,undermines,18,['Competitive Bidding Violation - specified vendor in 470']
516,allowing,18,['Competitive Bidding Violation - specified vendor in 470']
517,apparent,18,['Competitive Bidding Violation']
518,specifying,18,['Competitive Bidding Violation - specified vendor in 470']
519,operations,18,[]
520,call,18,"['Competitive Bidding Violation', 'Ineligible Service', 'Voice - no discount remaining', 'No signed contract in place', 'Fiber review failure', 'Competitive Bidding Violation - specified vendor in 470']"
521,non,17,"['Red light rule violation', 'Competitive Bidding Violation']"
522,16,17,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Voice - no discount remaining', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Red light rule violation', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'c']"
523,community,17,[]
524,justified,17,[]
525,charter,17,[]
526,project,17,['Competitive Bidding Violation - 28 day failure']
527,technical,17,['Competitive Bidding Violation - specified vendor in 470']
528,applications,17,[]
529,sufficiently,17,['Ineligible Service']
530,documents,17,['Competitive Bidding Violation - specified vendor in 470']
531,26,17,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Red light rule violation']"
532,accordingly,17,[]
533,addendum,17,['Competitive Bidding Violation - 28 day failure']
534,students,16,[]
535,reflect,16,[]
536,801,16,['Ineligible Service']
537,16078738,16,[]
538,95,16,"['Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Ineligible Service']"
539,action,16,[]
540,independent,16,"['Voice - no discount remaining', 'Missing documentation needed to determine eligible service']"
541,id,16,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Missing form 470', 'Voice - no discount remaining', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding']"
542,024,16,['Missing required fields on 471']
543,modem,16,[]
544,1699100956,16,[]
545,50,16,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
546,worksheet,16,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
547,cable,16,['Missing documentation needed to determine eligible service']
548,correct,15,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
549,inform,15,"['Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation to determin competitive bidding', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
550,failure,15,['Competitive Bidding Violation']
551,communications,15,['Competitive Bidding Violation - specified vendor in 470']
552,caller,15,[]
553,unit,14,['Competitive Bidding Violation - specified vendor in 470']
554,speed,14,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
555,16056957,14,[]
556,2000,14,['Competitive Bidding Violation - price not primary factor']
557,given,14,[]
558,heartland,14,[]
559,connections,14,"['Competitive Bidding Violation', 'Ineligible Service', '470 / 471 Mismatch']"
560,36,14,"['Ineligible Service', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor']"
561,early,14,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']"
562,advance,14,['Competitive Bidding Violation - price not primary factor']
563,verification,14,['No signed contract in place']
564,email,14,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
565,question,13,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Missing documentation needed to determine eligible service']"
566,answer,13,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
567,60,13,"['Ineligible Service', 'Applicant ineligible', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor', 'c']"
568,bus,13,[]
569,participates,13,['Competitive Bidding Violation - specified vendor in 470']
570,clearly,13,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']"
571,16082813,12,[]
572,16085064,12,[]
573,16078530,12,[]
574,16078529,12,[]
575,16078532,12,[]
576,programs,12,[]
577,16078528,12,[]
578,16078527,12,[]
579,ojibwe,12,[]
580,solicit,12,['Competitive Bidding Violation']
581,16076588,12,[]
582,16078533,12,[]
583,16078531,12,[]
584,800,12,[]
585,costs,12,"['Ineligible Service', 'Missing documentation needed to determine eligible service']"
586,band,12,['Missing documentation needed to determine eligible service']
587,leech,12,[]
588,lake,12,[]
589,80,12,"['Competitive Bidding Violation', 'Ineligible Service', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service', 'c']"
590,11,12,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']"
591,17006787,12,[]
592,count,12,"['Applicant ineligible', '470 / 471 Mismatch', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation', 'Ineligible Service', 'Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
593,comply,12,[]
594,childhood,12,[]
595,charge,12,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service', 'Voice - no discount remaining', 'Fiber review failure', 'Missing documentation needed to determine eligible service']"
596,centro,12,[]
597,brevard,12,[]
598,70,11,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Ineligible Service', 'Missing form 470', 'Applicant ineligible', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing required fields on 471', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
599,allocation,11,[]
600,although,11,[]
601,occurs,11,['Competitive Bidding Violation - specified vendor in 470']
602,plan,11,"['470 / 471 Mismatch', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure']"
603,interconnected,11,[]
604,least,11,[]
605,registration,11,[]
606,iru,11,[]
607,submission,11,['Competitive Bidding Violation']
608,warner,11,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
609,wait,11,['Competitive Bidding Violation']
610,portion,10,[]
611,listing,10,['Competitive Bidding Violation']
612,enable,10,[]
613,building,10,['Ineligible Service']
614,supports,10,['Ineligible Service']
615,apply,10,[]
616,details,10,[]
617,department,10,[]
618,analysis,10,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
619,25,10,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Ineligible Service', '470 / 471 Mismatch', 'Missing documentation needed to determine eligible service']"
620,certified,10,[]
621,extension,10,['Missing documentation needed to determine eligible service']
622,nslp,10,[]
623,usage,10,['Missing documentation needed to determine eligible service']
624,promedia,10,[]
625,18,10,"['470 / 471 Mismatch', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Category 2 budget exceeded', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
626,utilized,10,[]
627,frame,10,[]
628,clear,10,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']"
629,143004851,10,[]
630,813,10,[]
631,functions,10,[]
632,rn,10,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing required fields on 471', 'Missing documentation to determin competitive bidding', 'Category 2 budget exceeded', 'c']"
633,31,10,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Ineligible Service', 'Missing documentation needed to determine eligible service']"
634,billed,9,[]
635,contain,9,"['Ineligible Service', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Competitive Bidding Violation - price not primary factor']"
636,business,9,[]
637,pricing,9,[]
638,contractual,9,"['470 / 471 Mismatch', 'Competitive Bidding Violation']"
639,corrections,9,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
640,supply,9,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
641,offering,9,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470']"
642,celerity,9,[]
643,200,9,"['Competitive Bidding Violation - price not primary factor', 'Red light rule violation', 'Missing documentation needed to determine eligible service']"
644,signing,9,[]
645,bill,9,['Competitive Bidding Violation']
646,unmatched,9,[]
647,17004590,9,[]
648,tecnológico,9,[]
649,90,9,"['Ineligible Service', 'Competitive Bidding Violation', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', '470 / 471 Mismatch', 'Category 2 budget exceeded', 'c', 'Missing documentation needed to determine eligible service']"
650,32,9,"['Category 2 budget exceeded', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']"
651,respective,9,"['Voice - no discount remaining', 'Competitive Bidding Violation']"
652,scoring,9,['Competitive Bidding Violation']
653,addition,9,"['Competitive Bidding Violation', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Competitive Bidding Violation - price not primary factor']"
654,florida,9,[]
655,allowable,9,"['470 / 471 Mismatch', 'Category 2 budget exceeded', 'Competitive Bidding Violation', 'c']"
656,evaluated,9,['Competitive Bidding Violation - price not primary factor']
657,three,9,['Competitive Bidding Violation - price not primary factor']
658,points,9,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor']"
659,shows,9,['Competitive Bidding Violation - price not primary factor']
660,website,9,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation']"
661,entering,9,[]
662,lease,9,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
663,400,8,['Category 2 budget exceeded']
664,hotline,8,['Missing documentation needed to determine eligible service']
665,toll,8,[]
666,100,8,"['Competitive Bidding Violation', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
667,furthermore,8,[]
668,starkey,8,[]
669,operational,8,[]
670,station,8,[]
671,ethernet,8,[]
672,titled,8,[]
673,law,8,[]
674,direct,8,['Competitive Bidding Violation']
675,head,8,[]
676,interferes,8,['Competitive Bidding Violation - specified vendor in 470']
677,existed,8,[]
678,deters,8,[]
679,telecom,8,['Competitive Bidding Violation']
680,times,8,['Competitive Bidding Violation - price not primary factor']
681,homework,8,['Missing documentation needed to determine eligible service']
682,advise,8,[]
683,responsive,8,['Competitive Bidding Violation - price not primary factor']
684,179905760,8,[]
685,bristol,8,[]
686,wytheville,8,[]
687,public,8,['Competitive Bidding Violation']
688,029,8,['Competitive Bidding Violation']
689,pursue,8,[]
690,004,8,"['Ineligible Service', 'Red light rule violation', 'Missing documentation needed to determine eligible service']"
691,profile,8,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
692,specifications,8,['Competitive Bidding Violation - price not primary factor']
693,003,8,['Applicant ineligible']
694,88,8,"['Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded']"
695,verizon,8,[]
696,share,8,['Competitive Bidding Violation']
697,789,8,[]
698,another,8,['Competitive Bidding Violation - price not primary factor']
699,applicable,7,['Missing documentation needed to determine eligible service']
700,bell,7,[]
701,learning,7,['Ineligible Service']
702,unlimited,7,[]
703,23,7,"['Ineligible Service', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', '470 / 471 Mismatch', 'Missing documentation needed to determine eligible service']"
704,post,7,"['Ineligible Service', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'No 470']"
705,appear,7,[]
706,releasing,7,[]
707,allocations,7,[]
708,address,7,[]
709,frns,7,['Missing documentation needed to determine eligible service']
710,ineligibles,7,[]
711,indicates,7,"['Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
712,75,7,"['Category 2 budget exceeded', 'Applicant ineligible', 'Missing documentation to determin competitive bidding', 'Ineligible Service']"
713,84,7,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service']"
714,17,7,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Applicant ineligible', 'Competitive Bidding Violation - specified vendor in 470', 'Missing required fields on 471', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Ineligible Service', 'Red light rule violation']"
715,biblioteca,7,[]
716,extended,7,['Missing documentation needed to determine eligible service']
717,copies,7,[]
718,43,7,"['Competitive Bidding Violation', 'Ineligible Service', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', '470 / 471 Mismatch', 'Missing documentation needed to determine eligible service']"
719,citing,7,['Missing required fields on 471']
720,45,7,"['Category 2 budget exceeded', 'Missing documentation needed to determine eligible service', 'c']"
721,de,7,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Missing form 470', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
722,overall,7,[]
723,164,7,[]
724,036,7,[]
725,500,7,"['Category 2 budget exceeded', 'Ineligible Service', 'Missing documentation needed to determine eligible service']"
726,communicated,6,['Competitive Bidding Violation - price not primary factor']
727,verify,6,['Missing documentation needed to determine eligible service']
728,wire,6,['Ineligible Service']
729,group,6,[]
730,commitment,6,[]
731,video,6,['Ineligible Service']
732,copper,6,[]
733,company,6,[]
734,002,6,"['Competitive Bidding Violation', 'Missing required fields on 471', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
735,005,6,['Competitive Bidding Violation - specified vendor in 470']
736,circumstances,6,['Competitive Bidding Violation - price not primary factor']
737,webby,6,[]
738,extenuating,6,['Competitive Bidding Violation - price not primary factor']
739,charley,6,[]
740,dsl,6,[]
741,05,6,"['Ineligible Service', 'Applicant ineligible', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor', 'c', 'Missing documentation needed to determine eligible service']"
742,download,6,['Competitive Bidding Violation - price not primary factor']
743,upload,6,"['Competitive Bidding Violation - 28 day failure', 'Competitive Bidding Violation - price not primary factor']"
744,41,6,"['Category 2 budget exceeded', 'Competitive Bidding Violation', '470 / 471 Mismatch', 'Missing documentation needed to determine eligible service']"
745,56,6,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
746,basic,6,"['Competitive Bidding Violation', 'Ineligible Service']"
747,dedicated,6,['Competitive Bidding Violation - price not primary factor']
748,enterprises,6,[]
749,approved,6,['470 / 471 Mismatch']
750,criterions,6,['Competitive Bidding Violation - price not primary factor']
751,37,6,"['Voice - no discount remaining', 'Category 2 budget exceeded']"
752,02,6,"['Category 2 budget exceeded', 'Competitive Bidding Violation', 'Ineligible Service', 'Missing required fields on 471', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
753,court,6,[]
754,voicemail,6,['Competitive Bidding Violation']
755,68,6,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
756,duplicate,6,['Missing documentation needed to determine eligible service']
757,zayo,6,[]
758,213,6,['Missing documentation needed to determine eligible service']
759,161038879,6,[]
760,16064795,6,[]
761,1699083504,6,[]
762,16082706,6,['Applicant ineligible']
763,161038865,6,[]
764,16054291,6,[]
765,legal,6,"['Competitive Bidding Violation', 'No signed contract in place']"
766,16050366,6,[]
767,143014344,6,[]
768,invoice,6,"['Ineligible Service', 'No signed contract in place']"
769,1699008914,6,[]
770,sp,6,"['Ineligible Service', 'Competitive Bidding Violation', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation to determin competitive bidding', 'Category 2 budget exceeded', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'c']"
771,sister,6,[]
772,remaining,6,['Voice - no discount remaining']
773,16054293,6,[]
774,2018,6,[]
775,inside,6,[]
776,143002665,6,[]
777,161006502,6,[]
778,incorporated,6,[]
779,160010307,6,[]
780,mbps,6,['Competitive Bidding Violation - price not primary factor']
781,specs,6,['Competitive Bidding Violation - price not primary factor']
782,pacific,6,[]
783,16054295,6,[]
784,related,6,[]
785,hunting,6,[]
786,proficient,6,[]
787,city,5,"['470 / 471 Mismatch', 'Competitive Bidding Violation - specified vendor in 470']"
788,scope,5,[]
789,commission,5,[]
790,previous,5,['Missing documentation needed to determine eligible service']
791,premise,5,[]
792,pre,5,"['470 / 471 Mismatch', 'Category 2 budget exceeded', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']"
793,reported,5,['Missing documentation needed to determine eligible service']
794,52,5,"['470 / 471 Mismatch', 'Ineligible Service']"
795,containing,5,[]
796,payment,5,[]
797,48,5,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Missing required fields on 471']"
798,representative,5,[]
799,property,5,[]
800,advised,5,[]
801,reasonably,5,[]
802,16072034,5,"['Ineligible Service', 'Applicant ineligible']"
803,16073149,5,[]
804,600,5,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Missing documentation to determin competitive bidding']"
805,022,5,[]
806,released,5,['Competitive Bidding Violation']
807,bens,5,[]
808,recovery,5,[]
809,65,5,"['Category 2 budget exceeded', 'Applicant ineligible', '470 / 471 Mismatch']"
810,budget,5,"['Category 2 budget exceeded', 'Ineligible Service', 'c']"
811,16082681,5,[]
812,choice,5,['Competitive Bidding Violation - price not primary factor']
813,cables,5,[]
814,calculation,5,[]
815,capacity,5,['470 / 471 Mismatch']
816,specify,5,['Competitive Bidding Violation - specified vendor in 470']
817,cell,5,"['Ineligible Service', 'Missing documentation needed to determine eligible service']"
818,voluntary,5,[]
819,143008823,5,[]
820,high,5,[]
821,properly,5,['Competitive Bidding Violation - price not primary factor']
822,62,5,"['Competitive Bidding Violation', 'Voice - no discount remaining', 'Competitive Bidding Violation - 28 day failure']"
823,copy,5,['No signed contract in place']
824,1699114657,5,[]
825,define,5,[]
826,likely,5,[]
827,accept,5,[]
828,tax,5,[]
829,federal,5,[]
830,formulate,5,[]
831,devices,5,[]
832,27,5,"['Competitive Bidding Violation', 'Fiber review failure', 'Category 2 budget exceeded', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
833,key,5,[]
834,enrollment,5,['Missing required fields on 471']
835,detailed,5,['Competitive Bidding Violation - price not primary factor']
836,describes,5,[]
837,undertaken,5,[]
838,sbc,5,[]
839,multiple,5,[]
840,satélite,5,[]
841,ii,5,[]
842,29,5,"['Category 2 budget exceeded', 'Competitive Bidding Violation']"
843,narrative,5,['Competitive Bidding Violation - specified vendor in 470']
844,greater,5,['Competitive Bidding Violation - price not primary factor']
845,identified,5,[]
846,never,5,['Ineligible Service']
847,1699083545,5,[]
848,identical,5,['Missing documentation needed to determine eligible service']
849,840,5,['Competitive Bidding Violation - 28 day failure']
850,17006298,4,[]
851,17006299,4,[]
852,160511176,4,[]
853,17006296,4,[]
854,16059742,4,[]
855,16049993,4,[]
856,router,4,['Missing documentation needed to determine eligible service']
857,018,4,['Fiber review failure']
858,san,4,[]
859,allotted,4,[]
860,808,4,['Category 2 budget exceeded']
861,allowed,4,[]
862,17006295,4,[]
863,whether,4,[]
864,16051175,4,[]
865,17006304,4,[]
866,17006331,4,[]
867,17006319,4,[]
868,17006310,4,[]
869,17006311,4,[]
870,17006314,4,[]
871,16059745,4,[]
872,17006309,4,[]
873,17006307,4,[]
874,17006306,4,[]
875,17006315,4,[]
876,acquisition,4,[]
877,accurately,4,[]
878,17006317,4,[]
879,17006322,4,[]
880,97,4,"['Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
881,17006323,4,[]
882,rest,4,[]
883,17006325,4,[]
884,17006305,4,[]
885,17006326,4,[]
886,absent,4,['Competitive Bidding Violation - price not primary factor']
887,17006327,4,[]
888,01,4,"['Competitive Bidding Violation', 'Ineligible Service', 'Voice - no discount remaining', 'Applicant ineligible', 'Competitive Bidding Violation - price not primary factor', 'Red light rule violation', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service']"
889,17006329,4,[]
890,17006330,4,[]
891,17006303,4,[]
892,relative,4,[]
893,transport,4,['470 / 471 Mismatch']
894,16071184,4,[]
895,17006374,4,[]
896,multimegabit,4,[]
897,mr4,4,[]
898,mpls,4,[]
899,device,4,[]
900,message,4,[]
901,directory,4,['Competitive Bidding Violation']
902,match,4,"['470 / 471 Mismatch', 'No signed contract in place', 'Competitive Bidding Violation - specified vendor in 470']"
903,1699143853,4,[]
904,list,4,"['Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor', '470 / 471 Mismatch']"
905,dupage,4,[]
906,ec,4,"['Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Ineligible Service', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'Category 2 budget exceeded', 'c']"
907,switched,4,[]
908,ld,4,"['Applicant ineligible', 'Missing required fields on 471', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding']"
909,seeking,4,['Competitive Bidding Violation - price not primary factor']
910,laws,4,[]
911,etc,4,[]
912,late,4,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
