,trigram,count,phrase_array,category_arrays,evan_ids
3168,"('distance', 'services', 'provided')",3,distance services provided,[],[]
3169,"('network', 'equipment', 'therefore')",3,network equipment therefore,[],[]
3170,"('provider', '04', '04')",3,provider 04 04,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89]"
3171,"('bids', 'received', 'frn')",3,bids received frn,['Competitive Bidding Violation - price not primary factor'],[174]
3172,"('fcc', 'rules', 'mr1')",3,fcc rules mr1,['Competitive Bidding Violation - specified vendor in 470'],[81]
3173,"('modified', '27', '840')",3,modified 27 840,[],[]
3174,"('messaging', 'ineligible', 'product')",3,messaging ineligible product,[],[]
3175,"('router', 'equipment', 'fee')",3,router equipment fee,[],[]
3176,"('supported', 'contract', 'force')",3,supported contract force,[],[]
3177,"('price', 'type', 'service')",3,price type service,[],[]
3178,"('failed', 'properly', 'evaluate')",3,failed properly evaluate,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3179,"('21', 'parent', 'child')",3,21 parent child,[],[]
3180,"('campus', '17008117', 'celerity')",3,campus 17008117 celerity,[],[]
3181,"('campus', 'agree', 'applicant')",3,campus agree applicant,[],[]
3182,"('campus', 'school', 'buses')",3,campus school buses,[],[]
3183,"('item', 'clarification', 'duplicative')",3,item clarification duplicative,[],[]
3184,"('campus', 'usage', 'ineligible')",3,campus usage ineligible,[],[]
3185,"('district', 'ruled', 'part')",3,district ruled part,[],[]
3186,"('failed', 'comply', 'federal')",3,failed comply federal,[],[]
3187,"('fcc', 'rules', 'dr3')",3,fcc rules dr3,[],[]
3188,"('missing', 'form', '470')",3,missing form 470,['Missing form 470'],[51]
3189,"('district', 'brevard', 'failed')",3,district brevard failed,[],[]
3190,"('cannot', 'used', 'support')",3,cannot used support,[],[]
3191,"('factor', 'titled', 'products')",3,factor titled products,[],[]
3192,"('case', '5d15', '349')",3,case 5d15 349,[],[]
3193,"('21', '520', '00')",3,21 520 00,[],[]
3194,"('troika', 'charter', 'school')",3,troika charter school,[],[]
3195,"('district', 'court', 'appeal')",3,district court appeal,[],[]
3196,"('470', 'indicated', 'rfp')",3,470 indicated rfp,[],[]
3197,"('rfp', 'issued', 'fcc')",3,rfp issued fcc,[],[]
3198,"('celerity', 'achernar', 'charter')",3,celerity achernar charter,[],[]
3199,"('ruled', 'part', 'case')",3,ruled part case,[],[]
3200,"('part', 'evaluation', 'factor')",3,part evaluation factor,[],[]
3201,"('rules', 'applicable', 'state')",3,rules applicable state,[],[]
3202,"('provider', 'ec', 'acquisition')",3,provider ec acquisition,[],[]
3203,"('1', 'line', '5')",3,1 line 5,['Competitive Bidding Violation - price not primary factor'],[174]
3204,"('12', 'recipients', 'service')",3,12 recipients service,[],[]
3205,"('item', 'fiber', 'ethernet')",3,item fiber ethernet,[],[]
3206,"('rules', 'per', 'fcc')",3,rules per fcc,[],[]
3207,"('04', '2016', 'uploaded')",3,04 2016 uploaded,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89]"
3208,"('worksheets', 'provided', 'scored')",3,worksheets provided scored,[],[]
3209,"('brevard', 'accept', 'administrative')",3,brevard accept administrative,[],[]
3210,"('brevard', 'county', 'school')",3,brevard county school,[],[]
3211,"('brevard', 'failed', 'comply')",3,brevard failed comply,[],[]
3212,"('brevard’s', 'failure', 'comply')",3,brevard’s failure comply,[],[]
3213,"('fcc', 'competitive', 'bidding')",3,fcc competitive bidding,[],[]
3214,"('dr1', 'separate', 'vendor')",3,dr1 separate vendor,[],[]
3215,"('weighting', 'vendor', 'selection')",3,weighting vendor selection,[],[]
3216,"('indicated', 'evaluation', 'criteria')",3,indicated evaluation criteria,[],[]
3217,"('fall', 'authority', '17006592')",3,fall authority 17006592,[],[]
3218,"('fall', 'authority', '16072034')",3,fall authority 16072034,"['Ineligible Service', 'Applicant ineligible']","[3, 4, 5]"
3219,"('rules', 'dr3', 'description')",3,rules dr3 description,[],[]
3220,"('rules', 'dr2', 'winning')",3,rules dr2 winning,['Competitive Bidding Violation'],[2]
3221,"('prices', 'listed', 'bid')",3,prices listed bid,[],[]
3222,"('dr1', 'vendor', 'evaluation')",3,dr1 vendor evaluation,[],[]
3223,"('part', 'case', '5d15')",3,part case 5d15,[],[]
3224,"('failure', 'comply', 'state')",3,failure comply state,[],[]
3225,"('item', 'detailed', 'vendor')",3,item detailed vendor,[],[]
3226,"('baumgart', 'phone', 'number')",3,baumgart phone number,[],[]
3227,"('school', '1708116', 'celerity')",3,school 1708116 celerity,[],[]
3228,"('fiber', 'solution', 'therefore')",3,fiber solution therefore,[],[]
3229,"('151596', 'requesting', 'products')",3,151596 requesting products,['Applicant ineligible'],"[124, 132, 140]"
3230,"('1699092691', 'new', 'frn')",3,1699092691 new frn,[],[]
3231,"('item', 'products', 'requested')",3,item products requested,[],[]
3232,"('following', 'item', 'nslp')",3,following item nslp,[],[]
3233,"('following', 'item', 'mpls')",3,following item mpls,[],[]
3234,"('following', 'item', 'missing')",3,following item missing,['Missing form 470'],[51]
3235,"('applicant', 'relying', 'voluntary')",3,applicant relying voluntary,[],[]
3236,"('distance', 'services', 'apparent')",3,distance services apparent,[],[]
3237,"('following', 'item', 'isdn')",3,following item isdn,[],[]
3238,"('modified', 'quantity', '1')",3,modified quantity 1,[],[]
3239,"('video', 'conferencing', 'distance')",3,video conferencing distance,['Ineligible Service'],"[194, 195, 196]"
3240,"('applicants', 'comply', 'fcc')",3,applicants comply fcc,[],[]
3241,"('mr1', 'number', 'phone')",3,mr1 number phone,[],[]
3242,"('dr1', '10', '17')",3,dr1 10 17,[],[]
3243,"('provided', 'contract', 'dated')",3,provided contract dated,[],[]
3244,"('470', 'requests', 'proposals')",3,470 requests proposals,[],[]
3245,"('dr1', '8', '24')",3,dr1 8 24,[],[]
3246,"('item', 'pots', 'local')",3,item pots local,[],[]
3247,"('applicants', 'required', 'conduct')",3,applicants required conduct,[],[]
3248,"('15', 'recipients', 'service')",3,15 recipients service,[],[]
3249,"('following', 'item', 'ethernet')",3,following item ethernet,[],[]
3250,"('information', 'specifically', 'technical')",3,information specifically technical,[],[]
3251,"('470', 'cites', 'jon')",3,470 cites jon,[],[]
3252,"('following', 'item', 'detailed')",3,following item detailed,[],[]
3253,"('application', 'mr2', 'frn')",3,application mr2 frn,[],[]
3254,"('request', 'data', 'services')",3,request data services,[],[]
3255,"('month', 'month', 'arrangement')",3,month month arrangement,[],[]
3256,"('de', 'suplidores', 'submitted')",3,de suplidores submitted,[],[]
3257,"('selective', 'review', 'frn')",3,selective review frn,[],[]
3258,"('amp', 'mobility', 'added')",3,amp mobility added,[],[]
3259,"('demonstrate', 'price', 'eligible')",3,demonstrate price eligible,[],[]
3260,"('ineligible', 'receive', 'funding')",3,ineligible receive funding,['Applicant ineligible'],"[124, 132, 140]"
3261,"('separate', 'vendor', 'evaluation')",3,separate vendor evaluation,[],[]
3262,"('analysis', 'analysis', 'de')",3,analysis analysis de,[],[]
3263,"('funding', 'program', 'rules')",3,funding program rules,['Applicant ineligible'],"[124, 132, 140]"
3264,"('analysis', 'de', 'suplidores')",3,analysis de suplidores,[],[]
3265,"('provide', 'documentation', 'response')",3,provide documentation response,[],[]
3266,"('recipients', 'service', 'remove')",3,recipients service remove,[],[]
3267,"('times', 'greater', 'prices')",3,times greater prices,['Competitive Bidding Violation - price not primary factor'],[64]
3268,"('annual', 'amount', '4')",3,annual amount 4,[],[]
3269,"('selective', 'review', 'although')",3,selective review although,[],[]
3270,"('applicant', 'documentation', 'mr4')",3,applicant documentation mr4,[],[]
3271,"('selection', 'worksheets', 'provided')",3,selection worksheets provided,[],[]
3272,"('selection', 'vendor', 'requested')",3,selection vendor requested,[],[]
3273,"('relying', 'voluntary', 'contract')",3,relying voluntary contract,[],[]
3274,"('17006592', 'inwood', 'academy')",3,17006592 inwood academy,[],[]
3275,"('number', '314', '205')",3,number 314 205,[],[]
3276,"('appeal', 'state', 'florida')",3,appeal state florida,[],[]
3277,"('selection', 'process', 'fcc')",3,selection process fcc,[],[]
3278,"('applicable', 'state', 'local')",3,applicable state local,[],[]
3279,"('new', 'frn', 'dark')",3,new frn dark,[],[]
3280,"('modified', '164', '769')",3,modified 164 769,[],[]
3281,"('verizon', 'wireless', 'cellco')",3,verizon wireless cellco,[],[]
3282,"('15', 'agree', 'applicant')",3,15 agree applicant,[],[]
3283,"('process', 'provided', 'prior')",3,process provided prior,[],[]
3284,"('following', 'item', 'clarification')",3,following item clarification,[],[]
3285,"('authority', '16072034', 'yeshivaday')",3,authority 16072034 yeshivaday,"['Ineligible Service', 'Applicant ineligible']","[3, 4, 5]"
3286,"('florida', 'state', 'competitive')",3,florida state competitive,[],[]
3287,"('florida', 'fifth', 'district')",3,florida fifth district,[],[]
3288,"('florida', 'competitive', 'bidding')",3,florida competitive bidding,[],[]
3289,"('provided', 'month', 'month')",3,provided month month,[],[]
3290,"('school', 'verification', 'vendor')",3,school verification vendor,[],[]
3291,"('provided', 'prior', 'response')",3,provided prior response,[],[]
3292,"('de', 'la', 'cordillera')",3,de la cordillera,[],[]
3293,"('never', 'received', 'cellular')",3,never received cellular,['Ineligible Service'],"[57, 67]"
3294,"('item', 'mpls', 'internet')",3,item mpls internet,[],[]
3295,"('based', 'information', 'usac')",3,based information usac,[],[]
3296,"('award', 'contract', 'amp')",3,award contract amp,[],[]
3297,"('type', 'service', 'requested')",3,type service requested,[],[]
3298,"('item', 'missing', 'form')",3,item missing form,['Missing form 470'],[51]
3299,"('mo', 'recurring', 'charges')",3,mo recurring charges,['Ineligible Service'],"[49, 53]"
3300,"('school', 'garvanza', 'campus')",3,school garvanza campus,[],[]
3301,"('27', '840', '00')",3,27 840 00,[],[]
3302,"('school', 'irving', 'campus')",3,school irving campus,[],[]
3303,"('sufficient', 'documentation', 'response')",3,sufficient documentation response,[],[]
3304,"('school', 'las', 'vegas')",3,school las vegas,"['Ineligible Service', 'Applicant ineligible']","[3, 4, 5]"
3305,"('authority', '17006592', 'inwood')",3,authority 17006592 inwood,[],[]
3306,"('fifth', 'district', 'ruled')",3,fifth district ruled,[],[]
3307,"('type', 'network', 'equipment')",3,type network equipment,[],[]
3308,"('following', 'item', 'cable')",3,following item cable,[],[]
3309,"('suplidores', 'submitted', 'since')",3,suplidores submitted since,[],[]
3310,"('143025240', 'amp', 'amp')",3,143025240 amp amp,[],[]
3311,"('scored', 'vendor', 'using')",3,scored vendor using,[],[]
3312,"('143046663', 'competitive', 'bidding')",3,143046663 competitive bidding,[],[]
3313,"('underlying', 'competitive', 'bidding')",3,underlying competitive bidding,[],[]
3314,"('submitted', 'since', 'meet')",3,submitted since meet,[],[]
3315,"('score', 'sheet', 'explained')",3,score sheet explained,[],[]
3316,"('request', 'determine', 'adherence')",3,request determine adherence,[],[]
3317,"('dr1', 'applicants', 'required')",3,dr1 applicants required,[],[]
3318,"('item', 'nslp', 'data')",3,item nslp data,[],[]
3319,"('scores', 'given', 'evaluation')",3,scores given evaluation,[],[]
3320,"('ies', 'therefore', 'ineligible')",3,ies therefore ineligible,['Applicant ineligible'],"[124, 132, 140]"
3321,"('unable', 'provide', 'copy')",3,unable provide copy,[],[]
3322,"('17010975', '17010977', '17010978')",2,17010975 17010977 17010978,[],[]
3323,"('documentation', 'e', 'rate')",2,documentation e rate,[],[]
3324,"('within', 'frn', '17000407')",2,within frn 17000407,[],[]
3325,"('education', 'consistent', 'federal')",2,education consistent federal,[],[]
3326,"('relevant', 'factors', 'pre')",2,relevant factors pre,['Competitive Bidding Violation - price not primary factor'],[64]
3327,"('early', 'learning', 'center')",2,early learning center,[],[]
3328,"('17010977', '17010978', '17011090')",2,17010977 17010978 17011090,[],[]
3329,"('documentation', 'eligibility', 'entity')",2,documentation eligibility entity,[],[]
3330,"('documentation', 'created', 'evaluation')",2,documentation created evaluation,[],[]
3331,"('within', 'frn', '17000460')",2,within frn 17000460,[],[]
3332,"('ineligible', 'funding', 'state')",2,ineligible funding state,[],[]
3333,"('17010980', '17011093', '17010982')",2,17010980 17011093 17010982,[],[]
3334,"('17010910', '17010975', '17010977')",2,17010910 17010975 17010977,[],[]
3335,"('17010982', '17010985', '17010986')",2,17010982 17010985 17010986,[],[]
3336,"('education', 'agency', 'commonwealth')",2,education agency commonwealth,[],[]
3337,"('documentation', '1', 'copper')",2,documentation 1 copper,[],[]
3338,"('within', 'frn', '17000491')",2,within frn 17000491,[],[]
3339,"('education', 'authorized', 'apply')",2,education authorized apply,[],[]
3340,"('17010978', '17011090', '17011091')",2,17010978 17011090 17011091,[],[]
3341,"('division', 'puerto', 'rico')",2,division puerto rico,[],[]
3342,"('education', 'agency', 'lea')",2,education agency lea,[],[]
3343,"('education', 'commonwealth', 'puerto')",2,education commonwealth puerto,[],[]
3344,"('remain', 'ineligible', 'funding')",2,remain ineligible funding,[],[]
3345,"('month', '1', '010')",2,month 1 010,[],[]
3346,"('earlier', 'date', 'funding')",2,earlier date funding,[],[]
3347,"('ed', 'center', 'sch')",2,ed center sch,[],[]
3348,"('17010985', '17010986', '17010988')",2,17010985 17010986 17010988,[],[]
3349,"('17007968', 'eligible', 'assistance')",2,17007968 eligible assistance,[],[]
3350,"('regional', 'network', 'internet')",2,regional network internet,[],[]
3351,"('17010564', 'head', 'start')",2,17010564 head start,[],[]
3352,"('documents', 'copies', 'bid')",2,documents copies bid,[],[]
3353,"('dr3', 'service', 'type')",2,dr3 service type,[],[]
3354,"('dr3', 'vendor', 'evaluation')",2,dr3 vendor evaluation,['Competitive Bidding Violation'],"[18, 21]"
3355,"('documents', 'able', 'complete')",2,documents able complete,[],[]
3356,"('received', 'absent', 'extenuating')",2,received absent extenuating,['Competitive Bidding Violation - price not primary factor'],[64]
3357,"('recognizes', 'city', 'san')",2,recognizes city san,[],[]
3358,"('recover', 'fee', 'router')",2,recover fee router,[],[]
3359,"('point', 'scale', 'correspondence')",2,point scale correspondence,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3360,"('due', 'applicant', 'selecting')",2,due applicant selecting,[],[]
3361,"('within', 'frn', '17003684')",2,within frn 17003684,[],[]
3362,"('total', 'eligible', 'line')",2,total eligible line,[],[]
3363,"('indicates', 'bidders', 'evaluated')",2,indicates bidders evaluated,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3364,"('met', 'requirement', 'listed')",2,met requirement listed,[],[]
3365,"('recurring', 'cost', 'agree')",2,recurring cost agree,[],[]
3366,"('documentation', 'support', 'frn')",2,documentation support frn,[],[]
3367,"('total', '60', 'points')",2,total 60 points,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3368,"('month', '1', '210')",2,month 1 210,[],[]
3369,"('1', '210', '70')",2,1 210 70,[],[]
3370,"('documentation', 'support', '2')",2,documentation support 2,[],[]
3371,"('points', 'criteria', 'download')",2,points criteria download,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3372,"('dr3', 'review', 'application')",2,dr3 review application,[],[]
3373,"('dr1', '17010564', 'head')",2,dr1 17010564 head,[],[]
3374,"('points', 'evaluation', 'criterions')",2,points evaluation criterions,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3375,"('dr2', 'criteria', 'vendor')",2,dr2 criteria vendor,['Competitive Bidding Violation'],"[27, 28]"
3376,"('received', 'selected', 'bid')",2,received selected bid,['Competitive Bidding Violation - price not primary factor'],[64]
3377,"('indicated', 'bid', 'proficient')",2,indicated bid proficient,[],[]
3378,"('dr2', 'based', 'supporting')",2,dr2 based supporting,[],[]
3379,"('1', '2', 'agree')",2,1 2 agree,[],[]
3380,"('received', 'interconnected', 'voip')",2,received interconnected voip,[],[]
3381,"('within', 'frn', '17004786')",2,within frn 17004786,[],[]
3382,"('receiving', 'e', 'rate')",2,receiving e rate,[],[]
3383,"('dr1', 'program', 'rules')",2,dr1 program rules,[],[]
3384,"('dr1', '7', '29')",2,dr1 7 29,[],[]
3385,"('points', 'evaluation', 'primary')",2,points evaluation primary,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3386,"('dr1', 'frn', 'includes')",2,dr1 frn includes,['Ineligible Service'],[66]
3387,"('recipient', 'service', 'ben')",2,recipient service ben,[],[]
3388,"('within', 'frn', '17003950')",2,within frn 17003950,[],[]
3389,"('received', 'earlier', 'date')",2,received earlier date,[],[]
3390,"('month', '1', '215')",2,month 1 215,[],[]
3391,"('dr1', '9', '14')",2,dr1 9 14,[],[]
3392,"('points', 'download', 'speed')",2,points download speed,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3393,"('documentation', 'support', '1')",2,documentation support 1,[],[]
3394,"('recurring', 'unit', 'ineligible')",2,recurring unit ineligible,[],[]
3395,"('1', '215', '41')",2,1 215 41,[],[]
3396,"('toll', 'free', 'charge')",2,toll free charge,[],[]
3397,"('documentation', 'nslp', 'data')",2,documentation nslp data,[],[]
3398,"('documentation', 'needed', 'verify')",2,documentation needed verify,['Missing documentation needed to determine eligible service'],[193]
3399,"('1', '258', '20')",2,1 258 20,[],[]
3400,"('month', '1', '021')",2,month 1 021,[],[]
3401,"('reflect', 'correct', 'numbers')",2,reflect correct numbers,[],[]
3402,"('duplication', 'services', 'frn')",2,duplication services frn,[],[]
3403,"('documentation', 'mr3', 'fcc')",2,documentation mr3 fcc,[],[]
3404,"('documentation', 'mr2', 'monthly')",2,documentation mr2 monthly,[],[]
3405,"('toll', 'free', 'canada')",2,toll free canada,[],[]
3406,"('documentation', 'provided', 'created')",2,documentation provided created,[],[]
3407,"('documentation', 'mr2', 'establishing')",2,documentation mr2 establishing,[],[]
3408,"('documentation', 'mr2', 'contract')",2,documentation mr2 contract,[],[]
3409,"('documentation', 'mr1', 'frn')",2,documentation mr1 frn,[],[]
3410,"('documentation', 'local', 'phone')",2,documentation local phone,[],[]
3411,"('documentation', 'local', 'long')",2,documentation local long,[],[]
3412,"('documentation', 'item', '21')",2,documentation item 21,[],[]
3413,"('month', '1', '013')",2,month 1 013,[],[]
3414,"('documentation', 'identifying', 'cost')",2,documentation identifying cost,[],[]
3415,"('reference', 'contract', 'number')",2,reference contract number,[],[]
3416,"('month', '1', '036')",2,month 1 036,[],[]
3417,"('documentation', 'reviewed', 'demonstrates')",2,documentation reviewed demonstrates,[],[]
3418,"('individualrepresenting', 'service', 'provider')",2,individualrepresenting service provider,[],[]
3419,"('due', 'lit', 'fiber')",2,due lit fiber,[],[]
3420,"('dupage', 'area', 'voc')",2,dupage area voc,[],[]
3421,"('reduced', '20', '0')",2,reduced 20 0,[],[]
3422,"('dupage', 'technology', 'naperville')",2,dupage technology naperville,[],[]
3423,"('individually', 'accounted', 'points')",2,individually accounted points,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3424,"('1', '225', '41')",2,1 225 41,[],[]
3425,"('documentation', 'request', 'frn')",2,documentation request frn,[],[]
3426,"('month', '1', '037')",2,month 1 037,[],[]
3427,"('must', 'cost', 'effective')",2,must cost effective,['Competitive Bidding Violation - price not primary factor'],[64]
3428,"('17008813', 'meet', 'statutory')",2,17008813 meet statutory,[],[]
3429,"('documentation', 'provided', 'special')",2,documentation provided special,['Competitive Bidding Violation - price not primary factor'],[64]
3430,"('documentation', 'provided', 'shows')",2,documentation provided shows,[],[]
3431,"('17008786', 'eligible', 'assistance')",2,17008786 eligible assistance,[],[]
3432,"('within', 'frn', '17003098')",2,within frn 17003098,['Applicant ineligible'],"[158, 159]"
3433,"('within', 'frn', '17007968')",2,within frn 17007968,[],[]
3434,"('17008788', 'centro', 'tecnologico')",2,17008788 centro tecnologico,[],[]
3435,"('1', '234', '70')",2,1 234 70,[],[]
3436,"('1', '25', '2016')",2,1 25 2016,[],[]
3437,"('education', 'dr2', 'frn')",2,education dr2 frn,[],[]
3438,"('470', 'frn', 'fcc')",2,470 frn fcc,[],[]
3439,"('education', 'governing', 'authority')",2,education governing authority,[],[]
3440,"('17003987', '17003988', '17003990')",2,17003987 17003988 17003990,[],[]
3441,"('17003990', '17003991', '17003992')",2,17003990 17003991 17003992,[],[]
3442,"('17003991', '17003992', '17003995')",2,17003991 17003992 17003995,[],[]
3443,"('proficient', 'telecom', 'deemed')",2,proficient telecom deemed,[],[]
3444,"('proficient', 'telecom', 'submitted')",2,proficient telecom submitted,[],[]
3445,"('proficient', 'telecom’s', 'bid')",2,proficient telecom’s bid,[],[]
3446,"('year', 'mr1', 'quantity')",2,year mr1 quantity,[],[]
3447,"('frn', '1699123659', 'meet')",2,frn 1699123659 meet,[],[]
3448,"('17003992', '17003995', '17003996')",2,17003992 17003995 17003996,[],[]
3449,"('17003995', '17003996', '17003997')",2,17003995 17003996 17003997,[],[]
3450,"('program', 'procedures', 'usac')",2,program procedures usac,[],[]
3451,"('17003996', '17003997', '17004001')",2,17003996 17003997 17004001,[],[]
3452,"('17003997', '17004001', '17004003')",2,17003997 17004001 17004003,[],[]
3453,"('premise', 'ineligible', 'use')",2,premise ineligible use,[],[]
3454,"('17004001', '17004003', '17004004')",2,17004001 17004003 17004004,[],[]
3455,"('17004003', '17004004', '17004005')",2,17004003 17004004 17004005,[],[]
3456,"('hotspots', 'justified', 'cost')",2,hotspots justified cost,[],[]
3457,"('17004004', '17004005', '17004007')",2,17004004 17004005 17004007,[],[]
3458,"('month', '796', '36')",2,month 796 36,[],[]
3459,"('17004005', '17004007', '17004008')",2,17004005 17004007 17004008,[],[]
3460,"('17004007', '17004008', '17004009')",2,17004007 17004008 17004009,[],[]
3461,"('17004008', '17004009', '17004010')",2,17004008 17004009 17004010,[],[]
3462,"('17004009', '17004010', '17004012')",2,17004009 17004010 17004012,[],[]
3463,"('17004010', '17004012', '17008813')",2,17004010 17004012 17008813,[],[]
3464,"('pre', 'discount', 'prices')",2,pre discount prices,['Competitive Bidding Violation - price not primary factor'],[64]
3465,"('17004012', '17008813', 'meet')",2,17004012 17008813 meet,[],[]
3466,"('proof', 'non', 'duplicative')",2,proof non duplicative,[],[]
3467,"('however', 'failed', 'provide')",2,however failed provide,[],[]
3468,"('17003988', '17003990', '17003991')",2,17003988 17003990 17003991,[],[]
3469,"('17003984', '17003987', '17003988')",2,17003984 17003987 17003988,[],[]
3470,"('frn', '1699032399', 'new')",2,frn 1699032399 new,[],[]
3471,"('17003983', '17003984', '17003987')",2,17003983 17003984 17003987,[],[]
3472,"('frn', '1799044780', 'modified')",2,frn 1799044780 modified,[],[]
3473,"('head', 'start', 'municipality')",2,head start municipality,[],[]
3474,"('product', 'service', 'toll')",2,product service toll,[],[]
3475,"('frn', '17007968', 'eligible')",2,frn 17007968 eligible,[],[]
3476,"('17003970', '17003971', '17003972')",2,17003970 17003971 17003972,[],[]
3477,"('17003971', '17003972', '17003973')",2,17003971 17003972 17003973,[],[]
3478,"('frn', '17004786', '17004788')",2,frn 17004786 17004788,[],[]
3479,"('productivity', 'center', 'wait')",2,productivity center wait,[],[]
3480,"('frn', '17003950', '17003951')",2,frn 17003950 17003951,[],[]
3481,"('17003972', '17003973', '17003974')",2,17003972 17003973 17003974,[],[]
3482,"('frn', '17003684', 'eligible')",2,frn 17003684 eligible,[],[]
3483,"('17003973', '17003974', '17003975')",2,17003973 17003974 17003975,[],[]
3484,"('17003974', '17003975', '17003977')",2,17003974 17003975 17003977,[],[]
3485,"('frn', '17003098', 'meet')",2,frn 17003098 meet,['Applicant ineligible'],"[158, 159]"
3486,"('17003975', '17003977', '17003979')",2,17003975 17003977 17003979,[],[]
3487,"('17003977', '17003979', '17003980')",2,17003977 17003979 17003980,[],[]
3488,"('frn', '17000491', 'eligible')",2,frn 17000491 eligible,[],[]
3489,"('frn', '17000460', '17008786')",2,frn 17000460 17008786,[],[]
3490,"('products', 'services', 'agree')",2,products services agree,['Competitive Bidding Violation'],[77]
3491,"('17003979', '17003980', '17003982')",2,17003979 17003980 17003982,[],[]
3492,"('present', 'extenuating', 'circumstances')",2,present extenuating circumstances,['Competitive Bidding Violation - price not primary factor'],[64]
3493,"('preparation', 'certification', 'entity')",2,preparation certification entity,[],[]
3494,"('products', 'services', 'category')",2,products services category,[],[]
3495,"('17003980', '17003982', '17003983')",2,17003980 17003982 17003983,[],[]
3496,"('month', '808', '36')",2,month 808 36,[],[]
3497,"('17003982', '17003983', '17003984')",2,17003982 17003983 17003984,[],[]
3498,"('products', 'services', 'individually')",2,products services individually,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3499,"('frn', '1699032499', 'frn')",2,frn 1699032499 frn,[],[]
3500,"('however', 'products', 'services')",2,however products services,"['Ineligible Service', 'Competitive Bidding Violation', '470 / 471 Mismatch']","[54, 59, 97]"
3501,"('frn', '1799045594', 'duplicates')",2,frn 1799045594 duplicates,[],[]
3502,"('form', '470', 'usac')",2,form 470 usac,[],[]
3503,"('form', '470', 'selecting')",2,form 470 selecting,[],[]
3504,"('form', '470', 'proficient')",2,form 470 proficient,[],[]
3505,"('010', '43', 'per')",2,010 43 per,[],[]
3506,"('form', '470', 'mr1')",2,form 470 mr1,[],[]
3507,"('prospective', 'service', 'providers')",2,prospective service providers,['Competitive Bidding Violation - price not primary factor'],[64]
3508,"('form', '470', 'inquiries')",2,form 470 inquiries,[],[]
3509,"('form', '470', 'initiated')",2,form 470 initiated,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3510,"('013', '05', 'per')",2,013 05 per,[],[]
3511,"('upload', 'speed', 'criterions')",2,upload speed criterions,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3512,"('mobile', 'insurance', 'premium')",2,mobile insurance premium,[],[]
3513,"('form', '470', 'data')",2,form 470 data,[],[]
3514,"('form', '470', 'current')",2,form 470 current,[],[]
3515,"('018', '95', 'per')",2,018 95 per,[],[]
3516,"('018', '98', 'per')",2,018 98 per,[],[]
3517,"('form', '470', '160022042')",2,form 470 160022042,[],[]
3518,"('form', '470', '160008834')",2,form 470 160008834,[],[]
3519,"('provide', 'copies', 'competitive')",2,provide copies competitive,[],[]
3520,"('foreign', 'listing', 'call')",2,foreign listing call,[],[]
3521,"('force', 'funding', 'year')",2,force funding year,[],[]
3522,"('provide', 'documentation', 'demonstrating')",2,provide documentation demonstrating,[],[]
3523,"('02', 'per', 'month')",2,02 per month,[],[]
3524,"('provide', 'documentation', 'eligibility')",2,provide documentation eligibility,[],[]
3525,"('following', 'services', 'cellular')",2,following services cellular,[],[]
3526,"('following', 'items', 'vendor')",2,following items vendor,[],[]
3527,"('following', 'items', 'quantity')",2,following items quantity,[],[]
3528,"('022', '43', 'per')",2,022 43 per,[],[]
3529,"('following', 'item', 'validation')",2,following item validation,[],[]
3530,"('form', '470', 'timing')",2,form 470 timing,[],[]
3531,"('006', '98', 'per')",2,006 98 per,[],[]
3532,"('frn', '1699029624', '001')",2,frn 1699029624 001,[],[]
3533,"('id', 'bus', 'mr1')",2,id bus mr1,[],[]
3534,"('pre', 'commitment', 'operational')",2,pre commitment operational,[],[]
3535,"('properly', 'evaluate', 'bids')",2,properly evaluate bids,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3536,"('mr3', 'fcc', 'form')",2,mr3 fcc form,[],[]
3537,"('proposal', 'also', 'included')",2,proposal also included,[],[]
3538,"('frn', '1699010929', 'dark')",2,frn 1699010929 dark,[],[]
3539,"('hub', 'site', 'internet')",2,hub site internet,[],[]
3540,"('pr', 'statutory', 'requirements')",2,pr statutory requirements,[],[]
3541,"('proposal', 'fcc', 'rules')",2,proposal fcc rules,['Competitive Bidding Violation - price not primary factor'],[64]
3542,"('usac’s', 'website', 'time')",2,usac’s website time,[],[]
3543,"('frn', '16072034', 'meet')",2,frn 16072034 meet,['Applicant ineligible'],"[4, 5]"
3544,"('proposal', 'met', 'requirement')",2,proposal met requirement,[],[]
3545,"('frn', '16054648', '16060391')",2,frn 16054648 16060391,[],[]
3546,"('free', 'charge', 'toll')",2,free charge toll,[],[]
