trigram,count
"('effective', 'option', 'offered')",31
"('dr1', 'frn', 'associated')",31
"('sobrato', 'oya', '17012378')",31
"('site', 'per', 'program')",31
"('entity', 'terra', 'bella')",31
"('funding', 'entities', 'removed')",31
"('1699138580', '1699145599', 'frn')",31
"('equipment', 'dark', 'fiber')",31
"('1699138580', '1699145599', 'denied')",31
"('documentation', 'mr2', 'based')",31
"('17010498', 'south', 'county')",31
"('17010499', 'hub', 'oya')",31
"('17010500', 'washington', 'youth')",31
"('17010501', 'sobrato', 'oya')",31
"('frn', 'requests', 'network')",31
"('county', 'oya', '17010499')",31
"('south', 'county', 'oya')",31
"('oya', '17010501', 'sobrato')",31
"('center', 'oya', '17010501')",31
"('applicant', 'failed', 'select')",31
"('network', 'equipment', 'dark')",31
"('modified', '17010498', 'south')",31
"('mr2', 'based', 'review')",31
"('item', 'products', 'services')",31
"('review', 'member', 'entities')",31
"('items', 'modified', '17010498')",31
"('oya', '17010499', 'hub')",31
"('oya', '17012378', 'opportunity')",31
"('option', 'offered', 'frn')",31
"('also', 'denied', 'mr1')",31
"('associated', 'denied', 'frn')",31
"('bella', 'academy', '16042682')",31
"('frn', 'associated', 'frn')",31
"('terra', 'bella', 'academy')",31
"('associated', 'frn', '1699138580')",31
"('frn', 'also', 'denied')",31
"('oya', '17010500', 'washington')",31
"('per', 'month', '1')",31
"('success', 'academy', '16039828')",31
"('school', 'site', 'per')",31
"('16042682', 'success', 'academy')",31
"('16039828', 'closed', 'school')",31
"('446', '58', 'agree')",30
"('14', '2016', 'agree')",30
"('13', '2016', '7')",30
"('58', 'agree', 'applicant')",30
"('self', 'provisioned', 'fiber')",30
"('associated', 'self', 'provisioned')",30
"('51', '446', '58')",30
"('vendor', 'selection', 'process')",30
"('vendor', 'selection', 'documentation')",30
"('53', '435', '28')",30
"('winning', 'vendor', 'selected')",30
"('frn', 'modified', '53')",30
"('demonstrated', 'dark', 'fiber')",30
"('435', '28', '51')",30
"('documentation', 'mr3', 'data')",30
"('effective', 'requested', 'lit')",30
"('vendor', 'selected', 'accordance')",30
"('2016', '7', '14')",30
"('changed', '7', '13')",30
"('provisioned', 'fiber', 'request')",30
"('per', 'month', 'agree')",30
"('28', '51', '446')",30
"('7', '14', '2016')",30
"('created', 'order', 'change')",30
"('requested', 'lit', 'fiber')",30
"('modified', '53', '435')",30
"('mr3', 'data', 'transmission')",30
"('determine', 'cost', 'effective')",30
"('7', '13', '2016')",30
"('failed', 'demonstrated', 'dark')",30
"('equal', 'cost', 'eligible')",29
"('products', 'services', 'price')",29
"('bid', 'evaluation', 'factors')",29
"('products', 'services', 'must')",29
"('bid', 'evaluation', 'included')",29
"('products', 'services', 'since')",29
"('since', 'price', 'eligible')",29
"('require', 'order', 'determine')",29
"('evaluation', 'factors', 'cannot')",29
"('factors', 'included', 'bid')",29
"('administrator’s', 'information', 'request')",29
"('greatest', 'violated', 'competitive')",29
"('contains', 'significant', 'information')",29
"('respond', 'administrator’s', 'information')",29
"('services', 'alone', 'weighted')",29
"('alone', 'weighted', 'greatest')",29
"('cost', 'factors', 'included')",29
"('heavily', 'bid', 'evaluation')",29
"('price', 'factor', 'cost')",29
"('must', 'weighted', 'heavily')",29
"('weighted', 'greatest', 'violated')",29
"('weighted', 'heavily', 'bid')",29
"('information', 'fcc', 'form')",29
"('services', 'must', 'weighted')",29
"('factors', 'cannot', 'weighting')",29
"('services', 'price', 'factor')",29
"('weighting', 'equal', 'cost')",29
"('factor', 'cost', 'factors')",29
"('services', 'since', 'price')",29
"('provider', 'price', 'eligible')",29
"('order', 'determine', 'cost')",29
"('administrator', 'special', 'compliance')",29
"('value', 'ineligible', 'products')",29
"('cannot', 'weighting', 'equal')",29
"('products', 'services', 'alone')",29
"('evaluation', 'included', 'value')",29
"('included', 'value', 'ineligible')",29
"('data', 'plans', 'ineligible')",28
"('including', 'data', 'text')",28
"('local', 'phone', 'service')",28
"('bidding', 'process', 'frn')",28
"('following', 'item', 'voice')",28
"('program', 'rules', 'requirements')",28
"('consultation', 'applicant', 'service')",27
"('since', 'meet', 'program')",26
"('bidders', 'respond', 'rfp')",26
"('established', 'competitive', 'bidding')",26
"('information', 'needed', 'potential')",26
"('potential', 'bidders', 'respond')",26
"('meet', 'program', 'requirement')",26
"('requirements', 'competitive', 'bidding')",26
"('respond', 'administrator', 'special')",26
"('needed', 'potential', 'bidders')",26
"('item', 'cellular', 'voice')",26
"('funding', 'year', 'mr1')",26
"('total', 'annual', 'amount')",26
"('form', '471', 'since')",26
"('added', 'fcc', 'form')",26
"('program', 'requirement', 'frn')",26
"('28', 'day', 'competitive')",26
"('form', '470', 'request')",25
"('contract', 'expiration', 'date')",25
"('require', 'contract', 'signed')",25
"('471', 'since', 'meet')",25
"('agreement', 'entered', 'prior')",25
"('filed', 'fcc', 'rules')",25
"('additional', 'modifying', 'original')",25
"('request', 'proposal', 'uploaded')",25
"('471', 'certification', 'products')",25
"('original', 'information', 'fcc')",25
"('dated', 'applicant', 'legally')",25
"('471', 'application', 'accordance')",25
"('modifying', 'original', 'information')",25
"('able', 'respond', 'fcc')",25
"('documentation', 'providing', 'additional')",25
"('plans', 'ineligible', 'service')",25
"('require', 'fcc', 'form')",25
"('application', 'accordance', 'ral')",25
"('applicant', 'legally', 'binding')",25
"('bid', 'evaluation', 'process')",25
"('procedures', 'require', 'fcc')",25
"('bidders', 'able', 'respond')",25
"('voice', 'including', 'data')",25
"('uploaded', 'fcc', 'form')",25
"('rules', 'requirements', 'competitive')",25
"('proposal', 'uploaded', 'fcc')",25
"('rules', 'require', 'contract')",25
"('form', '470', 'e')",25
"('binding', 'agreement', 'entered')",25
"('470', 'request', 'proposal')",25
"('signed', 'dated', 'applicant')",25
"('cellular', 'voice', 'including')",25
"('certification', 'filed', 'fcc')",25
"('certification', 'products', 'services')",25
"('program', 'procedures', 'require')",25
"('prior', 'filing', 'fcc')",25
"('contract', 'signed', 'dated')",25
"('470', 'e', 'rate')",25
"('entered', 'prior', 'filing')",25
"('providing', 'additional', 'modifying')",25
"('vendor', 'evaluation', 'process')",24
"('information', 'bidders', 'able')",24
"('substantially', 'different', 'requested')",24
"('available', '28', 'days')",24
"('year', 'fy2016', 'fcc')",24
"('request', 'services', 'filing')",24
"('program', 'rules', 'dr2')",24
"('significant', 'information', 'bidders')",24
"('make', 'bona', 'fide')",24
"('services', 'requested', 'since')",24
"('different', 'requested', 'fcc')",24
"('day', 'competitive', 'bidding')",24
"('must', 'describe', 'planned')",24
"('mr2', 'amount', 'funding')",24
"('funding', 'year', 'fy2016')",24
"('470', 'services', 'requested')",24
"('applicants', 'make', 'bona')",24
"('form', '470', 'services')",24
"('planned', 'service', 'requirements')",24
"('fy2016', 'fcc', 'rules')",24
"('requirements', 'requested', 'fcc')",24
"('services', 'filing', 'fcc')",24
"('470', 'must', 'describe')",24
"('dr1', 'new', 'frn')",24
"('require', 'applicants', 'make')",24
"('service', 'requirements', 'requested')",24
"('parent', 'child', 'relationship')",24
"('describe', 'planned', 'service')",24
"('requested', 'since', 'requirement')",24
"('item', 'local', 'phone')",23
"('64', 'per', 'month')",23
"('98', 'per', 'month')",23
"('request', 'denied', 'mr1')",23
"('special', 'compliance', 'review')",23
"('establishing', 'fcc', 'form')",23
"('application', 'number', 'changed')",23
"('library', 'services', 'technology')",23
"('470', 'application', 'number')",23
"('services', 'technology', 'act')",23
"('form', '470', 'application')",23
"('eligible', 'assistance', 'state')",22
"('ral', 'request', 'mr2')",22
"('00', 'agree', 'applicant')",22
"('meet', 'eligibility', 'requirement')",22
"('following', 'item', 'item')",22
"('bid', 'evaluation', 'form')",22
"('dr1', 'products', 'services')",22
"('lsta', 'therefore', 'library')",22
"('technology', 'act', 'lsta')",22
"('item', 'item', '21')",22
"('eligibility', 'following', 'items')",22
"('eligibility', 'requirement', 'receive')",22
"('potential', 'service', 'providers')",22
"('therefore', 'library', 'meet')",22
"('assistance', 'state', 'library')",22
"('criteria', 'vendor', 'selection')",22
"('requirement', 'receive', 'universal')",22
"('state', 'library', 'administrative')",22
"('equipment', 'associated', 'self')",22
"('agency', 'library', 'services')",22
"('administrative', 'agency', 'library')",22
"('library', 'meet', 'eligibility')",22
"('library', 'administrative', 'agency')",22
"('documentation', 'provided', 'selective')",22
"('act', 'lsta', 'therefore')",22
"('documentation', 'mr2', 'amount')",22
"('number', 'changed', 'request')",21
"('cost', 'effectiveness', 'review')",21
"('selected', 'accordance', 'vendor')",21
"('funding', 'year', 'dr2')",21
"('applicants', 'carefully', 'consider')",21
"('adhere', 'criteria', 'vendor')",21
"('accordance', 'vendor', 'evaluation')",21
"('evaluation', 'process', 'described')",21
"('selection', 'documentation', 'provided')",21
"('require', 'applicants', 'carefully')",21
"('vendor', 'documentation', 'provided')",21
"('changed', 'request', 'applicant')",21
"('following', 'item', 'data')",21
"('documentation', 'provided', 'funding')",20
"('process', 'described', 'vendor')",20
"('service', 'start', 'date')",20
"('unable', 'determine', 'price')",20
"('provided', 'funding', 'request')",20
"('factor', 'selection', 'vendor')",20
"('services', 'primary', 'factor')",20
"('usac', 'unable', 'determine')",20
"('wireless', 'data', 'service')",20
"('denied', 'mr1', 'new')",20
"('described', 'vendor', 'selection')",20
"('evaluation', 'factor', 'selection')",19
"('determine', 'price', 'eligible')",19
"('services', 'ineligible', 'product')",19
"('services', 'primary', 'evaluation')",19
"('contract', 'new', 'service')",19
"('following', 'item', 'documentation')",19
"('based', 'supporting', 'documentation')",19
"('manufacturer’s', 'name', 'brand')",19
"('cited', 'fcc', 'form')",19
"('00', 'per', 'month')",19
"('dr1', 'contract', 'new')",19
"('bidding', 'process', 'eliminating')",18
"('expensive', 'service', 'provider')",18
"('particular', 'manufacturer’s', 'name')",18
"('eliminating', 'opportunity', 'applicant')",18
"('contains', 'particular', 'manufacturer’s')",18
"('less', 'expensive', 'choose')",18
"('funding', 'request', 'denied')",18
"('binding', 'agreement', 'new')",18
"('name', 'brand', 'products')",18
"('equivalent', 'better', 'product')",18
"('equivalent', 'products', 'services')",18
"('service', 'provider', 'submit')",18
"('allowing', 'service', 'provider')",18
"('form', '470', 'established')",18
"('effectiveness', 'review', 'determined')",18
"('bidding', 'violation', 'indication')",18
"('frn', 'contains', 'particular')",18
"('less', 'expensive', 'service')",18
"('470', 'rfp', 'addenda')",18
"('undermines', 'competitive', 'bidding')",18
"('services', 'frn', 'contains')",18
"('choose', 'less', 'expensive')",18
"('also', 'specifying', '“or')",18
"('“or', 'equivalent”', 'competitive')",18
"('responses', 'therefore', 'frn')",18
"('result', 'cost', 'effectiveness')",18
"('stated', 'selective', 'review')",18
"('may', 'less', 'expensive')",18
"('review', 'determined', 'request')",18
"('indication', 'fcc', 'form')",18
"('mr1', 'establishing', 'fcc')",18
"('service', 'type', 'requested')",18
"('also', 'allowing', 'service')",18
"('review', 'responses', 'therefore')",18
"('product', 'may', 'less')",18
"('equivalent”', 'competitive', 'bidding')",18
"('applicant', 'purchase', 'equivalent')",18
"('specifying', '“or', 'equivalent”')",18
"('month', '1', '012')",18
"('selective', 'review', 'responses')",18
"('purchase', 'equivalent', 'better')",18
"('violation', 'indication', 'fcc')",18
"('products', 'services', 'frn')",18
"('services', 'undermines', 'competitive')",18
"('470', 'established', 'competitive')",18
"('criteria', 'stated', 'selective')",18
"('new', 'frn', 'contains')",18
"('schools', 'mr1', 'frn')",18
"('submit', 'bid', 'equivalent')",18
"('start', 'date', 'changed')",18
"('opportunity', 'applicant', 'purchase')",18
"('selection', 'vendor', 'accordance')",18
"('process', 'eliminating', 'opportunity')",18
"('apparent', 'selection', 'vendor')",18
"('evaluation', 'criteria', 'stated')",18
"('products', 'services', 'without')",18
"('accordance', 'evaluation', 'criteria')",18
"('products', 'services', 'undermines')",18
"('bid', 'equivalent', 'products')",18
"('better', 'product', 'may')",18
"('request', 'denied', 'result')",18
"('vendor', 'accordance', 'evaluation')",18
"('denied', 'dr2', 'frn')",18
"('without', 'also', 'specifying')",18
"('expensive', 'choose', 'less')",18
"('denied', 'result', 'cost')",18
"('validate', 'parent', 'child')",18
"('mr1', 'consultation', 'applicant')",18
"('provider', 'submit', 'bid')",18
"('agreement', 'new', 'service')",18
"('item', 'according', 'program')",17
"('6', '22', '2017')",17
"('frn', 'denied', 'due')",17
"('line', 'item', '1')",17
"('product', 'based', 'program')",17
"('following', 'item', 'according')",17
"('form', '470', 'products')",17
"('change', 'service', 'type')",17
"('22', '2017', 'application')",17
"('eligibility', 'discounts', 'following')",17
"('7', '1', '2017')",17
"('effective', 'required', 'fcc')",17
"('sufficiently', 'demonstrate', 'eligibility')",17
"('accordance', 'program', 'rules')",17
"('made', 'available', 'potential')",17
"('brand', 'products', 'services')",17
"('productivity', 'portal', 'potential')",17
"('according', 'program', 'rules')",17
"('services', 'without', 'also')",17
"('carefully', 'consider', 'bids')",17
"('lines', 'frn', 'line')",17
"('rfp', 'also', 'allowing')",17
"('order', 'change', 'service')",17
"('justified', 'cost', 'effective')",17
"('470', 'products', 'services')",17
"('dr1', 'funding', 'request')",17
"('description', 'products', 'services')",17
"('documentation', 'provided', 'demonstrates')",17
"('compliance', 'review', 'information')",17
"('470', 'rfp', 'also')",17
"('documentation', 'provided', 'sufficiently')",17
"('demonstrate', 'eligibility', 'discounts')",17
"('discounts', 'following', 'item')",17
"('fiber', 'program', 'rules')",17
"('cost', 'effective', 'required')",17
"('type', 'requested', 'frn')",17
"('item', '1', 'modified')",17
"('provided', 'sufficiently', 'demonstrate')",17
"('dr1', '6', '22')",17
"('ineligible', 'product', 'based')",17
"('service', 'providers', 'evaluate')",16
"('therefore', 'meet', '28')",16
"('mail', 'services', 'ineligible')",16
"('rfp', 'available', '28')",16
"('based', 'documentation', 'provided')",16
"('receiving', 'service', 'funding')",16
"('category', 'two', 'services')",16
"('includes', 'request', 'voice')",16
"('cellular', 'voice', 'services')",16
"('eligibility', 'entity', 'ies')",16
"('available', 'potential', 'vendors')",16
"('without', 'vendor', 'evaluation')",16
"('service', 'funding', 'request')",16
"('voice', 'mail', 'services')",16
"('potential', 'vendors', 'evaluate')",16
"('providers', 'evaluate', 'documentation')",16
"('well', 'documentation', 'providing')",16
"('entity', 'ies', 'receiving')",16
"('determine', 'eligibility', 'entity')",16
