new_ben_type,postal_cd,ben,name,usac_type,usac_attributes,street_address,city,zip_code,applicant_ben,applicant_name,applicant_usac_type,applicant_usac_attributes,applicant_esh_type,applicant_esh_id
applicant,FL,17014128,ACADEMIC SOLUTIONS ACADEMCY-A,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014128,ACADEMIC SOLUTIONS ACADEMCY-A,School,Charter School;Public School;,,
applicant,FL,17014338,Kids Community College Southeast Middle Charter School ,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014338,Kids Community College Southeast Middle Charter School ,School,Charter School;Public School;,,
recipient,GA,33258,WHEELER COUNTY MIDDLE SCHOOL,School,Public School;,50 SNOWHILL RD,ALAMO,GA,127330,WHEELER COUNTY SCHOOL DISTRICT,School District,Public School District;,District,890031
recipient,GA,17003642,Martha Ellen Stilwell School for the Performing Arts,School,Public School;,2580 MOUNT ZION PKWY,JONESBORO,GA,127308,CLAYTON COUNTY PUBLIC SCHOOLS,School District,Public School District;,District,889888
recipient,GA,17003659,PERFORMANCE LEARNING CENTER,School,Public School;,1740 WALTON WAY,AUGUSTA,GA,127418,RICHMOND COUNTY SCHOOL DIST,School District,Public School District;,District,889993
recipient,GA,17003662,Sumter County Intermediate School,School,Public School;,439 BUMPHEAD RD,AMERICUS,GA,127503,SUMTER COUNTY SCHOOLS,School District,Public School District;,District,890002
applicant,GA,17011755,WESTSIDE ATLANTA CHARTER SCHOOL,School District,Charter School District;Public School District;,#N/A,#N/A,#N/A,17011755,WESTSIDE ATLANTA CHARTER SCHOOL,School District,Charter School District;Public School District;,,
recipient,GA,17011837,INTERNATIONAL TRANSITION CENTER,School,Public School;,52 Gwinnett Drive,Lawrenceville,GA,127274,GWINNETT COUNTY PUBLIC SCHOOLS,School District,Charter School District;Public School District;,District,889931
recipient,GA,17011842,Clarke County Career Academy,School,New Construction School;Public School;,440 DEARING EXT BLDG 1,ATHENS,GA,127374,CLARKE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,889886
recipient,GA,17011877,Clarke County Transient School,School,Public School;,280 Gaines School Road,Athens,GA,127374,CLARKE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,889886
recipient,GA,17012578,Zebulon High School,School,Public School;,7360 HIGHWAY 19 S,ZEBULON,GA,127315,Pike County School District,School District,Public School District;,District,889984
recipient,GA,17012609,PARKWAY ELEMENTARY SCHOOL ,School,Public School;,2660 WILLIAM FEW PKWY,EVANS,GA,127408,COLUMBIA COUNTY BOARD OF EDUCATION,School District,Public School District;,District,889893
recipient,GA,17012673,TUSKEGEE AIRMEN GLOBAL ACADEMY,School,Public School;,654 ALVARADO TERRACE SW,ATLANTA,GA,127319,ATLANTA PUBLIC SCHOOLS,School District,Public School District;,District,889837
recipient,GA,17012675,WOODSON PARK ACADEMY,School,Public School;,20 EVELYN WAY NW,ATLANTA,GA,127319,ATLANTA PUBLIC SCHOOLS,School District,Public School District;,District,889837
recipient,GA,17012681,MICHAEL HOLLIS INNOVATION ACADEMY,School,Public School;,225 JAMES P BRAWLEY DR SW,ATLANTA,GA,127319,ATLANTA PUBLIC SCHOOLS,School District,Public School District;,District,889837
recipient,GA,17012890,Greene County Pre-K,School,Public School;,1100 WITCHER ST,UNION POINT,GA,127380,Greene County School District,School District,Charter School District;Public School District;,District,889929
recipient,GA,17013193,Burwell GNETS,School,Public School;,307 FORT DR,LAGRANGE,GA,127310,TROUP COUNTY SCHOOL SYSTEM,School District,Charter School District;Public School District;,District,889810
recipient,GA,17013484,New Appling Middle School,School,New Construction School;Public School;,1221 Shurling Drive,Macon,GA,127456,BIBB COUNTY PUBLIC SCHOOLS,School District,Public School District;,District,889862
recipient,GA,17013485,New Northeast High School,School,New Construction School;Public School;,1657 Upper River Road,Macon,GA,127456,BIBB COUNTY PUBLIC SCHOOLS,School District,Public School District;,District,889862
recipient,GA,17013695,New Austin Elementary School,School,Public School;,5435 ROBERTS DR,DUNWOODY,GA,127271,DEKALB COUNTY SCHOOL DISTRICT,School District,Public School District;,District,889904
recipient,GA,17013696,New Pleasantdale Elementary School,School,Public School;,3695 NORTHLAKE DR,DORAVILLE,GA,127271,DEKALB COUNTY SCHOOL DISTRICT,School District,Public School District;,District,889904
applicant,GA,17013734,RESURGENCE HALL,School,Charter School;Public School;,1743 HARDIN AVE,COLLEGE PARK,GA,17013734,RESURGENCE HALL,School,Charter School;Public School;,,
recipient,IA,17011950,Alternative High School,School,Public School;,19 N ILLINOIS AVE,MASON CITY,IA,131987,MASON CITY COMM SCHOOL DIST,School District,Public School District;,District,894362
recipient,IA,17012364,HERITAGE ELEMENTARY ,School,New Construction School;Public School;,500 NE Beaverbrooke BLVD ,Grimes,IA,131846,DALLAS CENTER-GRIMES SCH DIST,School District,Public School District;,District,894241
recipient,IA,17012624,Liberty High School,School,New Construction School;Public School;,1400 S DUBUQUE ST,NORTH LIBERTY,IA,132539,IOWA CITY COMM SCHOOL DISTRICT,School District,Public School District;,District,894321
recipient,IA,17012625,East Herbert Hoover Elementary ,School,New Construction School;Public School;,1355 BARRINGTON RD,IOWA CITY,IA,132539,IOWA CITY COMM SCHOOL DISTRICT,School District,Public School District;,District,894321
recipient,IA,17013709,East Union Elementary,School,Public School;,1916 HIGH SCHOOL DR,AFTON,IA,132221,EAST UNION COMMUNITY SCH DIST,School District,Public School District;,District,894266
recipient,ID,16074777,IDAHO NATIONAL GUARD YOUTH CHALLENGE ACADEMY,School,Public School;,#N/A,#N/A,#N/A,142691,OROFINO JT SCHOOL DISTRICT 171,School District,Public School District;,District,895476
recipient,ID,17003398,L&C Chestnut St. Center,School,Head Start;Public School;,1260 Chestnut St,Clarkston ,WA,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003399,L&C Fair Street Center,School,Head Start;Public School;,1483 Fair St,Clarkston ,WA,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003646,L&C Craigmont Center,School,Head Start;Public School;,213 West Main St,Craigmont,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003647,L&C Grangeville Center,School,Head Start;Public School;,400 S IDAHO AVE,GRANGEVILLE,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003648,L&C Whitman Center,School,Head Start;Public School;,1840 9TH AVE,LEWISTON,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003650,L&C Kamiah Center,School,Head Start;Public School;,1319 HILL ST,KAMIAH,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003652,L&C Moscow Center,School,Head Start;Public School;,514 NORTHWOOD DR,MOSCOW,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003653,L&C Orofino Center,School,Head Start;Public School;,143 Bartlett Street,Orofino,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17003654,L&C Weippe Center,School,Head Start;Public School;,220 N MAIN ST,WEIPPE,ID,17002551,Lewis & Clark Early Childhood Program,School District,Public School District;,OtherLocation,1082257
recipient,ID,17011693,Hayden Center Elementary School,School,New Construction School;Public School;,9650 N Government Way,Hayden,ID,142762,COEUR D'ALENE SCHOOL DIST 271,School District,Public School District;,District,895415
recipient,ID,17012179,ISUCCEED VIRTUAL HIGH SCHOOL,School,Public School;,6148 N DISCOVERY WAY STE 120,BOISE,ID,16053540,ISUCCEED VIRTUAL HIGH SCHOOL,School District,Charter School District;Public School District;,District,895375
recipient,ID,17012387,South Hills Middle School,School,New Construction School;Public School;,1550 Harrison Street South,Twin Falls,ID,142609,TWIN FALLS SCHOOL DISTRICT 411,School District,Public School District;,District,895498
recipient,ID,17013680,Ridgevue High School,School,New Construction School;Public School;,18800 MADISON RD,NAMPA,ID,142695,VALLIVUE SCHOOL DISTRICT 139,School District,Public School District;,District,895409
recipient,ID,17013681,Skyway Elementary School,School,New Construction School;Public School;,19430 WARD LN,CALDWELL,ID,142695,VALLIVUE SCHOOL DISTRICT 139,School District,Public School District;,District,895409
recipient,IL,72379,MARK TWAIN ELEMENTARY SCHOOL,School,Public School;,907 MILTON RD,ALTON,IL,136353,ALTON COMM UNIT SCHOOL DIST 11,School District,Public School District;,District,900891
recipient,IL,72383,HORACE MANN ELEMENTARY SCHOOL,School,Public School;,2708 EDWARDS ST,ALTON,IL,136353,ALTON COMM UNIT SCHOOL DIST 11,School District,Public School District;,District,900891
recipient,IL,73041,MORRISONVILLE HIGH SCHOOL,School,Public School;,201 SCHOOL STREET,MORRISONVILLE,IL,136607,MORRISONVILLE C U SCH DIST 1,School District,Public School District;,District,901442
recipient,IL,17008340,Ridgeview Elementary School,School,Public School;,3903 West Ridgeview Drive,Peoria,IL,136125,DUNLAP SCHOOL DISTRICT 323,School District,Public School District;,District,901093
recipient,IL,17011515,Sangamon Safe School Program,School,Public School;,2201 TORONTO RD,SPRINGFIELD,IL,136693,REGIONAL OFF OF ED SANGAMON,School District,Public School District;,OtherLocation,1056532
recipient,IL,17011733,Crossroads Learning Center,School,Public School;,30 N CENTRAL PARK PLZ,JACKSONVILLE,IL,136658,JACKSONVILLE SCHOOL DIST 117,School District,Public School District;,District,901272
recipient,IL,17012356,OKAW Area Vocational Center,School,Public School;,1109 N 8TH ST,VANDALIA,IL,136584,VANDALIA SCHOOL DISTRICT 203,School District,Public School District;,District,901749
recipient,IL,17012774,Newcomer Center,School,Public School;,2121 S GOEBBERT RD,ARLINGTON HEIGHTS,IL,135212,TOWNSHIP HIGH SCHOOL DIST 214,School District,Public School District;,District,900908
recipient,IL,17013124,Thurgood Marshall Elementary ,School,Public School;,4704 N ROCKTON AVE,ROCKFORD,IL,135924,ROCKFORD SCHOOL DISTRICT 205,School District,Public School District;,District,901628
recipient,IL,17013349,The Center for Alternative Learning,School,New Construction School;Public School;,1601 WENTWORTH AVE,CALUMET CITY,IL,135501,THORNTON FRACTIONAL H S D 215,School District,Public School District;,District,901723
recipient,IL,17013373,STARS Autism Program ,School,Public School;,2900 OGDEN AVE,LISLE,IL,135706,Sch Assoc Spec Educ DuPage SASED,School District,Public School District;,OtherLocation,1057143
recipient,IL,17013374,Connections Program,School,Public School;,2900 OGDEN AVE,LISLE,IL,135706,Sch Assoc Spec Educ DuPage SASED,School District,Public School District;,OtherLocation,1057143
recipient,IL,17013376,Directions Program,School,Public School;,2900 OGDEN AVE,LISLE,IL,135706,Sch Assoc Spec Educ DuPage SASED,School District,Public School District;,OtherLocation,1057143
recipient,IL,17013887,Newark High School,School,Public School;,413 CHICAGO RD,NEWARK,IL,135710,NEWARK COMM H S DISTRICT 18,School District,Public School District;,District,901483
recipient,IL,17014899,Hollis Grade School,School,Public School;,5613 W TUSCARORA RD,PEORIA,IL,136190,HOLLIS SCHOOL DISTRICT 328,School District,Public School District;,District,901249
recipient,IN,51902,ADULT EDUCATION CENTER,School,Public School;,5391 CENTRAL AVE,PORTAGE,IN,130322,PORTAGE TOWNSHIP SCHOOLS,School District,Public School District;,District,902166
recipient,IN,52096,ELKHART AREA CAREER CENTER,School,Public School;,2424 CALIFORNIA RD,ELKHART,IN,130359,ELKHART COMM SCHOOL DISTRICT,School District,Public School District;,District,902028
recipient,IN,53038,GREENSBURG LEARNING CENTER,School,Public School;,422 E CENTRAL AVE,GREENSBURG,IN,130564,GREENSBURG COMMUNITY SCHOOLS,School District,Public School District;,District,902051
applicant,IN,53249,ST CHARLES BORROMEO SCHOOL,School,Public School;,2224 E 3RD ST,BLOOMINGTON,IN,53249,ST CHARLES BORROMEO SCHOOL,School,Public School;,,
recipient,IN,17001799,Tecumseh Middle School,School,Public School;,5300 W STATE ROUTE 68,LYNNVILLE,IN,130695,WARRICK COUNTY SCHOOL CORP,School District,Public School District;,District,902253
recipient,IN,17011578,McCutchanville Elementary,School,New Construction School;Public School;,10701 Peterburg Road,Evansville,IN,130716,EVANSVILLE-VANDERBURGH SCHOOL CORP.,School District,Public School District;,District,902032
recipient,IN,17011686,YOUTH SERVICES CENTER ,School,Public School;,2350 ILLINOIS AVE,COLUMBUS,IN,130558,BARTHOLOMEW CONS SCHOOL CORP,School District,Public School District;,District,901955
recipient,IN,17011860,Evansville Psychiatric Children‰Ûªs Center,School,Public School;,3300 E MORGAN AVE,EVANSVILLE,IN,130716,EVANSVILLE-VANDERBURGH SCHOOL CORP.,School District,Public School District;,District,902032
recipient,IN,17012064,TECUMSEH-HARRISON ELEM SCHOOL UNDER RENOVATION ,School,Public School;,2116 N 2nd St,VINCENNES,IN,130694,VINCENNES COMM SCHOOL CORP,School District,Public School District;,District,902248
recipient,IN,17012099,Heavilin Road Elementary School,School,New Construction School;Public School;,2300 HEAVILIN RD,VALPARAISO,IN,130327,VALPARAISO COMMUNITY SCHOOLS,School District,Public School District;,District,902245
recipient,IN,17012102,Choice Academy,School,Public School;,1011 W 7TH ST,AUBURN,IN,130445,DEKALB CO CTRL UNITED SCH DIST,School District,Public School District;,District,901984
recipient,IN,17012372,The Crossing of East Chicago,School,Public School;,"5246 Hohman Ave, 4th Floor",Hammond,IN,16057569,CROSSING NATIONAL INC,School District,Charter School District;Public School District;,OtherLocation,1010924
recipient,IN,17012556,The Excel Center - Clarksville,School,Public School;,1329 Applegate Lane ,Clarksville,IN,16039532,GOODWILL EDUCATION INITIATIVES,School District,Public School District;,OtherLocation,1009998
recipient,IN,17012616,SB Career Academy High School,School,Charter School;Public School;,3801 CRESCENT CIR,SOUTH BEND,IN,16069130,SOUTH BEND CAREER ACADEMY,School District,Charter School District;Public School District;,District,901921
recipient,IN,17012617,SB Career Academy Middle School,School,Charter School;Public School;,3801 CRESCENT CIR,SOUTH BEND,IN,16069130,SOUTH BEND CAREER ACADEMY,School District,Charter School District;Public School District;,District,901921
recipient,IN,17012618,SB Success Academy Primary School,School,Charter School;Public School;,3408 ARDMORE TRL,SOUTH BEND,IN,16069130,SOUTH BEND CAREER ACADEMY,School District,Charter School District;Public School District;,District,901921
applicant,IN,17013329,PURDUE POLYTECHNIC HIGH SCHOOL,School,Charter School;Public School;,525 S MERIDIAN ST,INDIANAPOLIS,IN,17013329,PURDUE POLYTECHNIC HIGH SCHOOL,School,Charter School;Public School;,,
recipient,IN,17013366,The Crossing of Syracuse,School,Public School;,304 W Main st ,Syracuse,IN,16057569,CROSSING NATIONAL INC,School District,Charter School District;Public School District;,OtherLocation,1010924
applicant,IN,17013761,"Avondale Meadows Academy, Inc dba Avondale Meadows Middle School",School,Charter School;Public School;,#N/A,#N/A,#N/A,17013761,"Avondale Meadows Academy, Inc dba Avondale Meadows Middle School",School,Charter School;Public School;,,
applicant,IN,17014000,Circle City Prep,School,Charter School;Public School;,8902 E 38TH ST,INDIANAPOLIS,IN,17014000,Circle City Prep,School,Charter School;Public School;,,
applicant,IN,17014113,Goodwill LEADS,School District,Charter School District;Public School District;,#N/A,#N/A,#N/A,17014113,Goodwill LEADS,School District,Charter School District;Public School District;,,
recipient,IN,17014152,Excel Center  Lake County,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014113,Goodwill LEADS,School District,Charter School District;Public School District;,,
applicant,IN,17015094,HOOSIER ACADEMY INC,School,Charter School;Public School;,#N/A,#N/A,#N/A,17015094,HOOSIER ACADEMY INC,School,Charter School;Public School;,,
recipient,KS,17005221,Larned Elementary School,School,New Construction School;Public School;,2104 N. Broadway ,Larned,KS,138043,FORT LARNED UNIF SCH DIST 495,School District,Public School District;,District,903563
recipient,KS,17011830,WESTSIDE SCHOOL,School,Public School;,323 W 12TH ST,HAYS,KS,138073,HAYS USD 489,School District,Public School District;,District,903524
recipient,KS,17011831,THE LEARNING CENTER OF ELLIS COUNTY,School,Public School;,323 W 12TH ST,HAYS,KS,138073,HAYS USD 489,School District,Public School District;,District,903524
recipient,KS,17013630,Tri-County Special Ed- SNV,School,Public School;,1001 N 13TH ST,INDEPENDENCE,KS,137926,TRI-COUNTY SPECIAL ED CO-OP SCHOOL DISTRICT,School District,Public School District;,District,903381
recipient,KS,17013631,Tri-County Special Ed- Kids 1st,School,Public School;,1201 N 10TH ST,INDEPENDENCE,KS,137926,TRI-COUNTY SPECIAL ED CO-OP SCHOOL DISTRICT,School District,Public School District;,District,903381
recipient,KY,44148,COMMANDER ACADEMY,School,Public School;,601 LINCOLN PARK RD,SPRINGFIELD,KY,128753,WASHINGTON COUNTY SCHOOL DIST,School District,Public School District;,District,904569
recipient,KY,44669,FAMILY CARE CENTER,School,Public School;,1135 RED MILE PL,LEXINGTON,KY,128816,FAYETTE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904452
recipient,KY,17011625,BOOKER T WASHINGTON,School,Public School;,707 HOWARD ST,LEXINGTON,KY,128816,FAYETTE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904452
recipient,KY,17012571,21st Century Academy,School,Public School;,210 GLASS AVE,HOPKINSVILLE,KY,128986,CHRISTIAN COUNTY SCHOOL DIST,School District,Public School District;,District,904429
recipient,KY,17012754,CARDINAL ACADEMY,School,Public School;,1076 CARDINAL DR,GEORGETOWN,KY,128775,SCOTT COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904552
recipient,KY,17013093,MILLARD SCHOOL,School,New Construction School;Public School;,5724 EAST SHELBIANA ROAD ,PIKEVILLE,KY,128925,PIKE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904538
recipient,KY,17013204,SOUTH FLOYD ELEMENTARY ,School,New Construction School;Public School;,299 MT RAIDER DR,HI HAT,KY,128928,FLOYD COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904454
recipient,KY,17013211,FREDRICK DOUGLASS HIGH SCHOOL ,School,New Construction School;Public School;,2000 WINCHESTER RD,LEXINGTON,KY,128816,FAYETTE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904452
recipient,KY,17013214,West Perry Elementary School,School,Public School;,72 MISS EDNA LN,HAZARD,KY,128933,PERRY COUNTY SCHOOL DISTRICT,School District,Public School District;,District,904537
recipient,LA,81167,ROSENWALD CONTINUING ED CENTER,School,Public School;,2611 DAYTON ST,BATON ROUGE,LA,139288,EAST BATON ROUGE PARISH DIST,School District,Public School District;,District,909720
applicant,LA,17008302,Laurel Oaks Charter School,School,Charter School;Public School;,1900 North Blvd,Baton Rouge,LA,17008302,Laurel Oaks Charter School,School,Charter School;Public School;,,
recipient,LA,17008804,PATHWAYS IN EDUCATION - NORTH MARKET,School,Public School;,1900 N MARKET,SHREVEPORT,LA,139307,CADDO PARISH SCHOOL DISTRICT,School District,Public School District;,District,909712
recipient,LA,17012036,Edward J. Sam Accelerated School ,School,New Construction School;Public School;,200 18TH ST,LAFAYETTE,LA,139246,LAFAYETTE PARISH SCHOOL DIST,School District,Public School District;,District,909733
recipient,LA,17012037,Southside High School ,School,New Construction School;Public School;,312 Almonaster,Youngsville,LA,139246,LAFAYETTE PARISH SCHOOL DIST,School District,Public School District;,District,909733
applicant,LA,17012357,ELAN ACADEMY CHARTER SCHOOL,School,Charter School;New Construction School;Public School;,#N/A,#N/A,#N/A,17012357,ELAN ACADEMY CHARTER SCHOOL,School,Charter School;New Construction School;Public School;,,
recipient,LA,17012534,Bunche School,School,Public School;,8101 SIMON ST,METAIRIE,LA,139210,JEFFERSON PARISH SCHOOL DIST,School District,Public School District;,District,909731
recipient,LA,17012647,Wyandotte Center,School,Public School;,2525 WYANDOTTE ST,BATON ROUGE,LA,139288,EAST BATON ROUGE PARISH DIST,School District,Public School District;,District,909720
recipient,LA,17012939,Ardendale Technical Education Center,School,New Construction School;Public School;,1000 LOBDELL BLVD,BATON ROUGE,LA,139288,EAST BATON ROUGE PARISH DIST,School District,Public School District;,District,909720
recipient,LA,17012951,AmiKids,School,Charter School;Public School;,3860 Hutchinson,Shreveport,LA,139307,CADDO PARISH SCHOOL DISTRICT,School District,Public School District;,District,909712
recipient,LA,17012974,KIPP Booker T. Washington,School,Charter School;Public School;,2514 3RD ST,NEW ORLEANS,LA,16062138,KIPP NEW ORLEANS SCHOOLS,School District,Charter School District;Public School District;,District,909641
recipient,LA,17012990,Rapides Academy for Advanced Academics and Virtual Learning,School,Public School;,4645 LINCOLN RD,ALEXANDRIA,LA,139332,RAPIDES PARISH SCHOOL DISTRICT,School District,Public School District;,District,909746
recipient,LA,17013362,Einstein Charter High School at Sarah Towels Reed,School,Charter School;Public School;,5316 MICHOUD BLVD,NEW ORLEANS,LA,16072938,EINSTEIN CHARTER SCHOOL DISTRICT,School District,Charter School District;Public School District;,Consortium,1011951
recipient,LA,17013368,Einstein Charter Sherwood Forest,School,Public School;,4801 MAID MARION DR,NEW ORLEANS,LA,16072938,EINSTEIN CHARTER SCHOOL DISTRICT,School District,Charter School District;Public School District;,Consortium,1011951
recipient,LA,17013646,Natchitoches Magnet School,School,Public School;,800 KOONCE ST,NATCHITOCHES,LA,139352,NATCHITOCHES PARISH SCH SYSTEM,School District,Public School District;,District,909741
applicant,LA,17014160,ROOTED SCHOOL ,School,Public School;,#N/A,#N/A,#N/A,17014160,ROOTED SCHOOL ,School,Public School;,,
recipient,MA,16033797,LAWRENCE HIGH SCHOOL,School,Public School;,70-71 NORTH PARISH ROAD,LAWRENCE,MA,120387,LAWRENCE PUBLIC SCHOOLS,School District,Public School District;,District,911150
recipient,MA,17002986,KIPP Boston Elementary,School,Public School;,50 POYDRAS ST,HYDE PARK,MA,16067187,KIPP MA - DISTRICT OFFICE,School District,Charter School District;Public School District;,OtherLocation,1013722
applicant,MA,17012080,Libertas Academy Charter School,School,Charter School;Public School;,1 FEDERAL ST BLDG 101,SPRINGFIELD,MA,17012080,Libertas Academy Charter School,School,Charter School;Public School;,,
applicant,MA,17012454,Argosy Collegiate Academy - District Office,School District,Charter School District;Public School District;,263 Hamlet Street,Fall River,MA,17012454,Argosy Collegiate Academy - District Office,School District,Charter School District;Public School District;,,
recipient,MA,17012455,Argosy Collegiate Charter High School,School,Charter School;Public School;,240 DOVER ST,FALL RIVER,MA,17012454,Argosy Collegiate Academy - District Office,School District,Charter School District;Public School District;,,
applicant,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,36 MIDDLESEX TPKE,BEDFORD,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17012961,KING ELEMENTRY SCHOOL ,School,Public School;,454 WATER ST,FRAMINGHAM,MA,120311,FRAMINGHAM SCHOOL DISTRICT,School District,Public School District;,District,911101
recipient,MA,17013165,DUXBURY MIDDLE SCHOOL,School,Public School;,71 ALDEN ST,DUXBURY,MA,120600,DUXBURY PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,911084
applicant,MA,17013361,"Phoenix Academy Public Charter High School, Springfield",School,Public School;,65 LINCOLN ST,SPRINGFIELD,MA,17013361,"Phoenix Academy Public Charter High School, Springfield",School,Public School;,,
recipient,MA,17013540,BROOKE MATTAPAN,School,Charter School;Public School;,150 AMERICAN LEGION HWY,DORCHESTER CENTER,MA,17006019,BROOKE CHARTER SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1075972
applicant,MA,17013909,Pioneer Charter School of Science II,School,Charter School;Public School;,97 MAIN ST,SAUGUS,MA,17013909,Pioneer Charter School of Science II,School,Charter School;Public School;,,
applicant,MA,17013958,Pioneer Charter School of Science,School,Charter School;Public School;,51 SUMMER ST # 59,EVERETT,MA,17013958,Pioneer Charter School of Science,School,Charter School;Public School;,,
applicant,MA,17014320,Old Sturbridge Academy Charter Public School,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014320,Old Sturbridge Academy Charter Public School,School,Charter School;Public School;,,
recipient,MA,17014572,North Crossing Therapeutic Day School,School,ESA School;Public School;,36 MIDDLESEX TPKE,BEDFORD,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17014575,EDCO 45-Day Assessment Program,School,ESA School;Public School;,36 MIDDLESEX TPKE,BEDFORD,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17014577,EDCO Partners Program,School,ESA School;Public School;,115 GREENOUGH ST,BROOKLINE,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17014578,EDCO Youth Alternative - Iterim,School,ESA School;Public School;,36 MIDDLESEX TPKE,BEDFORD,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17014579,EDCO Youth Alternative - West,School,ESA School;Public School;,36 MIDDLESEX TPKE,BEDFORD,MA,17012796,EDCO COLLABORATIVE,School District,ESA School District;Public School District;,,
recipient,MA,17015053,Provincetown Schools,School,Public School;,#N/A,#N/A,#N/A,120695,PROVINCETOWN PUBLIC SCHOOLS,School District,Public School District;,District,911261
applicant,MA,17015056,LOWER PIONEER VALLEY EDUCATIONAL COLLABORATIVE,School,Public School;,174 BRUSH HILL AVE,WEST SPRINGFIELD,MA,17015056,LOWER PIONEER VALLEY EDUCATIONAL COLLABORATIVE,School,Public School;,,
applicant,MA,17015113,New Heights Charter School of Brockton,School,Charter School;Public School;,#N/A,#N/A,#N/A,17015113,New Heights Charter School of Brockton,School,Charter School;Public School;,,
recipient,MD,17012011, Silver Creek Middle School,School,New Construction School;Public School;,3701 Saul Road,Kensington,MD,126360,MONTGOMERY COUNTY SCHOOL DISTRICT,School District,Public School District;,District,915459
recipient,MD,17012822,Monarch Academy Annapolis,School,New Construction School;Public School;,#N/A,#N/A,#N/A,16067459,THE CHILDRENS GUILD CORP HEADQUARTERS,School District,Public School District;,OtherLocation,1014858
recipient,MD,17012868,New School #42,School,New Construction School;Public School;,10910 STATE ROUTE 108,ELLICOTT CITY,MD,126366,HOWARD CO. PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,915457
recipient,MD,17013086,International High School at Largo,School,Public School;,505 LARGO RD,LARGO,MD,126359,PRINCE GEORGE'S COUNTY SCHOOLS,School District,Public School District;,District,915460
recipient,ME,3922,FRANK JEWETT ALTERNATIVE MIDDLE/HIGH SCHOOL,School,Public School;,912 Long Plains Road,BUXTON,ME,121340,M.S.A.D. #6,School District,Public School District;,District,917490
recipient,ME,17012276,Valley Rivers Middle School,School,Public School;,84 Pleasant Street,Fort Kent,ME,121674,SCHOOL ADMIN DISTRICT 27,School District,Public School District;,District,917470
recipient,MI,56265,BAISD Local Programs,School,Public School;,4228 Two Mile Road,BAY CITY,MI,131135,BAY-ARENAC INTER SCHOOL DIST,School District,Public School District;,Consortium,920088
recipient,MI,56323,DETENTION CENTER,School,Public School;,520 HAMPTON RD,ESSEXVILLE,MI,131135,BAY-ARENAC INTER SCHOOL DIST,School District,Public School District;,Consortium,920088
recipient,MI,58141,RIDGEMOOR PARK MONTESSORI,School,Public School;,2555 INVERNESS RD SE,GRAND RAPIDS,MI,131572,GRAND RAPIDS PUBLIC SCHOOLS,School District,Public School District;,District,919704
applicant,MI,17006730,GATEWAY TO SUCCESS ACADEMY,School District,Charter School District;Public School District;,526 N. Scottville Rd.,Scottville,MI,17006730,GATEWAY TO SUCCESS ACADEMY,School District,Charter School District;Public School District;,,
applicant,MI,17010047,Jefferson-Douglass Academy,School,Charter School;Public School;,6861 E NEVADA ST,DETROIT,MI,17010047,Jefferson-Douglass Academy,School,Charter School;Public School;,,
recipient,MI,17011779,Downriver Virtual Academy,School,Public School;,27225 West Outer Dr,Ecorse,MI,130961,ECORSE PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,919647
recipient,MI,17012018,William A Pearson Elementary,School,New Construction School;Public School;,57900 11 MILE RD,SOUTH LYON,MI,130917,SOUTH LYON COMM SCHOOL DIST,School District,Public School District;,District,919974
