postal_cd,ben,name,org_address1,org_address2,org_city,org_state,org_zipcode,organization_entity_type_name,location.coordinates
AZ,17011665,Chandler Online Academy,650 E. Morelos St ,,Chandler,AZ,85225,School,
AZ,17013068,SW Keys-Kokopelli,723 E 2ND AVE,,MESA,AZ,85204,School,
AZ,17013069,Lower Buckeye Jail,3250 W LOWER BUCKEYE RD,,PHOENIX,AZ,85009,School,
AZ,17013614,Data Center,2041 E Vineyard,,Phoenix,AZ,85042,Non-Instructional Facility (NIF),
AZ,17013326,Meyer Montessori,2615 S Dorsey Ln,,Tempe,AZ,85282,School,
AZ,16052113,BLUE RIDGE INTERMEDIATE SCHOOL,1200 WEST WHITE MT BLVD,,PINETOP LAKESIDE,AZ,85929,School,
AZ,17013230,Indian Oasis Alternative Middle School,111 W. Main,,Sells,AZ,85634,School,
AZ,17012053,Marionneaux Elementary School,24155 W Roeser Rd,,Buckeye,AZ,85326,School,
AZ,17013498,Partnership Performing Arts High School,25 E DRACHMAN ST,,TUCSON,AZ,85705,School,
AZ,17011285,Sedona Public Library in the Village,51 BELL ROCK PLZ STE A,,SEDONA,AZ,86351,Library,
AZ,17012581,Legacy Traditional School Nevada - North Valley,5024 Valley Dr.,,North Las Vegas,NV,89031,School,
CA,17013024,Central Unified State Demonstration Pre- School,56952 W Gettysburg AVE,,Fresno,CA,93722,School,
CA,17011788,UPPER LAKE ELEMENTARY SCHOOL,679 2ND ST,,UPPER LAKE,CA,95485,School,
CA,17013252,SHERMAN THOMAS STEM ACADEMY ,101 W ADELL ST,,MADERA,CA,93638,School,
CA,17013537,INDEPENDENCE CHARTER ACADEMY,15350 RIVERVIEW ROAD,,HELENDALE,CA,92342,School,
CA,17013506,MCC MENTAL HEALTH CENTER,9916 CENTRAL AVENUE,,MONTCLAIR,CA,91763,Non-Instructional Facility (NIF),
CA,17012190,Del Valle Education Center,1963 Tice Valley Blvd,,Walnut Creek,CA,94595,Non-Instructional Facility (NIF),
CA,17013494,The Courtyard (Suite 2),1816 Howard Road,Suite 2,Madera,CA,93637,Non-Instructional Facility (NIF),
CA,17011784,UPPER LAKE UNION HIGH SCHOOL,675 CLOVER VALLEY RD,,UPPER LAKE,CA,95485,School,
CA,17012998,Rainbow Center,799 PACIFIC AVE,,SAN FRANCISCO,CA,94133,School,
CA,17012665,RIO ROSALES PRE K,1001 KOHALA ST,,OXNARD,CA,93030,School,
CA,17012380,OYA Conxion,749 Story Road,,San Jose,CA,95122,School,
CA,17012979,Kit Carson District Office,9895 7th Avenue,,Hanford,CA,93230,Non-Instructional Facility (NIF),
CA,17011789,UPPER LAKE MIDDLE SCHOOL,725 OLD LUCERNE RD,,UPPER LAKE,CA,95485,School,
CA,17013675,Transitional Learning Center  ,1735 LAKE TAHOE BLVD,,SOUTH LAKE TAHOE,CA,96150,School,
CA,17011879,KIPP Valiant Community Prep,1404 Franklin Street,Suite 500,Oakland,CA,94612,School,
CA,17013471,GIRLS ACADEMIC LEADERSHIP ACADEMY ,1067 WEST BLVD,,LOS ANGELES,CA,90019,School,
CA,17013103,Spring Lake School,2209 Miekle Ave.,,Woodland,CA,95776,School,
CA,111738,MCCLASKEY ADULT EDUC CENTER,5241 J ST,,SACRAMENTO,CA,95819,School,
CA,17013192,Porterville SEE,629 N Main St,,Porterville,CA,93257,Non-Instructional Facility (NIF),
CA,17013227,Sequoia CDC,3730 LINCOLN AVE,,OAKLAND,CA,94602,School,
CA,16052634,BROOKFIELD CDC,401 JONES AVE,,OAKLAND,CA,94603,School,
CA,17013622,CCPA-Wilshire,1715 E WILSHIRE AVE STE 714,,SANTA ANA,CA,92705,School,
CA,17013436,Central Neighborhood Facilities ,1133 E RHEA ST,,LONG BEACH,CA,90806,School,
CA,17011785,UPPER LAKE HIGH COMMUNITY DAY SCHOOL,675 CLOVER VALLEY RD,,UPPER LAKE,CA,95485,School,
CA,17012929,East Nicolaus District Office,2454 Nicolaus Ave,,Nicolaus,CA,95659,Non-Instructional Facility (NIF),
CA,17012270,Pearlene Reese Headstart,5124 SOUTH AVE,,EMPIRE,CA,95319,School,
CA,16074872,STANISLAUS COUNTY SPECIAL EDUCATION,"1100 H STREET, RT 844",,MODESTO,CA,95354,School,
CA,17013492,Technology Innovation Center,2401 W. Almond Ave.,,Madera,CA,93637,Non-Instructional Facility (NIF),
CA,17013053,LUCERNE VALLEY STATE PRESCHOOL,10788 BARSTOW RD,,LUCERNE VALLEY,CA,92356,School,
CA,17012661,Strathmore Community Day School,19938 Rd 230,,Strathmore,CA,93267,School,
CA,17013689,Stonegate Head Start,2545 SHERLOCK DR,,SAN JOSE,CA,95121,School,
CA,17013557,Allen Preschool,5845 ALLEN AVE,,SAN JOSE,CA,95123,School,
CA,16070530,SANKOFA CDC,581 61ST ST,,OAKLAND,CA,94609,School,
CA,17012566,Educational Options ,515 E 7TH ST,,PERRIS,CA,92570,School,
CA,17013206,USC ESPERANZA COLLEGE PREP,"350 SOUTH FIGUEROA STREET, SUITE 250",,Los Angeles,CA,90071,School,
CA,17013686,GREEN VALLEY HIGH SCHOOL ROP, 35948 Susan St,,Yucaipa,CA,92399,School,
CA,107399,MADERA ADULT SCHOOL,2037 W. Cleveland Ave.,,MADERA,CA,93637,Non-Instructional Facility (NIF),
CA,17013493,The Courtyard (Suite 1),1816 Howard Road,Suite 1,Madera,CA,93637,Non-Instructional Facility (NIF),
CA,17013620,CCPA-Anaheim,313 W CERRITOS AVE,,ANAHEIM,CA,92805,School,
CA,17010904,COLUSA COUNTY LIBRARY MAIN BRANCH,738 MARKET ST,,COLUSA,CA,95932,Library,
CA,17012926,Madera County Superintendent of Schools (Data Center),28123 Avenue 14,,Madera ,CA,93638,Non-Instructional Facility (NIF),
CA,16038625,ACADEMY OF THE CANYONS,26455 N. ROCKWELL CANYON ROAD,,SANTA CLARITA,CA,91355,School,
CA,17013538,Delores L. Whitley ,2923 MCKEE RD,,BAKERSFIELD,CA,93313,School,
CA,17011513,East County - Hillview (Pittsburg),333 YOSEMITE DR,,PITTSBURG,CA,94565,School,
CA,17012436,Dibble Campus,1600 Pontenova Ave.,,Hacienda Heights,CA,91745,Non-Instructional Facility (NIF),
CA,17012118,Middletown Unified School District Maintenance ,20882 Butts Cayon Road,,Middletown,CA,95461,Non-Instructional Facility (NIF),
CA,16054743,ECEC (Early Childhood Education),321 W Washington Ave,,SANTA ANA,CA,92706,School,
CA,17012971,Monroe District Office,11842 S Chestnut Ave,,Fresno,CA,93725,Non-Instructional Facility (NIF),
CA,17012274,MCOE TECHNOLOGY CENTER,1840 Wardrobe Avenue,,Merced,CA,95341,Non-Instructional Facility (NIF),
CA,17013516,WASHINGTON ELEMENTARY - ICOE PROGRAM,223 S 1ST ,,EL CENTRO,CA,92243,School,
CA,16052653,INTERNATIONAL CDC,2825 INTERNATIONAL BLVD,,OAKLAND,CA,94601,School,
CA,17012648,Rescue Union School District  District Office,2390 Bass Lake Road,,Rescue,CA,95672,Non-Instructional Facility (NIF),
CA,17012626,Keyes Head Start,4621 Nunes Rd,,Turlock,CA,95328,School,
CA,17012395,CARMELO CHILD DEVELOPMENT CENTER,8460 CARMEL VALLEY RD,,CARMEL,CA,93923,School,
CA,17012895,Parterships for Student Centered Learning,3161 Dwight Road,,Elk Grove,CA,95758,School,
CA,17012642,Youth Services,1981 VICENTE DR,,SAN LUIS OBISPO,CA,93405,School,
CA,17012966,Hamilton Unified School District Office,620 Canal Street,,Hamilton City,CA,95951,Non-Instructional Facility (NIF),
CA,17013050,BRADACH STATE PRESCHOOL,15550 BELLFLOWER ST,,ADELANTO,CA,92301,School,
CA,17012650,Rescue Union School District  Transportation Department,2460 White Oak Road,,Rescue,CA,95672,Non-Instructional Facility (NIF),
CA,17012189,Acalanes UHSD District Office,1212 Pleasant Hill Rd,,Lafayette,CA,94549,Non-Instructional Facility (NIF),
CA,17011787,UPPER LAKE HIGH BUS BARN,775 OLD LUCERNE ROAD,,UPPER LAKE,CA,95485,Non-Instructional Facility (NIF),
CA,17013135,Renaissance County Community,14600 CERISE AVE,,HAWTHORNE,CA,90250,School,
CA,17014980,Navigator School District Office,650 San Benito,suite ,Hollister,CA,95023,Non-Instructional Facility (NIF),
CA,110915,GREENWOOD ELEMENTARY SCHOOL,STATE HIGHWAY 1,,ELK,CA,95432,School,
CA,17011810,CVUSD - Family Engagement Center (Adult School Campus),12970 Third Street,,Chino,CA,91710,Non-Instructional Facility (NIF),
CA,105700,NEWHOPE BRANCH LIBRARY,122 N NEWHOPE ST,,SANTA ANA,CA,92703,Library,
CA,17013161,NEXUS ACADEMY,720 DIABLO AVE,,NOVATO,CA,94947,School,
CA,17012919,Clovis Online Charter,1655 DAVID E COOK WAY,,CLOVIS,CA,93611,School,
CA,103503,ST ANTHONY SCHOOL,1905 S SAN GABRIEL BLVD,,SAN GABRIEL,CA,91776,School,
CA,17013194,Summerville District Office,17555 Tuolumne Rd,,Tuolumne Rd,CA,95379,Non-Instructional Facility (NIF),
CA,17012603,Hickman Community Charter District Office,13306 4th Street,,Hickman,CA,95323,Non-Instructional Facility (NIF),
CA,17012978,Riverway Elementary School                       ,1341 W Glendale Ave,,Visalia ,CA,93291,School,
CA,17011862,Fulton & Alsbury Academy,831 E. Avenue K-2,,Lancaster,CA,93535,School,
CA,17013577,CAPSLO - Riverview,234 CALLE CESAR E CHAVEZ,,GUADALUPE,CA,93434,School,
CA,17012983,Knights Ferry District Office,12726 Dent Street,,Knights Ferry,CA,95361,Non-Instructional Facility (NIF),
CA,17013746,Santa Ana Public Library,26 CIVIC CENTER PLZ,,SANTA ANA,CA,92701,Library,
CA,17011507,KID ZONE at BARNARD-WHITE,725 WHIPPLE RD,,UNION CITY,CA,94587,School,
CA,17012438,Amar Childrens Center,1000 N. California Ave,,La Puente,CA,91744,Non-Instructional Facility (NIF),
CA,17013316,ESENCIA K-8 SCHOOL,5 Aprender Street,,Rancho Mission Viejo,CA,92694,School,
CA,17012104,William S. Hart District Copy Center,18536 Soledad Canyon Rd ,,Santa Clarita,CA,91351,Non-Instructional Facility (NIF),
CA,16061593,CRC SPECIAL EDUCATION,3777 S BASCOM AVE,,CAMPBELL,CA,95008,School,
CA,105227,HEMET ELEMENTARY SCHOOL,633 E. KIMBALL AVENUE,,HEMET,CA,92544,School,
CA,17012352,Aurora Learning Center,7900 NILES ST,,BAKERSFIELD,CA,93306,School,
CA,17012827,SAN BERNARDINO COUNTY SPECIAL EDUCATION,601 NORTH E STREET ,,SAN BERNARDINO,CA,92415,School,
CA,17012852,Central Valley Transportation Center,1600 S. Apple,,Reedley,CA,93654,Non-Instructional Facility (NIF),
CA,17012914,Audeo Charter School II,10170 Huennekens Street,,San Diego,CA,92121,School,
CA,17013228,Business & Information Technology,8601 MACARTHUR BLVD,,OAKLAND,CA,94605,Non-Instructional Facility (NIF),
CA,16052663,"MARTIN LUTHER. KING, JR. STATE CDC",960 10TH ST,,OAKLAND,CA,94607,School,
CA,17012637,Huntington Beach Union High School MO and Transportation ,7189 Yorktown Ave ,,Huntington Beach,CA,92648,Non-Instructional Facility (NIF),
CA,16059135,BRIDGES (MELROSE) CDC,1325 53RD AVE,,OAKLAND,CA,94601,School,
CA,17011993,PLANADA ELEMENTARY SCHOOL DISTRICT OFFICE,9722 E. Haskell ,,Planada,CA,95365,Non-Instructional Facility (NIF),
CA,17012925,Madera County Superintendent of Schools,28123 Avenue 14,,Madera,CA,93638,Non-Instructional Facility (NIF),
CA,17012826,Community School-Independent Alternative Education,601 NORTH E STREET ,,SAN BERNARDINO,CA,92415,School,
CA,17012897,Administrative Offices,2800 NICOLAUS RD STE 100,,LINCOLN,CA,95648,Non-Instructional Facility (NIF),
CA,17013077,Riverside County Head-Start,3939 13th St,,Riverside,CA,92501,School,
CA,17012597,Orchard Ranch Elementary School ,4375 Brookstone Dr.,,Roseville,CA,95747,School,
CA,16052632,ARROYO VIEJO CDC,1895 78TH AVE.,,OAKLAND,CA,94621,School,
CA,17012918,SOS,15700 Old Oak Ranch Rd.,,Sonora,CA,95370,Non-Instructional Facility (NIF),
CA,17013504,K-8 SCHOOL # 5,11626 FORSYTHIA SKYWAY,,JARUPA VALLEY,CA,91752,School,
CA,16058777,Alameda County Community Main ,313 WEST WINTON AVE,,HAYWARD,CA,94544,School,
CA,17013610,Central Orange County CTEP,2323 N. Broadway Suite 301 ,,Santa Ana,CA,92706,Non-Instructional Facility (NIF),
CA,17011615,San Diego Workforce Innovation High School,2 Euclid Avenue,,Suites A-D,CA,91950,School,
CA,17013505,THIRD STREET STATE PRESCHOOL,12970 THIRD STREET,,CHINO,CA,91710,School,
CA,17012068,Mountain Empire Middle School,7999 Forrest Gate Rd,,Campo,CA,91906,School,
CA,17013054,VALLEY STATE PRESCHOOL,12333 8TH ST,,YUCAIPA,CA,92399,School,
CA,16073903,SHATTUCK INDEPENDENT STUDY,10082 VINCENT RD.,,DELHI,CA,95315,School,
CA,16052652,HOWARD CDC,8755 FONTAINE ST,,OAKLAND,CA,94605,School,
CA,17013433,Global Learning Charter School,1051 W ROBIN DR,,VISALIA,CA,93291,School,
CA,17011493,MANTECA COMMUNITY DAY SCHOOL (K-6),737 W YOSEMITE AVE,,MANTECA,CA,95337,School,
CA,17013568,YOUTHBUILD CHARTER SCHOOL D,155 W WASHINGTON BLVD STE 944,,LOS ANGELES,CA,90015,School,
CA,17013081,Great Valley Conservation Corps 2,2040 E Fremont St,,Stockton,CA,95205,Non-Instructional Facility (NIF),
CA,17013105,Grossmont Secondary School,10170 HUENNEKENS ST,,SAN DIEGO,CA,92121,School,
CA,17013314,Charles A Jones,5451 LEMON HILL AVE,,SACRAMENTO,CA,95824,School,
CA,17013080,Happy Valley Union Elementary School District Office,16300 Cloverdale Rd,,"Anderson,",CA,96007,Non-Instructional Facility (NIF),
CA,17013601,INGLEWOOD SPECIAL EDUCATION,9330 S. 8th AVENUE,,INGLEWOOD,CA,90305,Non-Instructional Facility (NIF),
CA,17013692,South Chester Partnership  ,800 MING AVE,,BAKERSFIELD,CA,93307,School,
CA,17013268,New Designs Charter School-Adams,1342 W ADAMS BLVD,,LOS ANGELES,CA,90007,School,
CA,17012970,Hamilton State Preschool,290 Sixth St,,Hamilton City,CA,95951,School,
CA,17011835,Pinnacle Academy Charter,760 BROADWAY ST,,KING CITY,CA,93930,School,
CA,17012435,Sunset (Special Education),800 North Tonopah Ave.,,La Puente,CA,91744,School,
CA,17011786,UPPER LAKE UNION HSD CLINIC BUILDING,750 OLD LUCERNE RD,,UPPER LAKE,CA,95485,Non-Instructional Facility (NIF),
CA,16061603,SARATOGA SUB ACUTE SPECIAL EDUCATION,13425 SOUSA LN,,SARATOGA,CA,95070,School,
CA,16053689,SEQUOIA CHARTER SCHOOL,21445 CENTRE POINTE PARKWAY,,SANTA CLARITA,CA,91350,School,
CA,17013052,CALIMESA STATE PRESCHOOL,13523 2ND ST,,YUCAIPA,CA,92399,School,
CA,17012200,Moss Center,764 MOSS AVE,,CHICO,CA,95926,School,
CA,17011617,Orange County Workforce Innovation High School,505 N EUCLID ST STE 100,,ANAHEIM,CA,92801,School,
CA,17013676,Mt. Tallac High School  ,1735 LAKE TAHOE BLVD,,SOUTH LAKE TAHOE,CA,96150,School,
CA,17012670,Laguna Ridge North Elementary School,9880 Denali Circle,,Elk Grove,CA,95757,School,
CA,102256,LINDA VISTA ELEMENTARY SCHOOL,1259 LINDA VISTA AVE,,PASADENA,CA,91103,School,
CA,17013022,West Arts Center (WAC),10950 W MCKINLEY AVE,,FRESNO,CA,93723,School,
CA,17012787,HANSEN ELEMENTARY,1400 S DURANT TERRACE,,MOUNTAIN HOUSE,CA,95391,School,
CA,17013170,Portola School,1021 NAVELLIER ST,,EL CERRITO,CA,94530,School,
CA,17012916,CAPA,275 N Minnewawa,,Clovis,CA,93612,Non-Instructional Facility (NIF),
CA,17012917,TRAC,907 4th st,,Clovis,CA,93611,Non-Instructional Facility (NIF),
CA,16059881,CIS ACADEMY,2925 E SIERRA MADRE BLVD,,PASADENA,CA,91107,School,
CA,17013688,Delta Launch Charter,16988 S HARLAN RD,,LATHROP,CA,95330,School,
CA,17011421,TECH CENTER,46809 70TH STREET WEST,,LANCASTER,CA,93536,Non-Instructional Facility (NIF),
CA,17013690,Calaveras Head Start,1081 BUENA VISTA RD,,HOLLISTER,CA,95023,School,
CA,17013578,CAPSLO - Santa Lucia,616 WALNUT AVE,,GREENFIELD,CA,93927,School,
CA,17012894,Horizon Charter ,911 Reserve Drive,,Roseville,CA,95661,School,
CA,16064616,BIG RIVER ELEMENTARY SCHOOL,149123 N. NEW ROAD,,BIG RIVER,CA,92242,School,
CA,17011783,CLOVER VALLEY HIGH SCHOOL,820 CLOVER VALLEY RD,,UPPER LAKE,CA,95485,School,
CA,17012782,TCDE Warehouse ,555 Diamond Ave,,Red Bluff,CA,96080,Non-Instructional Facility (NIF),
CA,17013117,First Street School ,1400 1ST ST,,LINCOLN,CA,95648,School,
CA,17013152,NATOMAS PACIFIC PATHWAYS (PREP NTP ELEMENTARY ),4400 E COMMERCE WAY,,SACRAMENTO,CA,95834,School,
CA,17013164,Sierra Cascade Family Opportunites Child Care Center Main,424 N MILL CREEK RD,,QUINCY,CA,95971,School,
CA,17013564,MIDDLE COLLEGE HIGH,2101 MOORPARK AVE,,SAN JOSE,CA,95128,School,
CA,17013704,NEEDLES COMMUNITY DAY,109 F. St ,,Needles,CA,92363,School,
CA,17012569,Liberty Elementary School District Office,1771 East Pacific ,,Tulare,CA,93274,Non-Instructional Facility (NIF),
CA,17011826,Alameda County Juvenile Hall/Court,2500 FAIRMONT DR,,SAN LEANDRO,CA,94578,School,
CA,17013495,Virginia Lee Rose Elementary,1001 Lilly Street,,Madera,CA,93638,School,
CA,17007189,INYO COE ADMIN ,555 SOUTH CLAY STREET,,INDEPENDENCE,CA,93526,Non-Instructional Facility (NIF),
CA,17013245,REYMOUTH SPECIAL EDUCATION CENTER,1965 BIRKMONT DR,,RANCHO CORDOVA,CA,95742,School,
CA,17013325,King-Drew Police SS,1601 E 120th St,,Los Angeles,CA,90059,Non-Instructional Facility (NIF),
CA,16067693,SOUTH REGION HIGH SCHOOL #8,NE CORNER OF SLAUSON AVE AND KING AVE,,MAYWOOD,CA,90270,School,
CA,17011648,Paradise eLearning Academy,5911 MAXWELL DR,,PARADISE,CA,95969,School,
CA,17012649,Rescue Union School District  Maintenance Operations Department,2460 White Oak Road,,Rescue,CA,95672,Non-Instructional Facility (NIF),
CA,17013198,Napa County Office of EducationWest (new),"1450 Technology Way, Suite 200",,Petaluma,CA,84097,Non-Instructional Facility (NIF),
CA,17012981,Lakeside Union District Office,9100 Jersey Ave,,"Hanford,",CA,93230,Non-Instructional Facility (NIF),
CA,16052662,LOCKWOOD PRE-K CDC,6701 INTERNATIONAL BLVD,,OAKLAND,CA,94621,School,
CA,16070538,GARFIELD CDC,1640 22ND AVE,,OAKLAND,CA,94606,School,
CA,17013017,Sausalito Marin District Office,630 Nevada Street,,Sausalito,CA,94965,Non-Instructional Facility (NIF),
CA,16069886,SOUTH COUNTY COMMUNITY DAY,720 ROCKFELLOW DR,,SHASTA,CA,96067,School,
CA,17013576,Shaws Flat Preschool,21125 SHAWS FLAT SCHOOL RD,,SONORA,CA,95370,School,
CA,17012117,Middletown Unified School District Bus Yard,17110 Butts Cayon Road,,Middletown,CA,95461,Non-Instructional Facility (NIF),
CA,17012671,Anatolia II Elementary School ,4350 Sophistry Drive,,Rancho Cordova,CA,95742,School,
CA,17013579, Sonora Elementary Preschool G building,830 GREENLEY RD,,SONORA,CA,95370,School,
CA,17013575,Gold Ridge Education Center,12784 Justice Center Drive,,Sonora,CA,95370,School,
CA,17012600,Oak Grove Center for Education and the Arts District Office,24275 JEFFERSON AVE,,MURRIETA,CA,92562,Non-Instructional Facility (NIF),
CA,17012646,Mountain Union Elementary School District Bus Barn,29771 Terry Mill Road,,Round Mountain,CA,96084,Non-Instructional Facility (NIF),
CA,16044343,CAPSLO- VALLE VERDE- MSHS,490 EL CAMINO REAL,,GREENFIELD,CA,93927,School,
CA,17012976,Laton State Preschool,"6045 East Mt. Whitney,",,Laton,CA,93242,School,
CA,17012560,Walter J. Katnich Community Day School,13451 N EXTENSION RD,,LODI,CA,95242,School,
CA,17013107,Sweetwater Secondary School,10170 HUENNEKENS ST,,SAN DIEGO,CA,92121,School,
CA,16044339,CAPSLO- LINDA VISTA- MSHS,514 MOUNTAIN VIEW ST,,FILLMORE,CA,93015,School,
CA,17012619,Shiloh School District Office,6633 Paradise Road,,Modesto,CA,95358,Non-Instructional Facility (NIF),
CA,17013018,Taft Union High School District Office,701 Wildcat Way,,Taft,CA,93268,Non-Instructional Facility (NIF),
CA,17013153,PASO VERDE ELEMENTARY ,3800 DEL PASO RD,,SACRAMENTO,CA,95834,School,
CA,17005448,Delhi Middle School,16881 SCHENDEL AVE,,DELHI,CA,95315,School,
CA,17013095,Washington Colony Elementary School District Office,130 E. Lincoln Ave,,"Fresno,",CA,93706,Non-Instructional Facility (NIF),
CA,17013205,"USC COLLEGE PREP, PICO-UNIONWESTLAKE","350 SOUTH FIGUEROA STREET, SUITE 250",,Los Angeles,CA,90071,School,
CA,17010916,SPARKS LAW LIBRARY,1523 LINCOLN WAY,,AUBURN,CA,95603,Library,
CA,17013623,SAFE SCHOOLS,1277 South Lyon St,,Santa Ana,CA,92705,Non-Instructional Facility (NIF),
CA,17012210,Dr Bob Forinash Community Day,4010 Jupiter Ave.,,Lompoc,CA,93436,School,
CA,17013567,YOUTHBUILD CHARTER SCHOOL C,155 W WASHINGTON BLVD STE 944,,LOS ANGELES,CA,90015,School,
CA,17012920,Clovis Adult School,1452 DAVID E COOK WAY,,CLOVIS,CA,93611,School,
CA,17012975,Linns Valley Poso Flat District Office,158 White River Road,,"Glenville,",CA,93226,Non-Instructional Facility (NIF),
CA,17012351,LAKE ISABELLA COMMUNITY SCHOOL,6504 LAKE ISABELLA BLVD STE B,,LAKE ISABELLA,CA,93240,School,
CA,17013693,East Bakersfield Resource Center,801 NILES ST,,BAKERSFIELD,CA,93305,School,
CA,17012601,Somis Union Elementary School District Office,5268 N Street,,Somis,CA,93066,Non-Instructional Facility (NIF),
CA,17013181,Circle of Independent Learning,4700 Calaveras Avenue,,Fremont,CA,94538,School,
CA,17012437,Willow Campus,14101 E. Nelson Ave.,,La Puente,CA,91746,Non-Instructional Facility (NIF),
CA,17012837,San Bernardino County Juvenile Detention and Assessment Center,900 E GILBERT ST,,SAN BERNARDINO,CA,92415,School,
CA,17013483,Da Vinci Schools,201 N. Douglas st,,El Segundo,CA,90245,Non-Instructional Facility (NIF),
CA,17012896,Venture Sites,3144 Venture Drive #200,,Lincoln,CA,95648,Non-Instructional Facility (NIF),
CA,16077969,RIVERSIDE COUNTY JUVENILE COURT,3939 13TH STREET,,RIVERSIDE,CA,92502,School,
CA,106916,CHRIS JESPERSEN CENTER,251 GRAND AVE,,SAN LUIS OBISP,CA,93405,School,
CA,17012729,ARCADIA USD MAINTENANCE & OPERATIONS,35 WEST ST. JOSEPH STREET,,ARCADIA,CA,91007,Non-Instructional Facility (NIF),
CA,17012945,Spartan Grounds,16876 Yolo Avenue ,,Esparto,CA,95627,Non-Instructional Facility (NIF),
CA,17013163,Sierra Cascade Family Opportunities Head Start Main,424 N MILL CREEK RD,,QUINCY,CA,95971,School,
CA,17012046,Cardiff School District Network Operating Center (NOC),1508 Windsor Road ,,Cardiff,CA,92007,Non-Instructional Facility (NIF),
CA,17013448,INYO COUNTYEMPIRE,3633 E INLAND EMPIRE BLVD SUITE 660,,ONTARIO,CA,91764,Non-Instructional Facility (NIF),
CA,16052671,STONEHURST CDC,901 105H AVE,,OAKLAND,CA,94603,School,
CA,17012201,Cooper Center,849 COOPER AVE,,YUBA CITY,CA,95991,School,
CA,17013062,Student Services,467 E. Honolulu St,,Lindsay,CA,93247,Non-Instructional Facility (NIF),
CA,17012821,New Hope Elementary School District Office,26675 N. Sacramento Blvd,,Thornton,CA,95686,Non-Instructional Facility (NIF),
CA,17011852,Corona-Norco Alternative,185 MAGNOLIA AVE,,CORONA,CA,92879,School,
CA,17012666,RIO REAL HEADSTART,1140 KENNY ST,,OXNARD,CA,93036,School,
CA,17012819,Shady Creek Outdoor School and Event Center,18601 Pathfinder Way,,Nevada City,CA,95959,Non-Instructional Facility (NIF),
CA,17012735,Clear Creek District Office,17700 McCourtney Road,,Grass Valley,CA,95949,Non-Instructional Facility (NIF),
CA,17012538,Independence High School,13451 N EXTENSION RD,,LODI,CA,95242,School,
CA,17012996,ANIMO FLORENCE-FIRESTONE CHARTER MIDDLE SCHOOL,155 W 69TH ST,,LOS ANGELES,CA,90003,School,
CA,17013572,Coalinga Huron USD - Human Resources ,485 North 5th St,,Coalinga,CA,93210,Non-Instructional Facility (NIF),
CA,17012641,Loma Vista Community School,2494 PENNINGTON CREEK RD,,SAN LUIS OBISPO,CA,93405,School,
CA,17013621,CCPA-San Juan,31522 EL CAMINO REAL,,SAN JUAN CAPISTRANO,CA,92675,School,
CA,17013425,Traver Union Elementary School District Office,36736 Canal Drive,,Traver,CA,93673,Non-Instructional Facility (NIF),
CA,17013006,John McCandless Charter II,2020 W SWAIN RD,,STOCKTON,CA,95207,School,
CA,17013584,SENECA FAMILY OF AGENCIES  Hillside Academy,365 KUCK LN,,PETALUMA,CA,94952,School,
CA,17013001,Santa Barbara County Juvenile Court,4400 CATHEDRAL OAKS RD,,SANTA BARBARA,CA,93110,School,
CA,17013055,Vernon Middle School Special Education School ,9775 Vernon Avenue,,Montclair,CA,91763,Non-Instructional Facility (NIF),
CA,17012582, Briggs Elementary School District Office,112465 Foothill Road,,Santa Paula,CA,93060,Non-Instructional Facility (NIF),
CA,17013262,NEW DESIGNS CHARTER SCHOOL-ADAMS,1342 W ADAMS BLVD,,LOS ANGELES,CA,90007,School,
CA,17013078,Great Valley Conservation Corps,4993 Camage Ave,Suite A,Sonora,CA,95370,Non-Instructional Facility (NIF),
CA,17011510,HERCULES HIGH SCHOOL,1900 REFUGIO VALLEY RD,,HERCULES,CA,94547,School,
CA,17012783,KIDANGO Inc,44000 OLD WARM SPRINGS BLVD,,FREMONT,CA,94538,School,
CA,102701,ST PASCHAL BAYLON SCHOOL,154 E JANSS RD,,THOUSAND OAKS,CA,91360,School,
CO,17013322,Wild Plum  851 Meeker Street,851 MEEKER ST,,LONGMONT,CO,80504,School,
CO,17012215,Far North East Elementary,2480 West 26th Avenue,,DENVER,CO,80211,School,
CO,17013182,DENVER MONTESSORI JUNIOR-SENIOR HIGH SCHOOL,4250 SHOSHONE ST,,DENVER,CO,80211,School,
CO,17010481,Estes Park Options School,1605 Brodie Ave,,Estes Park,CO,80517,School,
CO,17011995,Colorado Early Colleges Fort Collins High School,4800 WHEATON DR,,FORT COLLINS,CO,80525,School,
CO,17013189,NORTH HIGH SCHOOL ENGAGEMENT CENTER,2960 N SPEER BLVD,,DENVER,CO,80211,School,
CO,17013190,RESPECT ACADEMY AT LINCOLN,2285 S FEDERAL BLVD,,DENVER,CO,80219,School,
CO,17012309,COLORADO EARLY COLLEGES AURORA,350 N BLACKHAWK ST,,AURORA,CO,80011,School,
CO,17013706,Rocky Mountain Prep,10455 E 25TH AVE,,AURORA,CO,80010,School,
CO,17011965,FACILITIES MAINTENANCE,504-A 27TH STREET,,GLENWOOD SPRINGS,CO,81601,Non-Instructional Facility (NIF),
CO,17011854,TELLURIDE INTERMEDIATE SCHOOL,725 W COLORADO AVE,,TELLURIDE,CO,81435,School,
CO,17013699,Educational Services Center #2,15751 E. 1st Ave,,Aurora,CO,80011,Non-Instructional Facility (NIF),
CO,17012205,South West Elementary,2480 West 26th Avenue,,Denver,CO,80211,School,
